PCON22CD,Cycle once a month 2016,Cycle once a month 2017,Cycle once a month 2018,Cycle once a month 2019,Cycle once a month 2020,Cycle once a month 2021,Cycle once a month 2022,Cycle once a week 2016,Cycle once a week 2017,Cycle once a week 2018,Cycle once a week 2019,Cycle once a week 2020,Cycle once a week 2021,Cycle once a week 2022,Cycle three times a week 2016,Cycle three times a week 2017,Cycle three times a week 2018,Cycle three times a week 2019,Cycle three times a week 2020,Cycle three times a week 2021,Cycle three times a week 2022,Cycle five times a week 2016,Cycle five times a week 2017,Cycle five times a week 2018,Cycle five times a week 2019,Cycle five times a week 2020,Cycle five times a week 2021,Cycle five times a week 2022,Walk once a month 2016,Walk once a month 2017,Walk once a month 2018,Walk once a month 2019,Walk once a month 2020,Walk once a month 2021,Walk once a month 2022,Walk once a week 2016,Walk once a week 2017,Walk once a week 2018,Walk once a week 2019,Walk once a week 2020,Walk once a week 2021,Walk once a week 2022,Walk three times a week 2016,Walk three times a week 2017,Walk three times a week 2018,Walk three times a week 2019,Walk three times a week 2020,Walk three times a week 2021,Walk three times a week 2022,Walk five times a week 2016,Walk five times a week 2017,Walk five times a week 2018,Walk five times a week 2019,Walk five times a week 2020,Walk five times a week 2021,Walk five times a week 2022
E14000643,17.0,21.0,16.8,16.9,14.2,12.0,13.2,11.8,15.0,12.5,12.0,10.3,9.6,10.6,7.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.2,72.1,71.2,72.4,69.6,71.3,71.7,66.5,64.0,64.4,64.3,62.0,64.9,64.8,37.0,36.7,38.9,38.8,41.0,41.6,42.5,27.1,26.5,28.0,29.8,30.3,32.6,29.0
E14000644,19.1,19.6,22.8,22.7,19.3,14.5,13.4,14.9,14.1,17.9,17.0,15.8,11.1,10.0,10.0,0.0,0.0,0.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.5,78.3,79.9,85.9,75.9,79.6,77.6,70.4,70.9,69.8,76.9,70.4,73.1,70.2,43.3,43.4,39.4,49.1,47.4,44.9,43.0,32.7,32.2,29.2,35.4,38.2,34.0,29.3
E14000645,10.0,9.7,11.4,11.3,10.0,7.2,10.8,7.0,5.8,0.0,7.0,5.9,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.1,74.2,71.7,74.3,69.4,73.3,70.9,63.8,64.2,59.8,66.0,61.1,61.2,63.3,36.1,36.4,33.5,36.4,38.0,34.0,38.1,26.7,25.2,25.4,25.8,29.0,24.1,26.7
E14000646,17.1,19.8,16.9,12.3,14.0,12.5,13.1,9.7,15.1,10.2,8.7,9.8,9.5,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,83.4,80.4,77.1,78.8,85.3,80.1,66.4,73.1,69.4,66.0,69.0,81.0,70.7,34.1,43.4,44.5,41.6,42.1,45.9,44.0,23.9,32.0,32.5,29.3,32.7,33.5,32.3
E14000647,15.0,16.2,12.8,10.8,17.4,14.2,10.2,10.7,9.9,9.8,7.7,13.6,10.3,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.3,79.0,77.2,80.8,76.3,78.7,77.2,68.8,70.8,68.6,72.0,70.6,71.4,71.1,42.4,44.0,42.0,45.7,46.3,44.5,44.3,31.1,34.1,31.5,34.2,36.0,34.0,33.6
E14000648,15.0,13.6,11.5,12.1,12.7,9.7,8.8,9.2,9.2,7.5,8.0,8.1,6.2,6.0,3.6,4.7,3.0,2.8,2.8,2.1,0.0,2.0,2.7,1.9,0.0,0.0,0.0,0.0,77.9,75.8,73.4,80.0,72.5,75.7,73.5,68.6,63.2,64.8,70.8,64.7,67.3,67.3,39.6,37.2,39.3,45.6,38.1,41.7,42.0,28.5,27.9,29.7,34.1,29.1,30.6,31.7
E14000649,11.7,15.0,9.5,14.8,12.0,10.1,10.2,7.7,10.6,5.4,10.0,9.7,6.8,7.4,4.2,6.2,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,74.0,70.1,75.3,70.8,70.8,71.7,72.3,64.8,61.2,65.0,63.1,64.7,63.2,64.9,37.0,38.3,42.2,34.9,39.3,35.9,35.5,27.1,28.4,34.3,25.9,31.5,24.6,27.2
E14000650,11.7,15.0,9.5,14.8,12.0,10.1,10.2,7.7,10.6,5.4,10.0,9.7,6.8,7.4,4.2,6.2,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,74.0,70.1,75.3,70.8,70.8,71.7,72.3,64.8,61.2,65.0,63.1,64.7,63.2,64.9,37.0,38.3,42.2,34.9,39.3,35.9,35.5,27.1,28.4,34.3,25.9,31.5,24.6,27.2
E14000651,11.7,15.0,9.5,14.8,12.0,10.1,10.2,7.7,10.6,5.4,10.0,9.7,6.8,7.4,4.2,6.2,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,74.0,70.1,75.3,70.8,70.8,71.7,72.3,64.8,61.2,65.0,63.1,64.7,63.2,64.9,37.0,38.3,42.2,34.9,39.3,35.9,35.5,27.1,28.4,34.3,25.9,31.5,24.6,27.2
E14000652,18.1,13.8,15.3,15.0,17.3,12.2,14.0,15.0,8.5,11.7,10.0,13.3,8.4,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.4,78.5,78.2,72.5,76.0,73.8,69.6,69.2,69.3,64.9,62.2,68.4,65.0,61.4,38.6,42.5,35.5,38.4,40.2,37.0,37.0,25.5,29.2,27.4,30.3,29.2,28.2,28.5
E14000653,17.1,19.8,16.9,12.3,14.0,12.5,13.1,9.7,15.1,10.2,8.7,9.8,9.5,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,83.4,80.4,77.1,78.8,85.3,80.1,66.4,73.1,69.4,66.0,69.0,81.0,70.7,34.1,43.4,44.5,41.6,42.1,45.9,44.0,23.9,32.0,32.5,29.3,32.7,33.5,32.3
E14000654,10.3,9.9,12.8,6.6,8.5,10.0,6.1,7.9,7.6,8.0,0.0,5.9,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.6,74.9,77.0,73.5,69.5,71.3,74.2,67.1,68.9,69.6,67.4,62.1,63.5,69.1,48.2,42.1,47.6,42.2,39.7,34.0,42.0,37.9,32.0,36.4,28.5,27.3,24.1,29.4
E14000655,10.3,9.9,12.8,6.6,8.5,10.0,6.1,7.9,7.6,8.0,0.0,5.9,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.6,74.9,77.0,73.5,69.5,71.3,74.2,67.1,68.9,69.6,67.4,62.1,63.5,69.1,48.2,42.1,47.6,42.2,39.7,34.0,42.0,37.9,32.0,36.4,28.5,27.3,24.1,29.4
E14000656,10.3,9.9,12.8,6.6,8.5,10.0,6.1,7.9,7.6,8.0,0.0,5.9,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.6,74.9,77.0,73.5,69.5,71.3,74.2,67.1,68.9,69.6,67.4,62.1,63.5,69.1,48.2,42.1,47.6,42.2,39.7,34.0,42.0,37.9,32.0,36.4,28.5,27.3,24.1,29.4
E14000657,9.8,10.5,8.8,3.1,8.6,8.1,8.4,4.1,7.0,4.0,0.0,0.0,0.0,3.8,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.3,73.8,71.7,65.9,69.7,66.8,65.1,64.2,67.7,63.5,58.7,62.4,59.9,36.6,38.6,44.5,35.6,36.1,33.9,35.7,26.7,26.9,34.9,26.8,26.8,24.0,25.2
E14000658,16.1,12.8,12.3,12.9,13.1,10.3,10.6,10.8,8.1,7.9,9.4,9.2,5.7,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.1,79.2,77.2,85.2,76.5,71.4,73.9,69.3,68.0,69.2,76.7,68.2,64.9,67.1,46.5,43.0,48.6,45.4,41.1,40.8,43.4,35.5,31.9,36.8,36.1,32.8,29.7,31.8
E14000659,11.7,16.0,9.8,9.9,10.9,12.6,7.8,7.6,11.3,0.4,6.9,6.7,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.8,79.4,80.2,81.9,73.8,77.8,77.1,61.9,70.6,70.2,71.6,66.6,68.4,68.2,37.7,41.8,44.7,41.3,41.4,37.4,41.7,28.0,32.1,31.7,28.4,30.3,28.3,28.7
E14000660,15.2,15.0,13.2,15.0,14.2,8.7,9.4,10.7,9.4,10.2,10.2,9.4,5.7,6.3,4.1,4.3,5.0,4.5,3.3,1.5,0.0,0.1,0.1,3.4,2.9,2.0,0.0,0.0,76.7,76.4,75.5,77.3,74.0,72.0,74.8,67.1,64.4,65.1,67.7,67.2,64.6,67.5,39.5,38.1,38.1,39.2,43.4,39.2,43.7,29.0,28.7,28.1,28.2,31.2,27.4,33.7
E14000661,10.7,12.4,10.9,13.0,10.8,8.2,10.1,7.8,8.8,7.4,9.0,8.4,4.8,6.0,1.4,1.4,1.3,1.3,1.1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.3,73.9,74.0,77.1,71.3,73.6,71.0,67.8,65.7,63.9,68.5,62.7,63.9,62.6,37.1,40.0,35.9,40.2,37.7,35.3,36.2,27.9,29.8,27.1,28.7,28.5,26.1,25.4
E14000662,18.1,12.2,17.4,13.9,15.2,9.9,10.9,11.8,8.1,11.7,10.1,11.9,7.3,7.9,6.6,3.5,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,73.6,75.3,75.0,76.7,71.4,75.6,73.1,64.1,66.0,66.4,66.8,64.1,66.4,66.0,35.7,37.2,37.7,38.5,47.2,39.4,38.9,27.3,25.5,28.8,27.0,36.1,29.5,25.3
E14000663,18.1,12.2,17.4,13.9,15.2,9.9,10.9,11.8,8.1,11.7,10.1,11.9,7.3,7.9,6.6,3.5,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,73.6,75.3,75.0,76.7,71.4,75.6,73.1,64.1,66.0,66.4,66.8,64.1,66.4,66.0,35.7,37.2,37.7,38.5,47.2,39.4,38.9,27.3,25.5,28.8,27.0,36.1,29.5,25.3
E14000664,14.1,18.8,17.2,16.2,15.2,11.5,12.6,9.5,11.8,11.9,11.1,8.9,5.2,8.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.2,80.7,80.0,83.4,82.3,83.0,77.1,66.3,69.6,72.6,71.5,76.0,75.4,68.4,38.4,44.4,43.5,42.0,47.2,47.1,40.5,25.7,34.0,31.8,31.4,35.9,36.2,30.7
E14000665,19.7,20.4,16.0,17.2,17.1,18.9,15.1,15.5,13.1,10.1,11.9,11.1,10.8,11.5,0.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.6,80.6,81.4,85.7,81.3,80.7,79.2,72.5,72.0,69.9,75.7,74.9,73.6,72.5,43.3,44.1,44.9,46.4,47.8,48.0,46.4,32.2,34.1,31.9,37.5,37.1,36.0,35.8
E14000666,10.0,9.7,11.4,11.3,10.0,7.2,10.8,7.0,5.8,0.0,7.0,5.9,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.1,74.2,71.7,74.3,69.4,73.3,70.9,63.8,64.2,59.8,66.0,61.1,61.2,63.3,36.1,36.4,33.5,36.4,38.0,34.0,38.1,26.7,25.2,25.4,25.8,29.0,24.1,26.7
E14000667,18.8,14.3,15.8,13.6,14.3,9.4,8.9,13.6,9.9,11.6,9.0,10.3,6.8,6.4,0.0,0.0,0.0,4.4,4.8,2.3,2.9,0.0,0.0,0.0,2.7,3.1,0.9,1.7,72.9,76.6,75.8,76.7,70.0,71.1,72.9,60.6,68.3,66.9,66.3,61.7,63.0,64.3,40.8,41.6,41.0,40.3,37.3,36.5,38.4,32.0,29.6,33.2,28.8,27.9,25.8,28.5
E14000668,18.8,14.3,15.8,13.6,14.3,9.4,8.9,13.6,9.9,11.6,9.0,10.3,6.8,6.4,0.0,0.0,0.0,4.4,4.8,2.3,2.9,0.0,0.0,0.0,2.7,3.1,0.9,1.7,72.9,76.6,75.8,76.7,70.0,71.1,72.9,60.6,68.3,66.9,66.3,61.7,63.0,64.3,40.8,41.6,41.0,40.3,37.3,36.5,38.4,32.0,29.6,33.2,28.8,27.9,25.8,28.5
E14000669,18.8,14.3,15.8,13.6,14.3,9.4,8.9,13.6,9.9,11.6,9.0,10.3,6.8,6.4,0.0,0.0,0.0,4.4,4.8,2.3,2.9,0.0,0.0,0.0,2.7,3.1,0.9,1.7,72.9,76.6,75.8,76.7,70.0,71.1,72.9,60.6,68.3,66.9,66.3,61.7,63.0,64.3,40.8,41.6,41.0,40.3,37.3,36.5,38.4,32.0,29.6,33.2,28.8,27.9,25.8,28.5
E14000670,21.2,15.7,17.6,18.0,15.2,12.8,13.8,14.5,10.5,10.5,10.3,10.0,8.4,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,78.6,82.9,82.0,73.7,79.6,83.4,71.7,70.4,73.6,73.3,67.1,71.5,78.6,47.5,44.5,49.3,48.2,42.2,47.6,50.9,36.9,32.8,38.2,33.2,32.3,36.9,39.7
E14000671,8.1,8.7,9.9,7.6,7.7,0.0,5.9,5.3,4.9,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.4,72.2,72.6,70.4,70.8,73.6,70.4,61.9,62.6,63.0,60.2,60.2,64.6,60.7,33.4,36.0,35.5,35.6,33.7,40.2,33.8,23.5,26.1,25.2,24.2,24.9,30.4,25.5
E14000672,8.1,8.7,9.9,7.6,7.7,0.0,5.9,5.3,4.9,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.4,72.2,72.6,70.4,70.8,73.6,70.4,61.9,62.6,63.0,60.2,60.2,64.6,60.7,33.4,36.0,35.5,35.6,33.7,40.2,33.8,23.5,26.1,25.2,24.2,24.9,30.4,25.5
E14000673,24.4,25.3,24.9,25.3,32.2,25.9,27.7,19.1,19.8,20.9,20.4,24.6,19.1,22.3,12.2,12.3,14.7,12.8,11.4,8.9,13.2,8.5,7.4,10.1,8.5,7.0,2.6,3.7,82.5,82.9,83.3,84.0,82.8,83.9,79.1,76.8,77.2,76.3,78.2,76.6,76.9,74.5,53.6,54.3,52.3,54.7,50.1,53.0,51.6,41.4,43.0,40.1,41.7,38.3,38.2,39.9
E14000674,16.4,18.0,16.3,13.9,16.0,15.1,13.9,10.6,11.4,11.8,11.1,12.9,9.5,10.2,7.3,5.1,6.4,4.2,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.5,78.4,82.5,75.8,67.7,71.7,77.3,69.5,69.4,74.3,68.4,60.5,65.3,70.1,46.8,39.6,52.4,44.6,35.6,40.1,46.2,36.9,30.3,42.5,35.5,26.2,29.8,35.3
E14000675,16.4,18.0,16.3,13.9,16.0,15.1,13.9,10.6,11.4,11.8,11.1,12.9,9.5,10.2,7.3,5.1,6.4,4.2,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.5,78.4,82.5,75.8,67.7,71.7,77.3,69.5,69.4,74.3,68.4,60.5,65.3,70.1,46.8,39.6,52.4,44.6,35.6,40.1,46.2,36.9,30.3,42.5,35.5,26.2,29.8,35.3
E14000676,16.4,18.0,16.3,13.9,16.0,15.1,13.9,10.6,11.4,11.8,11.1,12.9,9.5,10.2,7.3,5.1,6.4,4.2,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.5,78.4,82.5,75.8,67.7,71.7,77.3,69.5,69.4,74.3,68.4,60.5,65.3,70.1,46.8,39.6,52.4,44.6,35.6,40.1,46.2,36.9,30.3,42.5,35.5,26.2,29.8,35.3
E14000677,13.8,13.5,10.8,10.0,9.6,10.1,8.0,10.7,10.3,8.6,7.0,6.6,0.0,6.2,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.7,80.6,77.1,77.8,75.2,74.8,71.3,65.6,71.3,69.1,71.9,65.8,66.8,64.8,39.2,46.6,46.1,39.8,41.8,39.3,39.2,31.6,34.7,29.0,32.3,31.2,30.6,30.8
E14000678,24.4,23.4,22.1,22.8,18.4,16.0,20.6,18.8,19.2,16.6,16.0,13.6,11.0,12.9,8.1,5.5,4.0,3.2,2.2,2.0,2.7,0.0,3.8,2.3,0.0,0.0,0.0,0.0,80.3,85.6,86.5,85.5,82.5,82.6,78.7,71.3,77.1,76.6,81.6,76.3,74.9,73.1,46.2,49.2,53.7,51.0,49.8,48.6,49.6,34.1,38.0,42.0,40.4,36.7,38.0,35.6
E14000679,12.3,15.9,14.4,17.8,11.8,13.9,14.3,8.4,9.2,10.0,11.2,8.9,9.2,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.7,77.4,72.0,78.0,62.5,68.4,72.6,68.3,69.6,63.7,70.6,55.1,63.0,65.3,43.3,44.2,40.1,47.6,29.1,39.5,42.8,33.5,33.9,33.6,39.1,19.5,26.9,34.5
E14000680,19.7,22.4,21.0,15.3,18.3,17.9,18.0,12.6,16.9,13.8,9.4,15.4,11.0,13.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.3,79.8,79.9,82.9,80.8,87.8,82.6,69.5,68.6,67.8,71.9,71.7,83.1,75.8,42.9,47.0,40.2,42.5,42.6,48.6,48.2,32.8,33.2,26.4,33.9,33.0,35.8,32.3
E14000681,13.9,14.1,14.2,10.6,14.9,9.9,10.1,8.4,8.4,7.9,8.0,11.1,1.6,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,81.4,79.4,79.7,78.3,83.2,84.1,68.6,73.7,70.1,72.3,69.1,72.9,76.7,38.6,43.1,42.8,45.4,43.0,45.7,48.2,26.7,29.6,31.7,33.9,32.7,31.8,33.9
E14000682,21.0,19.7,18.6,21.4,23.7,17.8,17.5,15.3,13.3,13.0,16.0,16.9,12.7,12.3,7.9,0.0,6.4,8.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.2,84.5,83.9,81.8,79.3,79.6,81.4,71.1,75.1,75.3,74.5,73.9,71.9,75.1,43.9,47.6,47.9,47.6,43.5,45.8,49.0,33.6,35.9,35.0,35.8,31.1,33.0,38.4
E14000683,17.7,18.6,17.6,17.3,19.0,11.8,15.9,14.1,12.6,11.0,12.4,13.9,8.5,10.5,0.0,5.5,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.7,75.8,77.3,82.0,75.8,76.1,78.5,69.3,68.2,67.6,76.4,70.6,67.4,70.4,44.5,45.5,42.5,51.3,45.4,41.5,45.8,35.4,32.1,30.7,37.3,33.1,32.3,34.6
E14000684,10.9,16.9,12.4,13.3,14.3,11.6,16.5,7.3,12.6,9.1,9.6,10.5,7.7,14.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.7,79.0,75.8,83.0,77.1,78.1,80.9,66.4,71.2,67.5,76.4,71.0,72.6,72.9,43.6,47.9,43.9,46.3,48.4,49.3,47.9,34.6,35.2,31.3,33.4,33.8,37.2,35.9
E14000685,17.7,18.2,18.4,21.2,16.2,14.8,13.5,14.3,12.8,12.9,15.1,9.7,12.5,10.1,0.0,0.0,0.0,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.6,83.1,79.4,82.0,78.7,80.8,79.6,67.0,72.3,66.0,69.1,69.2,71.9,70.8,40.2,44.5,39.6,41.1,41.2,42.1,40.8,27.5,31.1,27.1,28.6,29.4,31.8,30.3
E14000686,18.4,18.4,16.8,13.5,14.9,12.5,12.5,10.8,13.5,11.9,8.7,10.1,9.6,9.4,2.6,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.1,80.9,81.1,78.3,76.6,82.3,77.0,67.5,73.1,72.6,67.8,67.8,76.7,68.2,39.0,44.0,42.8,42.6,41.9,47.4,42.3,28.3,32.6,31.2,28.2,32.9,33.0,31.2
E14000687,10.8,9.0,9.7,10.3,10.2,10.8,11.6,7.5,6.0,7.6,0.0,7.5,5.9,9.4,3.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.4,75.6,70.5,78.8,68.8,73.2,73.9,66.8,66.3,65.3,70.2,64.2,64.3,64.4,41.1,40.4,43.3,41.4,39.6,37.5,38.9,30.2,29.0,34.8,28.4,25.0,29.3,27.5
E14000688,19.3,17.5,16.8,14.2,15.4,12.6,12.1,11.5,12.6,13.0,8.7,10.3,9.7,8.9,4.3,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.1,79.4,81.5,79.1,75.2,80.5,75.1,68.3,73.2,74.6,69.0,67.1,74.0,66.6,42.1,44.4,41.6,43.2,41.7,48.3,41.3,31.0,32.9,30.4,27.6,33.0,32.7,30.5
E14000689,13.7,14.0,13.6,14.6,12.1,9.6,9.6,8.5,8.9,10.3,10.3,8.8,6.0,6.0,4.0,4.3,5.1,5.1,3.8,2.9,2.4,2.8,2.5,2.6,2.8,1.6,0.0,0.0,75.2,78.2,79.9,82.0,74.8,78.9,76.3,65.5,69.1,71.6,74.1,67.0,71.1,67.0,40.1,43.1,46.9,45.5,44.0,42.9,41.2,29.5,31.3,35.1,33.3,30.7,30.0,29.8
E14000690,13.1,17.0,14.8,16.6,13.7,12.6,13.1,8.3,11.7,9.2,11.7,10.8,9.3,10.0,3.8,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,79.5,78.1,80.4,79.8,74.3,79.4,75.0,72.7,71.3,72.2,74.6,67.2,74.5,68.2,49.0,46.8,49.2,47.3,42.4,47.6,42.6,40.7,36.3,36.9,37.7,29.8,38.1,28.7
E14000691,10.8,9.0,9.7,10.3,10.2,10.8,11.6,7.5,6.0,7.6,0.0,7.5,5.9,9.4,3.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.4,75.6,70.5,78.8,68.8,73.2,73.9,66.8,66.3,65.3,70.2,64.2,64.3,64.4,41.1,40.4,43.3,41.4,39.6,37.5,38.9,30.2,29.0,34.8,28.4,25.0,29.3,27.5
E14000692,10.8,9.0,9.7,10.3,10.2,10.8,11.6,7.5,6.0,7.6,0.0,7.5,5.9,9.4,3.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.4,75.6,70.5,78.8,68.8,73.2,73.9,66.8,66.3,65.3,70.2,64.2,64.3,64.4,41.1,40.4,43.3,41.4,39.6,37.5,38.9,30.2,29.0,34.8,28.4,25.0,29.3,27.5
E14000693,17.8,14.1,13.4,12.8,14.1,13.1,9.7,11.8,9.9,9.1,9.3,11.1,7.1,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.6,83.0,81.6,81.9,78.1,76.7,74.0,73.5,71.8,71.7,74.0,70.7,69.9,64.0,41.0,47.5,42.0,45.6,43.2,44.0,40.1,28.4,34.9,30.9,32.1,29.9,29.3,27.8
E14000694,21.4,21.6,21.5,19.8,19.4,19.9,15.9,14.2,12.4,16.0,14.6,14.9,15.0,10.9,0.0,0.0,4.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.8,85.9,85.8,85.1,79.9,84.3,83.5,77.5,77.6,76.3,77.6,73.6,76.5,76.4,48.1,48.1,49.4,49.7,41.8,43.2,49.6,37.8,32.3,34.7,37.4,31.4,31.5,36.9
E14000695,17.8,16.9,14.9,17.3,15.4,13.2,11.0,13.1,12.2,10.2,9.6,10.0,8.3,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.5,82.1,78.5,78.0,76.5,75.8,81.5,69.0,70.8,69.3,65.3,66.5,66.0,75.3,40.5,44.7,40.0,38.2,42.1,40.7,50.6,30.1,34.8,27.3,27.3,33.7,26.2,35.5
E14000696,11.7,15.1,14.8,14.5,10.0,11.3,10.7,7.8,10.2,8.6,10.4,7.6,8.0,4.7,1.8,3.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,79.7,79.1,80.4,79.3,70.7,75.9,75.2,71.4,71.1,73.1,72.2,62.1,69.2,68.1,46.4,44.2,49.5,45.9,39.4,42.5,42.3,37.4,33.0,38.5,34.8,27.7,30.9,28.9
E14000697,27.7,27.8,28.0,24.0,23.0,18.4,24.7,21.1,18.1,21.0,17.8,15.7,14.8,18.2,9.5,7.9,11.4,9.2,7.3,0.0,6.8,0.0,0.0,0.0,7.5,0.0,0.0,0.0,82.4,83.6,84.8,87.0,80.9,83.9,84.6,73.2,75.8,72.0,77.2,71.3,76.7,77.8,47.1,46.9,45.1,45.1,44.6,45.7,45.5,33.6,32.1,31.6,32.0,30.7,30.9,31.2
E14000698,27.7,33.3,27.7,32.2,21.2,19.8,22.8,18.0,29.0,20.7,25.5,16.8,15.1,15.3,8.4,17.6,13.1,10.3,7.4,6.5,8.8,0.0,12.0,7.5,0.0,0.0,0.0,0.0,80.6,88.0,88.3,86.2,83.6,87.2,77.2,72.3,80.0,80.2,79.6,78.3,79.1,72.3,48.2,57.9,56.1,55.5,52.4,53.0,52.3,35.8,44.2,46.2,46.1,42.1,37.2,38.6
E14000699,23.3,23.9,21.7,19.6,18.5,15.0,15.3,14.5,17.4,14.2,11.4,14.0,10.7,9.4,0.0,9.0,0.0,0.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.4,84.2,78.6,81.5,78.8,81.1,77.6,67.4,74.2,68.9,68.4,67.5,73.3,69.2,36.9,47.1,43.0,40.7,39.7,47.1,42.6,25.8,31.2,29.4,28.9,27.5,32.7,30.1
E14000700,14.0,13.3,17.1,16.4,13.7,11.3,11.6,9.4,7.4,10.6,9.6,10.4,5.4,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,79.3,78.7,78.3,73.9,78.1,79.4,66.0,68.4,69.9,68.8,65.8,68.7,70.5,39.0,40.4,39.8,39.9,42.9,42.5,44.4,29.1,28.7,29.0,28.5,32.5,31.4,31.3
