ONSConstID,ConstituencyName,RegNationID,RegNationName,NatComparator,con_pc→European Union,con_pc→Rest of world,con_pc→UK,rn_pc→European Union,rn_pc→Rest of world,rn_pc→UK,uk_pc→European Union,uk_pc→Rest of world,uk_pc→UK
E14001484,South Devon,E12000009,South West,England & Wales,0.024,0.034,0.942,0.046,0.056,0.898,0.06,0.101,0.84
E14001485,South Dorset,E12000009,South West,England & Wales,0.033,0.03,0.937,0.046,0.056,0.898,0.06,0.101,0.84
E14001486,South East Cornwall,E12000009,South West,England & Wales,0.022,0.023,0.956,0.046,0.056,0.898,0.06,0.101,0.84
E14001487,South Holland & The Deepings,E12000004,East Midlands,England & Wales,0.108,0.026,0.866,0.058,0.08,0.863,0.06,0.101,0.84
E14001488,South Leicestershire,E12000004,East Midlands,England & Wales,0.023,0.029,0.949,0.058,0.08,0.863,0.06,0.101,0.84
E14001489,South Norfolk,E12000006,East of England,England & Wales,0.029,0.046,0.925,0.066,0.083,0.851,0.06,0.101,0.84
E14001490,South Northamptonshire,E12000004,East Midlands,England & Wales,0.031,0.046,0.923,0.058,0.08,0.863,0.06,0.101,0.84
E14001491,South Ribble,E12000002,North West,England & Wales,0.021,0.023,0.955,0.041,0.075,0.883,0.06,0.101,0.84
E14001492,South Shields,E12000001,North East,England & Wales,0.014,0.038,0.948,0.023,0.044,0.932,0.06,0.101,0.84
E14001493,South Shropshire,E12000005,West Midlands,England & Wales,0.017,0.023,0.959,0.051,0.101,0.848,0.06,0.101,0.84
E14001494,South Suffolk,E12000006,East of England,England & Wales,0.027,0.03,0.943,0.066,0.083,0.851,0.06,0.101,0.84
E14001495,South West Devon,E12000009,South West,England & Wales,0.022,0.025,0.953,0.046,0.056,0.898,0.06,0.101,0.84
E14001496,South West Hertfordshire,E12000006,East of England,England & Wales,0.062,0.124,0.815,0.066,0.083,0.851,0.06,0.101,0.84
E14001497,South West Norfolk,E12000006,East of England,England & Wales,0.077,0.043,0.88,0.066,0.083,0.851,0.06,0.101,0.84
E14001498,South West Wiltshire,E12000009,South West,England & Wales,0.059,0.043,0.899,0.046,0.056,0.898,0.06,0.101,0.84
E14001499,Southampton Itchen,E12000008,South East,England & Wales,0.1,0.094,0.806,0.06,0.097,0.842,0.06,0.101,0.84
E14001500,Southampton Test,E12000008,South East,England & Wales,0.133,0.145,0.722,0.06,0.097,0.842,0.06,0.101,0.84
E14001501,Southend East & Rochford,E12000006,East of England,England & Wales,0.051,0.076,0.872,0.066,0.083,0.851,0.06,0.101,0.84
E14001502,Southend West & Leigh,E12000006,East of England,England & Wales,0.039,0.068,0.894,0.066,0.083,0.851,0.06,0.101,0.84
E14001503,Southgate & Wood Green,E12000007,London,England & Wales,0.206,0.26,0.533,0.128,0.279,0.594,0.06,0.101,0.84
E14001504,Southport,E12000002,North West,England & Wales,0.056,0.032,0.912,0.041,0.075,0.883,0.06,0.101,0.84
E14001505,Spelthorne,E12000008,South East,England & Wales,0.074,0.135,0.791,0.06,0.097,0.842,0.06,0.101,0.84
E14001506,Spen Valley,E12000003,Yorkshire and The Humber,England & Wales,0.021,0.043,0.936,0.044,0.07,0.886,0.06,0.101,0.84
E14001507,St Albans,E12000006,East of England,England & Wales,0.074,0.118,0.809,0.066,0.083,0.851,0.06,0.101,0.84
E14001508,St Austell & Newquay,E12000009,South West,England & Wales,0.029,0.022,0.949,0.046,0.056,0.898,0.06,0.101,0.84
E14001509,St Helens North,E12000002,North West,England & Wales,0.025,0.021,0.954,0.041,0.075,0.883,0.06,0.101,0.84
E14001510,St Helens South & Whiston,E12000002,North West,England & Wales,0.027,0.03,0.943,0.041,0.075,0.883,0.06,0.101,0.84
E14001511,St Ives,E12000009,South West,England & Wales,0.024,0.026,0.95,0.046,0.056,0.898,0.06,0.101,0.84
E14001512,St Neots & Mid Cambridgeshire,E12000006,East of England,England & Wales,0.068,0.084,0.849,0.066,0.083,0.851,0.06,0.101,0.84
E14001513,Stafford,E12000005,West Midlands,England & Wales,0.04,0.048,0.912,0.051,0.101,0.848,0.06,0.101,0.84
E14001514,Staffordshire Moorlands,E12000005,West Midlands,England & Wales,0.013,0.013,0.974,0.051,0.101,0.848,0.06,0.101,0.84
E14001515,Stalybridge & Hyde,E12000002,North West,England & Wales,0.024,0.049,0.927,0.041,0.075,0.883,0.06,0.101,0.84
E14001516,Stevenage,E12000006,East of England,England & Wales,0.061,0.096,0.843,0.066,0.083,0.851,0.06,0.101,0.84
E14001517,Stockport,E12000002,North West,England & Wales,0.039,0.077,0.884,0.041,0.075,0.883,0.06,0.101,0.84
E14001518,Stockton North,E12000001,North East,England & Wales,0.02,0.046,0.933,0.023,0.044,0.932,0.06,0.101,0.84
E14001519,Stockton West,E12000001,North East,England & Wales,0.015,0.038,0.947,0.023,0.044,0.932,0.06,0.101,0.84
E14001520,Stoke-on-Trent Central,E12000005,West Midlands,England & Wales,0.068,0.098,0.834,0.051,0.101,0.848,0.06,0.101,0.84
E14001521,Stoke-on-Trent North,E12000005,West Midlands,England & Wales,0.037,0.059,0.903,0.051,0.101,0.848,0.06,0.101,0.84
E14001522,Stoke-on-Trent South,E12000005,West Midlands,England & Wales,0.028,0.045,0.927,0.051,0.101,0.848,0.06,0.101,0.84
E14001523,"Stone, Great Wyrley & Penkridge",E12000005,West Midlands,England & Wales,0.015,0.022,0.963,0.051,0.101,0.848,0.06,0.101,0.84
E14001524,Stourbridge,E12000005,West Midlands,England & Wales,0.022,0.053,0.925,0.051,0.101,0.848,0.06,0.101,0.84
E14001525,Stratford & Bow,E12000007,London,England & Wales,0.15,0.328,0.522,0.128,0.279,0.594,0.06,0.101,0.84
E14001526,Stratford-on-Avon,E12000005,West Midlands,England & Wales,0.048,0.042,0.91,0.051,0.101,0.848,0.06,0.101,0.84
E14001527,Streatham & Croydon North,E12000007,London,England & Wales,0.139,0.263,0.599,0.128,0.279,0.594,0.06,0.101,0.84
E14001528,Stretford & Urmston,E12000002,North West,England & Wales,0.045,0.107,0.848,0.041,0.075,0.883,0.06,0.101,0.84
E14001529,Stroud,E12000009,South West,England & Wales,0.029,0.033,0.938,0.046,0.056,0.898,0.06,0.101,0.84
E14001530,Suffolk Coastal,E12000006,East of England,England & Wales,0.035,0.037,0.928,0.066,0.083,0.851,0.06,0.101,0.84
E14001531,Sunderland Central,E12000001,North East,England & Wales,0.024,0.067,0.909,0.023,0.044,0.932,0.06,0.101,0.84
E14001532,Surrey Heath,E12000008,South East,England & Wales,0.052,0.115,0.833,0.06,0.097,0.842,0.06,0.101,0.84
E14001533,Sussex Weald,E12000008,South East,England & Wales,0.031,0.044,0.925,0.06,0.097,0.842,0.06,0.101,0.84
E14001534,Sutton & Cheam,E12000007,London,England & Wales,0.091,0.217,0.692,0.128,0.279,0.594,0.06,0.101,0.84
E14001535,Sutton Coldfield,E12000005,West Midlands,England & Wales,0.032,0.071,0.897,0.051,0.101,0.848,0.06,0.101,0.84
E14001536,Swindon North,E12000009,South West,England & Wales,0.054,0.098,0.848,0.046,0.056,0.898,0.06,0.101,0.84
E14001537,Swindon South,E12000009,South West,England & Wales,0.072,0.197,0.731,0.046,0.056,0.898,0.06,0.101,0.84
E14001538,Tamworth,E12000005,West Midlands,England & Wales,0.043,0.023,0.934,0.051,0.101,0.848,0.06,0.101,0.84
E14001539,Tatton,E12000002,North West,England & Wales,0.029,0.051,0.92,0.041,0.075,0.883,0.06,0.101,0.84
E14001540,Taunton & Wellington,E12000009,South West,England & Wales,0.056,0.053,0.891,0.046,0.056,0.898,0.06,0.101,0.84
E14001541,Telford,E12000005,West Midlands,England & Wales,0.058,0.053,0.889,0.051,0.101,0.848,0.06,0.101,0.84
E14001542,Tewkesbury,E12000009,South West,England & Wales,0.046,0.049,0.905,0.046,0.056,0.898,0.06,0.101,0.84
E14001543,The Wrekin,E12000005,West Midlands,England & Wales,0.048,0.055,0.897,0.051,0.101,0.848,0.06,0.101,0.84
E14001544,Thirsk & Malton,E12000003,Yorkshire and The Humber,England & Wales,0.029,0.022,0.949,0.044,0.07,0.886,0.06,0.101,0.84
E14001545,Thornbury & Yate,E12000009,South West,England & Wales,0.03,0.032,0.938,0.046,0.056,0.898,0.06,0.101,0.84
E14001546,Thurrock,E12000006,East of England,England & Wales,0.115,0.148,0.736,0.066,0.083,0.851,0.06,0.101,0.84
E14001547,Tipton & Wednesbury,E12000005,West Midlands,England & Wales,0.052,0.116,0.832,0.051,0.101,0.848,0.06,0.101,0.84
E14001548,Tiverton & Minehead,E12000009,South West,England & Wales,0.031,0.027,0.942,0.046,0.056,0.898,0.06,0.101,0.84
E14001549,Tonbridge,E12000008,South East,England & Wales,0.035,0.06,0.905,0.06,0.097,0.842,0.06,0.101,0.84
E14001550,Tooting,E12000007,London,England & Wales,0.116,0.225,0.659,0.128,0.279,0.594,0.06,0.101,0.84
E14001551,Torbay,E12000009,South West,England & Wales,0.042,0.038,0.92,0.046,0.056,0.898,0.06,0.101,0.84
E14001552,Torridge & Tavistock,E12000009,South West,England & Wales,0.019,0.023,0.957,0.046,0.056,0.898,0.06,0.101,0.84
E14001553,Tottenham,E12000007,London,England & Wales,0.186,0.32,0.493,0.128,0.279,0.594,0.06,0.101,0.84
E14001554,Truro & Falmouth,E12000009,South West,England & Wales,0.029,0.04,0.931,0.046,0.056,0.898,0.06,0.101,0.84
E14001555,Tunbridge Wells,E12000008,South East,England & Wales,0.057,0.082,0.861,0.06,0.097,0.842,0.06,0.101,0.84
E14001556,Twickenham,E12000007,London,England & Wales,0.092,0.165,0.744,0.128,0.279,0.594,0.06,0.101,0.84
E14001557,Tynemouth,E12000001,North East,England & Wales,0.02,0.034,0.946,0.023,0.044,0.932,0.06,0.101,0.84
E14001558,Uxbridge & South Ruislip,E12000007,London,England & Wales,0.1,0.228,0.672,0.128,0.279,0.594,0.06,0.101,0.84
E14001559,Vauxhall & Camberwell Green,E12000007,London,England & Wales,0.134,0.306,0.56,0.128,0.279,0.594,0.06,0.101,0.84
E14001560,Wakefield & Rothwell,E12000003,Yorkshire and The Humber,England & Wales,0.064,0.07,0.866,0.044,0.07,0.886,0.06,0.101,0.84
E14001561,Wallasey,E12000002,North West,England & Wales,0.02,0.027,0.954,0.041,0.075,0.883,0.06,0.101,0.84
E14001562,Walsall & Bloxwich,E12000005,West Midlands,England & Wales,0.061,0.159,0.78,0.051,0.101,0.848,0.06,0.101,0.84
E14001563,Walthamstow,E12000007,London,England & Wales,0.16,0.248,0.593,0.128,0.279,0.594,0.06,0.101,0.84
E14001564,Warrington North,E12000002,North West,England & Wales,0.056,0.036,0.908,0.041,0.075,0.883,0.06,0.101,0.84
E14001565,Warrington South,E12000002,North West,England & Wales,0.05,0.05,0.9,0.041,0.075,0.883,0.06,0.101,0.84
E14001566,Warwick & Leamington,E12000005,West Midlands,England & Wales,0.08,0.107,0.814,0.051,0.101,0.848,0.06,0.101,0.84
E14001567,Washington & Gateshead South,E12000001,North East,England & Wales,0.017,0.019,0.964,0.023,0.044,0.932,0.06,0.101,0.84
E14001568,Watford,E12000006,East of England,England & Wales,0.122,0.21,0.668,0.066,0.083,0.851,0.06,0.101,0.84
E14001569,Waveney Valley,E12000006,East of England,England & Wales,0.025,0.028,0.946,0.066,0.083,0.851,0.06,0.101,0.84
E14001570,Weald of Kent,E12000008,South East,England & Wales,0.03,0.041,0.928,0.06,0.097,0.842,0.06,0.101,0.84
E14001571,Wellingborough & Rushden,E12000004,East Midlands,England & Wales,0.1,0.073,0.827,0.058,0.08,0.863,0.06,0.101,0.84
E14001572,Wells & Mendip Hills,E12000009,South West,England & Wales,0.033,0.033,0.934,0.046,0.056,0.898,0.06,0.101,0.84
E14001573,Welwyn Hatfield,E12000006,East of England,England & Wales,0.09,0.134,0.775,0.066,0.083,0.851,0.06,0.101,0.84
E14001574,West Bromwich,E12000005,West Midlands,England & Wales,0.059,0.182,0.759,0.051,0.101,0.848,0.06,0.101,0.84
E14001575,West Dorset,E12000009,South West,England & Wales,0.026,0.043,0.931,0.046,0.056,0.898,0.06,0.101,0.84
E14001576,West Ham & Beckton,E12000007,London,England & Wales,0.18,0.343,0.478,0.128,0.279,0.594,0.06,0.101,0.84
E14001577,West Lancashire,E12000002,North West,England & Wales,0.04,0.022,0.938,0.041,0.075,0.883,0.06,0.101,0.84
E14001578,West Suffolk,E12000006,East of England,England & Wales,0.066,0.128,0.807,0.066,0.083,0.851,0.06,0.101,0.84
E14001579,West Worcestershire,E12000005,West Midlands,England & Wales,0.025,0.031,0.944,0.051,0.101,0.848,0.06,0.101,0.84
E14001580,Westmorland & Lonsdale,E12000002,North West,England & Wales,0.036,0.025,0.938,0.041,0.075,0.883,0.06,0.101,0.84
E14001581,Weston-super-Mare,E12000009,South West,England & Wales,0.066,0.038,0.896,0.046,0.056,0.898,0.06,0.101,0.84
E14001582,Wetherby & Easingwold,E12000003,Yorkshire and The Humber,England & Wales,0.022,0.029,0.949,0.044,0.07,0.886,0.06,0.101,0.84
E14001583,Whitehaven & Workington,E12000002,North West,England & Wales,0.012,0.017,0.972,0.041,0.075,0.883,0.06,0.101,0.84
E14001584,Widnes & Halewood,E12000002,North West,England & Wales,0.023,0.021,0.956,0.041,0.075,0.883,0.06,0.101,0.84
E14001585,Wigan,E12000002,North West,England & Wales,0.037,0.037,0.926,0.041,0.075,0.883,0.06,0.101,0.84
E14001586,Wimbledon,E12000007,London,England & Wales,0.121,0.26,0.619,0.128,0.279,0.594,0.06,0.101,0.84
E14001587,Winchester,E12000008,South East,England & Wales,0.042,0.075,0.884,0.06,0.097,0.842,0.06,0.101,0.84
E14001588,Windsor,E12000008,South East,England & Wales,0.088,0.174,0.739,0.06,0.097,0.842,0.06,0.101,0.84
E14001589,Wirral West,E12000002,North West,England & Wales,0.017,0.03,0.953,0.041,0.075,0.883,0.06,0.101,0.84
E14001590,Witham,E12000006,East of England,England & Wales,0.029,0.036,0.935,0.066,0.083,0.851,0.06,0.101,0.84
E14001591,Witney,E12000008,South East,England & Wales,0.051,0.055,0.894,0.06,0.097,0.842,0.06,0.101,0.84
E14001592,Woking,E12000008,South East,England & Wales,0.083,0.159,0.758,0.06,0.097,0.842,0.06,0.101,0.84
E14001593,Wokingham,E12000008,South East,England & Wales,0.05,0.107,0.843,0.06,0.097,0.842,0.06,0.101,0.84
E14001594,Wolverhampton North East,E12000005,West Midlands,England & Wales,0.051,0.113,0.836,0.051,0.101,0.848,0.06,0.101,0.84
E14001595,Wolverhampton South East,E12000005,West Midlands,England & Wales,0.061,0.148,0.791,0.051,0.101,0.848,0.06,0.101,0.84
E14001596,Wolverhampton West,E12000005,West Midlands,England & Wales,0.069,0.185,0.747,0.051,0.101,0.848,0.06,0.101,0.84
E14001597,Worcester,E12000005,West Midlands,England & Wales,0.069,0.059,0.872,0.051,0.101,0.848,0.06,0.101,0.84
E14001598,Worsley & Eccles,E12000002,North West,England & Wales,0.05,0.062,0.889,0.041,0.075,0.883,0.06,0.101,0.84
E14001599,Worthing West,E12000008,South East,England & Wales,0.048,0.061,0.891,0.06,0.097,0.842,0.06,0.101,0.84
E14001600,Wycombe,E12000008,South East,England & Wales,0.083,0.166,0.752,0.06,0.097,0.842,0.06,0.101,0.84
E14001601,Wyre Forest,E12000005,West Midlands,England & Wales,0.028,0.022,0.95,0.051,0.101,0.848,0.06,0.101,0.84
E14001602,Wythenshawe & Sale East,E12000002,North West,England & Wales,0.059,0.109,0.832,0.041,0.075,0.883,0.06,0.101,0.84
E14001603,Yeovil,E12000009,South West,England & Wales,0.059,0.038,0.903,0.046,0.056,0.898,0.06,0.101,0.84
E14001604,York Central,E12000003,Yorkshire and The Humber,England & Wales,0.058,0.085,0.857,0.044,0.07,0.886,0.06,0.101,0.84
E14001605,York Outer,E12000003,Yorkshire and The Humber,England & Wales,0.029,0.038,0.933,0.044,0.07,0.886,0.06,0.101,0.84
N05000001,Belfast East,N92000002,Northern Ireland,Northern Ireland,0.061,0.047,0.892,0.057,0.03,0.913,0.06,0.101,0.84
N05000002,Belfast North,N92000002,Northern Ireland,Northern Ireland,0.048,0.041,0.911,0.057,0.03,0.913,0.06,0.101,0.84
N05000003,Belfast South & Mid Down,N92000002,Northern Ireland,Northern Ireland,0.069,0.1,0.831,0.057,0.03,0.913,0.06,0.101,0.84
N05000004,Belfast West,N92000002,Northern Ireland,Northern Ireland,0.028,0.03,0.942,0.057,0.03,0.913,0.06,0.101,0.84
N05000005,East Antrim,N92000002,Northern Ireland,Northern Ireland,0.025,0.023,0.953,0.057,0.03,0.913,0.06,0.101,0.84
N05000006,East Londonderry,N92000002,Northern Ireland,Northern Ireland,0.037,0.017,0.946,0.057,0.03,0.913,0.06,0.101,0.84
N05000007,Fermanagh & South Tyrone,N92000002,Northern Ireland,Northern Ireland,0.114,0.035,0.851,0.057,0.03,0.913,0.06,0.101,0.84
N05000008,Foyle,N92000002,Northern Ireland,Northern Ireland,0.052,0.022,0.926,0.057,0.03,0.913,0.06,0.101,0.84
N05000009,Lagan Valley,N92000002,Northern Ireland,Northern Ireland,0.042,0.028,0.93,0.057,0.03,0.913,0.06,0.101,0.84
N05000010,Mid Ulster,N92000002,Northern Ireland,Northern Ireland,0.056,0.016,0.928,0.057,0.03,0.913,0.06,0.101,0.84
N05000011,Newry & Armagh,N92000002,Northern Ireland,Northern Ireland,0.108,0.019,0.873,0.057,0.03,0.913,0.06,0.101,0.84
N05000012,North Antrim,N92000002,Northern Ireland,Northern Ireland,0.056,0.013,0.93,0.057,0.03,0.913,0.06,0.101,0.84
N05000013,North Down,N92000002,Northern Ireland,Northern Ireland,0.036,0.032,0.932,0.057,0.03,0.913,0.06,0.101,0.84
N05000014,South Antrim,N92000002,Northern Ireland,Northern Ireland,0.038,0.025,0.937,0.057,0.03,0.913,0.06,0.101,0.84
N05000015,South Down,N92000002,Northern Ireland,Northern Ireland,0.049,0.017,0.934,0.057,0.03,0.913,0.06,0.101,0.84
N05000016,Strangford,N92000002,Northern Ireland,Northern Ireland,0.029,0.017,0.954,0.057,0.03,0.913,0.06,0.101,0.84
N05000017,Upper Bann,N92000002,Northern Ireland,Northern Ireland,0.091,0.032,0.877,0.057,0.03,0.913,0.06,0.101,0.84
N05000018,West Tyrone,N92000002,Northern Ireland,Northern Ireland,0.062,0.013,0.926,0.057,0.03,0.913,0.06,0.101,0.84
S14000021,East Renfrewshire,S92000003,Scotland,Scotland,0.018,0.062,0.919,0.043,0.059,0.898,0.06,0.101,0.84
S14000027,Na h-Eileanan an Iar,S92000003,Scotland,Scotland,0.018,0.02,0.962,0.043,0.059,0.898,0.06,0.101,0.84
S14000045,Midlothian,S92000003,Scotland,Scotland,0.039,0.038,0.923,0.043,0.059,0.898,0.06,0.101,0.84
S14000048,North Ayrshire & Arran,S92000003,Scotland,Scotland,0.014,0.021,0.965,0.043,0.059,0.898,0.06,0.101,0.84
S14000051,Orkney & Shetland,S92000003,Scotland,Scotland,0.022,0.026,0.952,0.043,0.059,0.898,0.06,0.101,0.84
S14000060,Aberdeen North,S92000003,Scotland,Scotland,0.091,0.101,0.808,0.043,0.059,0.898,0.06,0.101,0.84
S14000061,Aberdeen South,S92000003,Scotland,Scotland,0.094,0.135,0.77,0.043,0.059,0.898,0.06,0.101,0.84
S14000062,Aberdeenshire North & Moray East,S92000003,Scotland,Scotland,0.05,0.023,0.928,0.043,0.059,0.898,0.06,0.101,0.84
S14000063,Airdrie & Shotts,S92000003,Scotland,Scotland,0.024,0.021,0.955,0.043,0.059,0.898,0.06,0.101,0.84
S14000064,Alloa & Grangemouth,S92000003,Scotland,Scotland,0.027,0.027,0.946,0.043,0.059,0.898,0.06,0.101,0.84
S14000065,Angus & Perthshire Glens,S92000003,Scotland,Scotland,0.038,0.028,0.934,0.043,0.059,0.898,0.06,0.101,0.84
S14000066,Arbroath & Broughty Ferry,S92000003,Scotland,Scotland,0.033,0.029,0.937,0.043,0.059,0.898,0.06,0.101,0.84
S14000067,"Argyll, Bute & South Lochaber",S92000003,Scotland,Scotland,0.031,0.034,0.935,0.043,0.059,0.898,0.06,0.101,0.84
S14000068,Bathgate & Linlithgow,S92000003,Scotland,Scotland,0.048,0.029,0.923,0.043,0.059,0.898,0.06,0.101,0.84
S14000069,"Caithness, Sutherland & Easter Ross",S92000003,Scotland,Scotland,0.028,0.026,0.945,0.043,0.059,0.898,0.06,0.101,0.84
S14000070,Coatbridge & Bellshill,S92000003,Scotland,Scotland,0.022,0.022,0.957,0.043,0.059,0.898,0.06,0.101,0.84
S14000071,Cowdenbeath & Kirkcaldy,S92000003,Scotland,Scotland,0.046,0.035,0.919,0.043,0.059,0.898,0.06,0.101,0.84
S14000072,Cumbernauld & Kirkintilloch,S92000003,Scotland,Scotland,0.017,0.026,0.956,0.043,0.059,0.898,0.06,0.101,0.84
S14000073,Dumfries & Galloway,S92000003,Scotland,Scotland,0.021,0.023,0.955,0.043,0.059,0.898,0.06,0.101,0.84
S14000074,"Dumfriesshire, Clydesdale & Tweeddale",S92000003,Scotland,Scotland,0.021,0.022,0.957,0.043,0.059,0.898,0.06,0.101,0.84
S14000075,Dundee Central,S92000003,Scotland,Scotland,0.06,0.094,0.846,0.043,0.059,0.898,0.06,0.101,0.84
S14000076,Dunfermline & Dollar,S92000003,Scotland,Scotland,0.038,0.039,0.923,0.043,0.059,0.898,0.06,0.101,0.84
S14000077,East Kilbride & Strathaven,S92000003,Scotland,Scotland,0.016,0.028,0.956,0.043,0.059,0.898,0.06,0.101,0.84
S14000078,Edinburgh East & Musselburgh,S92000003,Scotland,Scotland,0.113,0.145,0.742,0.043,0.059,0.898,0.06,0.101,0.84
S14000079,Edinburgh North & Leith,S92000003,Scotland,Scotland,0.13,0.144,0.726,0.043,0.059,0.898,0.06,0.101,0.84
S14000080,Edinburgh South,S92000003,Scotland,Scotland,0.089,0.143,0.768,0.043,0.059,0.898,0.06,0.101,0.84
S14000081,Edinburgh South West,S92000003,Scotland,Scotland,0.093,0.145,0.762,0.043,0.059,0.898,0.06,0.101,0.84
S14000082,Edinburgh West,S92000003,Scotland,Scotland,0.055,0.094,0.851,0.043,0.059,0.898,0.06,0.101,0.84
S14000083,Falkirk,S92000003,Scotland,Scotland,0.031,0.03,0.94,0.043,0.059,0.898,0.06,0.101,0.84
S14000084,Glasgow East,S92000003,Scotland,Scotland,0.072,0.136,0.792,0.043,0.059,0.898,0.06,0.101,0.84
S14000085,Glasgow North,S92000003,Scotland,Scotland,0.074,0.194,0.731,0.043,0.059,0.898,0.06,0.101,0.84
S14000086,Glasgow North East,S92000003,Scotland,Scotland,0.055,0.12,0.825,0.043,0.059,0.898,0.06,0.101,0.84
S14000087,Glasgow South,S92000003,Scotland,Scotland,0.046,0.091,0.863,0.043,0.059,0.898,0.06,0.101,0.84
S14000088,Glasgow South West,S92000003,Scotland,Scotland,0.05,0.131,0.819,0.043,0.059,0.898,0.06,0.101,0.84
S14000089,Glasgow West,S92000003,Scotland,Scotland,0.052,0.129,0.819,0.043,0.059,0.898,0.06,0.101,0.84
S14000090,Glenrothes & Mid Fife,S92000003,Scotland,Scotland,0.024,0.025,0.951,0.043,0.059,0.898,0.06,0.101,0.84
S14000091,Gordon & Buchan,S92000003,Scotland,Scotland,0.029,0.031,0.94,0.043,0.059,0.898,0.06,0.101,0.84
S14000092,Hamilton & Clyde Valley,S92000003,Scotland,Scotland,0.024,0.029,0.947,0.043,0.059,0.898,0.06,0.101,0.84
S14000093,Inverclyde & Renfrewshire West,S92000003,Scotland,Scotland,0.012,0.024,0.964,0.043,0.059,0.898,0.06,0.101,0.84
S14000094,"Inverness, Skye & West Ross-shire",S92000003,Scotland,Scotland,0.056,0.037,0.907,0.043,0.059,0.898,0.06,0.101,0.84
S14000095,Livingston,S92000003,Scotland,Scotland,0.054,0.046,0.9,0.043,0.059,0.898,0.06,0.101,0.84
S14000096,Lothian East,S92000003,Scotland,Scotland,0.035,0.032,0.933,0.043,0.059,0.898,0.06,0.101,0.84
S14000097,Mid Dunbartonshire,S92000003,Scotland,Scotland,0.017,0.048,0.934,0.043,0.059,0.898,0.06,0.101,0.84
S14000098,"Moray West, Nairn & Strathspey",S92000003,Scotland,Scotland,0.037,0.035,0.928,0.043,0.059,0.898,0.06,0.101,0.84
S14000099,"Motherwell, Wishaw & Carluke",S92000003,Scotland,Scotland,0.033,0.03,0.938,0.043,0.059,0.898,0.06,0.101,0.84
S14000100,North East Fife,S92000003,Scotland,Scotland,0.04,0.073,0.887,0.043,0.059,0.898,0.06,0.101,0.84
S14000101,Paisley & Renfrewshire North,S92000003,Scotland,Scotland,0.033,0.05,0.917,0.043,0.059,0.898,0.06,0.101,0.84
S14000102,Paisley & Renfrewshire South,S92000003,Scotland,Scotland,0.032,0.038,0.93,0.043,0.059,0.898,0.06,0.101,0.84
S14000103,Perth & Kinross-shire,S92000003,Scotland,Scotland,0.053,0.042,0.905,0.043,0.059,0.898,0.06,0.101,0.84
S14000104,Rutherglen,S92000003,Scotland,Scotland,0.022,0.038,0.94,0.043,0.059,0.898,0.06,0.101,0.84
S14000105,Stirling & Strathallan,S92000003,Scotland,Scotland,0.043,0.051,0.906,0.043,0.059,0.898,0.06,0.101,0.84
S14000106,West Dunbartonshire,S92000003,Scotland,Scotland,0.019,0.027,0.954,0.043,0.059,0.898,0.06,0.101,0.84
S14000107,"Ayr, Carrick & Cumnock",S92000003,Scotland,Scotland,0.017,0.023,0.96,0.043,0.059,0.898,0.06,0.101,0.84
S14000108,"Berwickshire, Roxburgh & Selkirk",S92000003,Scotland,Scotland,0.032,0.026,0.942,0.043,0.059,0.898,0.06,0.101,0.84
S14000109,Central Ayrshire,S92000003,Scotland,Scotland,0.014,0.021,0.965,0.043,0.059,0.898,0.06,0.101,0.84
S14000110,Kilmarnock & Loudoun,S92000003,Scotland,Scotland,0.015,0.019,0.966,0.043,0.059,0.898,0.06,0.101,0.84
S14000111,West Aberdeenshire & Kincardine,S92000003,Scotland,Scotland,0.032,0.048,0.92,0.043,0.059,0.898,0.06,0.101,0.84
W07000081,Aberafan Maesteg,W92000004,Wales,England & Wales,0.014,0.019,0.966,0.029,0.04,0.931,0.06,0.101,0.84
W07000082,Alyn & Deeside,W92000004,Wales,England & Wales,0.057,0.021,0.922,0.029,0.04,0.931,0.06,0.101,0.84
W07000083,Bangor Aberconwy,W92000004,Wales,England & Wales,0.031,0.04,0.928,0.029,0.04,0.931,0.06,0.101,0.84
W07000084,Blaenau Gwent & Rhymney,W92000004,Wales,England & Wales,0.016,0.013,0.971,0.029,0.04,0.931,0.06,0.101,0.84
W07000085,"Brecon, Radnor & Cwm Tawe",W92000004,Wales,England & Wales,0.018,0.026,0.956,0.029,0.04,0.931,0.06,0.101,0.84
W07000086,Bridgend,W92000004,Wales,England & Wales,0.026,0.027,0.947,0.029,0.04,0.931,0.06,0.101,0.84
W07000087,Caerfyrddin,W92000004,Wales,England & Wales,0.023,0.024,0.952,0.029,0.04,0.931,0.06,0.101,0.84
W07000088,Caerphilly,W92000004,Wales,England & Wales,0.016,0.016,0.968,0.029,0.04,0.931,0.06,0.101,0.84
W07000089,Cardiff East,W92000004,Wales,England & Wales,0.055,0.13,0.816,0.029,0.04,0.931,0.06,0.101,0.84
W07000090,Cardiff North,W92000004,Wales,England & Wales,0.029,0.071,0.899,0.029,0.04,0.931,0.06,0.101,0.84
W07000091,Cardiff South & Penarth,W92000004,Wales,England & Wales,0.059,0.146,0.796,0.029,0.04,0.931,0.06,0.101,0.84
W07000092,Cardiff West,W92000004,Wales,England & Wales,0.038,0.079,0.883,0.029,0.04,0.931,0.06,0.101,0.84
W07000093,Ceredigion Preseli,W92000004,Wales,England & Wales,0.033,0.032,0.936,0.029,0.04,0.931,0.06,0.101,0.84
