Station name,Station code,Operator,PCON24CD,PCON24NM,Longitude,Latitude
Newcourt,NCO,Great Western Railway,E14001232,Exmouth and Exeter East,-3.47278,50.70505
Newcraighall,NEW,ScotRail,S14000078,Edinburgh East and Musselburgh,-3.09084,55.93312
Newhaven Harbour,NVH,Govia Thameslink Railway (Southern),E14001330,Lewes,0.05499,50.78979
Newhaven Town,NVN,Govia Thameslink Railway (Southern),E14001330,Lewes,0.05495,50.79485
Newington,NGT,Southeastern,E14001474,Sittingbourne and Sheppey,0.66857,51.35334
Newmarket,NMK,Greater Anglia,E14001578,West Suffolk,0.40621,52.23794
Newport (Essex),NWE,Greater Anglia,E14001402,North West Essex,0.21514,51.97987
Newport (South Wales),NWP,TfW Rail,W07000104,Newport East,-3.00054,51.58879
Newquay,NQY,Great Western Railway,E14001508,St Austell and Newquay,-5.07566,50.4151
Newstead,NSD,East Midlands Railway,E14001471,Sherwood Forest,-1.22179,53.06998
Newton (Lanark),NTN,ScotRail,S14000104,Rutherglen,-4.13306,55.81878
Newton Abbot,NTA,Great Western Railway,E14001381,Newton Abbot,-3.59917,50.52959
Newton Aycliffe,NAY,Northern Trains,E14001382,Newton Aycliffe and Spennymoor,-1.58965,54.6137
Newton For Hyde,NWN,Northern Trains,E14001515,Stalybridge and Hyde,-2.06714,53.45638
Newton St Cyres,NTC,Great Western Railway,E14001155,Central Devon,-3.58939,50.77893
Newton-Le-Willows,NLW,Northern Trains,E14001509,St Helens North,-2.6136,53.45306
Newton-On-Ayr,NOA,ScotRail,S14000107,"Ayr, Carrick and Cumnock",-4.62583,55.47406
Newtongrange,NEG,ScotRail,S14000045,Midlothian,-3.06937,55.867
Newtonmore,NWR,ScotRail,S14000098,"Moray West, Nairn and Strathspey",-4.11911,57.05915
Newtown (Powys),NWT,TfW Rail,W07000102,Montgomeryshire and Glyndwr,-3.31139,52.51232
Ninian Park,NNP,TfW Rail,W07000091,Cardiff South and Penarth,-3.20169,51.47662
Nitshill,NIT,ScotRail,S14000088,Glasgow South West,-4.35996,55.81194
Norbiton,NBT,South Western Railway,E14001445,Richmond Park,-0.28403,51.41236
Norbury,NRB,Govia Thameslink Railway (Southern),E14001527,Streatham and Croydon North,-0.12193,51.41144
Normans Bay,NSB,Govia Thameslink Railway (Southern),E14001088,Bexhill and Battle,0.38946,50.8261
Normanton,NOR,Northern Trains,E14001383,Normanton and Hemsworth,-1.4234,53.70052
North Berwick,NBW,ScotRail,S14000096,Lothian East,-2.73074,56.05704
North Camp,NCM,Great Western Railway,E14001249,Godalming and Ash,-0.7312,51.27579
North Dulwich,NDL,Govia Thameslink Railway (Southern),E14001205,Dulwich and West Norwood,-0.08792,51.45451
North Fambridge,NFA,Greater Anglia,E14001351,Maldon,0.68166,51.64858
North Llanrwst,NLR,TfW Rail,W07000083,Bangor Aberconwy,-3.80273,53.14383
North Queensferry,NQU,ScotRail,S14000071,Cowdenbeath and Kirkcaldy,-3.39459,56.0125
North Road (Darlington),NRD,Northern Trains,E14001190,Darlington,-1.55395,54.5362
North Sheen,NSH,South Western Railway,E14001445,Richmond Park,-0.28788,51.46515
North Walsham,NWA,Greater Anglia,E14001396,North Norfolk,1.38445,52.81688
North Wembley,NWB,London Underground,E14001123,Brent West,-0.30398,51.56259
Northallerton,NTR,TransPennine Express,E14001444,Richmond and Northallerton,-1.44127,54.33307
Northampton,NMP,West Midlands Trains (London Northwestern Railway),E14001406,Northampton North,-0.90665,52.2375
Northfield,NFD,West Midlands Trains (West Midlands Railway),E14001097,Birmingham Northfield,-1.96585,52.40819
Northfleet,NFL,Southeastern,E14001254,Gravesham,0.32433,51.44584
Northolt Park,NLT,Chiltern Railways,E14001208,Ealing North,-0.35947,51.55754
Northumberland Park,NUM,Greater Anglia,E14001553,Tottenham,-0.05393,51.60197
Northwich,NWI,Northern Trains,E14001361,Mid Cheshire,-2.49692,53.26145
Norwich,NRW,Greater Anglia,E14001409,Norwich South,1.30682,52.62715
Norwood Junction,NWD,London Overground,E14001188,Croydon West,-0.07522,51.39702
Nottingham,NOT,East Midlands Railway,E14001412,Nottingham South,-1.14638,52.94707
Nuneaton,NUN,West Midlands Trains (London Northwestern Railway),E14001413,Nuneaton,-1.46388,52.52637
Nunhead,NHD,Govia Thameslink Railway (Thameslink),E14001421,Peckham,-0.05227,51.46683
Nunthorpe,NNT,Northern Trains,E14001440,Redcar,-1.16945,54.52788
Nutbourne,NUT,Govia Thameslink Railway (Southern),E14001166,Chichester,-0.88295,50.84607
Nutfield,NUF,Govia Thameslink Railway (Southern),E14001215,East Surrey,-0.13253,51.22681
Oakengates,OKN,West Midlands Trains (West Midlands Railway),E14001541,Telford,-2.45019,52.6934
Oakham,OKM,East Midlands Railway,E14001458,Rutland and Stamford,-0.73417,52.67221
Oakleigh Park,OKL,Govia Thameslink Railway (Great Northern),E14001169,Chipping Barnet,-0.16621,51.63768
Oban,OBN,ScotRail,S14000067,"Argyll, Bute and South Lochaber",-5.47393,56.41249
Ockendon,OCK,c2c,E14001546,Thurrock,0.29047,51.52199
Ockley,OLY,Govia Thameslink Railway (Southern),E14001201,Dorking and Horley,-0.33601,51.15151
Okehampton,OKE,Dartmoor Railway,E14001155,Central Devon,-3.99622,50.73239
Old Hill,OHL,West Midlands Trains (West Midlands Railway),E14001261,Halesowen,-2.05619,52.47094
Old Roan,ORN,Merseyrail,E14001339,Liverpool Walton,-2.95107,53.4869
Old Street,OLD,London Underground,E14001306,Islington South and Finsbury,-0.08854,51.52583
Oldfield Park,OLF,Great Western Railway,E14001080,Bath,-2.38051,51.37923
Olton,OLT,West Midlands Trains (West Midlands Railway),E14001479,Solihull West and Shirley,-1.80431,52.43851
Ore,ORE,Govia Thameslink Railway (Southern),E14001274,Hastings and Rye,0.59157,50.86695
Ormskirk,OMS,Merseyrail,E14001577,West Lancashire,-2.88119,53.56928
Orpington,ORP,Southeastern,E14001417,Orpington,0.08909,51.37329
Orrell,ORR,Northern Trains,E14001350,Makerfield,-2.70884,53.53031
Orrell Park,OPK,Merseyrail,E14001339,Liverpool Walton,-2.96332,53.4619
Otford,OTF,Southeastern,E14001465,Sevenoaks,0.19678,51.31316
Oulton Broad North,OUN,Greater Anglia,E14001344,Lowestoft,1.71571,52.47776
Oulton Broad South,OUS,Greater Anglia,E14001344,Lowestoft,1.70766,52.4696
Outwood,OUT,Northern Trains,E14001560,Wakefield and Rothwell,-1.5104,53.71529
Overpool,OVE,Merseyrail,E14001222,Ellesmere Port and Bromborough,-2.92406,53.28405
Overton,OVR,South Western Railway,E14001403,North West Hampshire,-1.25927,51.25429
Oxenholme Lake District,OXN,Avanti West Coast,E14001580,Westmorland and Lonsdale,-2.72187,54.30493
Oxford,OXF,Great Western Railway,E14001420,Oxford West and Abingdon,-1.27015,51.7535
Oxford Parkway,OXP,Chiltern Railways,E14001090,Bicester and Woodstock,-1.27449,51.80407
Oxshott,OXS,South Western Railway,E14001456,Runnymede and Weybridge,-0.36242,51.33639
Oxted,OXT,Govia Thameslink Railway (Southern),E14001215,East Surrey,-0.00483,51.25791
Paddington,PAD,Network Rail,E14001172,Cities of London and Westminster,-0.17617,51.51599
Paddock Wood,PDW,Southeastern,E14001555,Tunbridge Wells,0.38915,51.18226
Padgate,PDG,Northern Trains,E14001564,Warrington North,-2.55681,53.40579
Paignton,PGN,Great Western Railway,E14001551,Torbay,-3.56488,50.43472
Paisley Canal,PCN,ScotRail,S14000102,Paisley and Renfrewshire South,-4.42412,55.84008
Paisley Gilmour Street,PYG,ScotRail,S14000102,Paisley and Renfrewshire South,-4.42451,55.84735
Paisley St James,PYJ,ScotRail,S14000101,Paisley and Renfrewshire North,-4.44244,55.85212
Palmers Green,PAL,Govia Thameslink Railway (Great Northern),E14001503,Southgate and Wood Green,-0.11044,51.61831
Pangbourne,PAN,Great Western Railway,E14001439,Reading West and Mid Berkshire,-1.09047,51.4854
Pannal,PNL,Northern Trains,E14001269,Harrogate and Knaresborough,-1.53347,53.95833
Pantyffynnon,PTF,TfW Rail,W07000087,Caerfyrddin,-3.99743,51.77888
Par,PAR,Great Western Railway,E14001508,St Austell and Newquay,-4.70468,50.35533
Parbold,PBL,Northern Trains,E14001577,West Lancashire,-2.77075,53.59076
Park Street,PKT,West Midlands Trains (London Northwestern Railway),E14001507,St Albans,-0.34028,51.72546
Parkstone (Dorset),PKS,South Western Railway,E14001429,Poole,-1.94796,50.72298
Parson Street,PSN,Great Western Railway,E14001135,Bristol South,-2.60774,51.43332
Partick,PTK,ScotRail,S14000089,Glasgow West,-4.30881,55.86989
Parton,PRN,Northern Trains,E14001583,Whitehaven and Workington,-3.5808,54.57037
Patchway,PWY,Great Western Railway,E14001237,Filton and Bradley Stoke,-2.56269,51.52594
Patricroft,PAT,Northern Trains,E14001598,Worsley and Eccles,-2.35824,53.48478
Patterton,PTT,ScotRail,S14000021,East Renfrewshire,-4.3353,55.79062
Peartree,PEA,East Midlands Railway,E14001194,Derby South,-1.47321,52.897
Peckham Rye,PMR,Govia Thameslink Railway (Southern),E14001421,Peckham,-0.06941,51.47003
Pegswood,PEG,Northern Trains,E14001397,North Northumberland,-1.64417,55.17813
Pemberton,PEM,Northern Trains,E14001350,Makerfield,-2.67035,53.53041
Pembrey and Burry Port,PBY,TfW Rail,W07000098,Llanelli,-4.24784,51.68353
Pembroke,PMB,TfW Rail,W07000100,Mid and South Pembrokeshire,-4.90602,51.67295
Pembroke Dock,PMD,TfW Rail,W07000100,Mid and South Pembrokeshire,-4.93805,51.69392
Pen-Y-Bont (Mid Wales),PNY,TfW Rail,W07000085,"Brecon, Radnor and Cwm Tawe",-3.32193,52.27395
Penally,PNA,TfW Rail,W07000100,Mid and South Pembrokeshire,-4.72206,51.65893
Penarth,PEN,TfW Rail,W07000091,Cardiff South and Penarth,-3.17444,51.43589
Pencoed,PCD,TfW Rail,W07000086,Bridgend,-3.50048,51.52461
Pengam,PGM,TfW Rail,W07000088,Caerphilly,-3.2301,51.67046
Penge East,PNE,Southeastern,E14001083,Beckenham and Penge,-0.05422,51.41933
Penge West,PNW,London Overground,E14001083,Beckenham and Penge,-0.06084,51.41755
Penhelig,PHG,TfW Rail,W07000096,Dwyfor Meirionnydd,-4.03503,52.54569
Penistone,PNS,Northern Trains,E14001423,Penistone and Stocksbridge,-1.62278,53.52555
Penkridge,PKG,West Midlands Trains (West Midlands Railway),E14001523,"Stone, Great Wyrley and Penkridge",-2.11929,52.7235
Penmaenmawr,PMW,TfW Rail,W07000083,Bangor Aberconwy,-3.92351,53.27047
Penmere,PNM,Great Western Railway,E14001554,Truro and Falmouth,-5.08319,50.15034
Penrhiwceiber,PER,TfW Rail,W07000106,Pontypridd,-3.35994,51.66993
Penrhyndeudraeth,PRH,TfW Rail,W07000096,Dwyfor Meirionnydd,-4.06456,52.92883
Penrith (North Lakes),PNR,Avanti West Coast,E14001424,Penrith and Solway,-2.75888,54.66181
Penryn (Cornwall),PYN,Great Western Railway,E14001554,Truro and Falmouth,-5.11161,50.17072
Pensarn (Gwynedd),PES,TfW Rail,W07000096,Dwyfor Meirionnydd,-4.11216,52.83071
Penshurst,PHR,Govia Thameslink Railway (Southern),E14001549,Tonbridge,0.17347,51.19734
Pentre-Bach,PTB,TfW Rail,W07000099,Merthyr Tydfil and Aberdare,-3.36232,51.72502
Penychain,PNC,TfW Rail,W07000096,Dwyfor Meirionnydd,-4.33872,52.90289
Penyffordd,PNF,TfW Rail,W07000082,Alyn and Deeside,-3.05484,53.14309
Penzance,PNZ,Great Western Railway,E14001511,St Ives,-5.53257,50.12168
Perranwell,PRW,Great Western Railway,E14001554,Truro and Falmouth,-5.11207,50.21659
Perry Barr,PRY,West Midlands Trains (West Midlands Railway),E14001098,Birmingham Perry Barr,-1.90196,52.51649
Pershore,PSH,Great Western Railway,E14001579,West Worcestershire,-2.07154,52.13056
Perth,PTH,ScotRail,S14000103,Perth and Kinross-shire,-3.4397,56.3921
Peterborough,PBO,London North Eastern Railway,E14001425,Peterborough,-0.24984,52.57497
Petersfield,PTR,South Western Railway,E14001214,East Hampshire,-0.94114,51.00673
Petts Wood,PET,Southeastern,E14001417,Orpington,0.07448,51.38862
Pevensey and Westham,PEV,Govia Thameslink Railway (Southern),E14001088,Bexhill and Battle,0.32481,50.8158
Pevensey Bay,PEB,Govia Thameslink Railway (Southern),E14001088,Bexhill and Battle,0.34291,50.81746
Pewsey,PEW,Great Western Railway,E14001217,East Wiltshire,-1.77068,51.34219
Pilning,PIL,Great Western Railway,E14001545,Thornbury and Yate,-2.62711,51.55663
Pinhoe,PIN,South Western Railway,E14001232,Exmouth and Exeter East,-3.46933,50.73779
Pitlochry,PIT,ScotRail,S14000065,Angus and Perthshire Glens,-3.73557,56.70251
Pitsea,PSE,c2c,E14001480,South Basildon and East Thurrock,0.50629,51.56036
Pleasington,PLS,Northern Trains,E14001102,Blackburn,-2.54412,53.73096
Plockton,PLK,ScotRail,S14000094,"Inverness, Skye and West Ross-shire",-5.666,57.33357
Pluckley,PLC,Southeastern,E14001570,Weald of Kent,0.7474,51.15647
Plumley,PLM,Northern Trains,E14001539,Tatton,-2.41966,53.27468
Plumpton,PMP,Govia Thameslink Railway (Southern),E14001330,Lewes,-0.06018,50.92866
Plumstead,PLU,Southeastern,E14001229,Erith and Thamesmead,0.08426,51.48979
Plymouth,PLY,Great Western Railway,E14001427,Plymouth Sutton and Devonport,-4.14332,50.37783
Pokesdown,POK,South Western Railway,E14001115,Bournemouth East,-1.8251,50.73109
Polegate,PLG,Govia Thameslink Railway (Southern),E14001330,Lewes,0.24514,50.82124
Polesworth,PSW,West Midlands Trains (London Northwestern Railway),E14001400,North Warwickshire and Bedworth,-1.61054,52.62583
Pollokshaws East,PWE,ScotRail,S14000087,Glasgow South,-4.28689,55.82465
Pollokshaws West,PWW,ScotRail,S14000087,Glasgow South,-4.30161,55.82383
Pollokshields East,PLE,ScotRail,S14000088,Glasgow South West,-4.2686,55.84107
Pollokshields West,PLW,ScotRail,S14000088,Glasgow South West,-4.27575,55.8377
Polmont,PMT,ScotRail,S14000083,Falkirk,-3.71497,55.98474
Polsloe Bridge,POL,Great Western Railway,E14001231,Exeter,-3.50195,50.73128
Ponders End,PON,Greater Anglia,E14001225,Enfield North,-0.03508,51.64225
Pont-y-Pant,PYP,TfW Rail,W07000083,Bangor Aberconwy,-3.86272,53.06514
Pontarddulais,PTD,TfW Rail,W07000097,Gower,-4.04554,51.71763
Pontefract Baghill,PFR,Northern Trains,E14001428,"Pontefract, Castleford and Knottingley",-1.30335,53.69188
Pontefract Monkhill,PFM,Northern Trains,E14001428,"Pontefract, Castleford and Knottingley",-1.30369,53.69898
Pontefract Tanshelf,POT,Northern Trains,E14001428,"Pontefract, Castleford and Knottingley",-1.31891,53.69413
Pontlottyn,PLT,TfW Rail,W07000084,Blaenau Gwent and Rhymney,-3.27896,51.74664
Pontyclun,PYC,TfW Rail,W07000092,Cardiff West,-3.39292,51.52377
Pontypool and New Inn,PPL,TfW Rail,W07000109,Torfaen,-3.01424,51.69797
Pontypridd,PPD,TfW Rail,W07000106,Pontypridd,-3.34138,51.59937
Poole,POO,South Western Railway,E14001429,Poole,-1.98332,50.71943
Poppleton,POP,Northern Trains,E14001605,York Outer,-1.1486,53.9759
Port Glasgow,PTG,ScotRail,S14000093,Inverclyde and Renfrewshire West,-4.68983,55.93352
Port Sunlight,PSL,Merseyrail,E14001222,Ellesmere Port and Bromborough,-2.99803,53.34925
Port Talbot Parkway,PTA,TfW Rail,W07000081,Aberafan Maesteg,-3.78132,51.59172
Portchester,PTC,South Western Railway,E14001233,Fareham and Waterlooville,-1.12424,50.84875
Porth,POR,TfW Rail,W07000107,Rhondda and Ogmore,-3.40719,51.61254
Porthmadog,PTM,TfW Rail,W07000096,Dwyfor Meirionnydd,-4.13445,52.93092
Portlethen,PLN,ScotRail,S14000111,West Aberdeenshire and Kincardine,-2.12661,57.06138
Portslade,PLD,Govia Thameslink Railway (Southern),E14001296,Hove and Portslade,-0.20534,50.83568
Portsmouth and Southsea,PMS,South Western Railway,E14001432,Portsmouth South,-1.09091,50.7985
Portsmouth Arms,PMA,Great Western Railway,E14001387,North Devon,-3.95058,50.95701
Portsmouth Harbour,PMH,South Western Railway,E14001432,Portsmouth South,-1.10784,50.79696
Portway Park and Ride,PRI,Great Western Railway,E14001134,Bristol North West,-2.68806,51.48861
Possilpark and Parkhouse,PPK,ScotRail,S14000085,Glasgow North,-4.25851,55.89015
Potters Bar,PBR,Govia Thameslink Railway (Great Northern),E14001284,Hertsmere,-0.19261,51.69707
Poulton-Le-Fylde,PFY,Northern Trains,E14001242,Fylde,-2.99062,53.84843
Poynton,PYT,Northern Trains,E14001347,Macclesfield,-2.13441,53.35039
Prees,PRS,TfW Rail,E14001398,North Shropshire,-2.68966,52.89931
Prescot,PSC,Northern Trains,E14001317,Knowsley,-2.79917,53.42356
Prestatyn,PRT,TfW Rail,W07000094,Clwyd East,-3.40713,53.3365
Prestbury,PRB,Northern Trains,E14001347,Macclesfield,-2.14548,53.29338
Preston (Lancs),PRE,Avanti West Coast,E14001433,Preston,-2.70813,53.75686
Preston Park,PRP,Govia Thameslink Railway (Southern),E14001130,Brighton Pavilion,-0.15517,50.84594
Prestonpans,PST,ScotRail,S14000096,Lothian East,-2.97477,55.9531
Prestwick International Airport,PRA,Glasgow Prestwick Airport Ltd,S14000109,Central Ayrshire,-4.61417,55.50904
Prestwick Town,PTW,ScotRail,S14000109,Central Ayrshire,-4.61516,55.5017
Priesthill and Darnley,PTL,ScotRail,S14000088,Glasgow South West,-4.3429,55.81218
Princes Risborough,PRR,Chiltern Railways,E14001360,Mid Buckinghamshire,-0.84388,51.71786
Prittlewell,PRL,Greater Anglia,E14001502,Southend West and Leigh,0.71068,51.55068
Prudhoe,PRU,Northern Trains,E14001285,Hexham,-1.86487,54.96583
Pulborough,PUL,Govia Thameslink Railway (Southern),E14001067,Arundel and South Downs,-0.51656,50.95736
Purfleet,PFL,c2c,E14001546,Thurrock,0.23677,51.48101
Purley,PUR,Govia Thameslink Railway (Southern),E14001187,Croydon South,-0.11404,51.33758
Purley Oaks,PUO,Govia Thameslink Railway (Southern),E14001187,Croydon South,-0.09886,51.34704
Putney,PUT,South Western Railway,E14001434,Putney,-0.21647,51.4613
Pwllheli,PWL,TfW Rail,W07000096,Dwyfor Meirionnydd,-4.4167,52.88784
Pye Corner,PYE,TfW Rail,W07000105,Newport West and Islwyn,-3.03755,51.57954
Pyle,PYL,TfW Rail,W07000081,Aberafan Maesteg,-3.69805,51.52574
Quakers Yard,QYD,TfW Rail,W07000099,Merthyr Tydfil and Aberdare,-3.3228,51.66073
Queenborough,QBR,Southeastern,E14001474,Sittingbourne and Sheppey,0.74967,51.41563
Queens Park (Glasgow),QPK,ScotRail,S14000087,Glasgow South,-4.26675,55.83531
Queens Park (London),QPW,London Underground,E14001435,Queen's Park and Maida Vale,-0.20498,51.53396
Queens Road Peckham,QRP,Govia Thameslink Railway (Southern),E14001421,Peckham,-0.05731,51.47356
Queenstown Road (Battersea),QRB,South Western Railway,E14001081,Battersea,-0.14668,51.47497
Quintrell Downs,QUI,Great Western Railway,E14001508,St Austell and Newquay,-5.02849,50.40406
Radcliffe (Nottinghamshire),RDF,East Midlands Railway,E14001457,Rushcliffe,-1.03733,52.94879
Radlett,RDT,Govia Thameslink Railway (Thameslink),E14001284,Hertsmere,-0.31724,51.68519
Radley,RAD,Great Western Railway,E14001420,Oxford West and Abingdon,-1.24048,51.68621
Radyr,RDR,TfW Rail,W07000092,Cardiff West,-3.24835,51.51633
Rainford,RNF,Northern Trains,E14001509,St Helens North,-2.78947,53.51711
Rainham (Essex),RNM,c2c,E14001189,Dagenham and Rainham,0.19063,51.51672
Rainham (Kent),RAI,Southeastern,E14001246,Gillingham and Rainham,0.61134,51.3663
Rainhill,RNH,Northern Trains,E14001510,St Helens South and Whiston,-2.7664,53.41712
Ramsgate,RAM,Southeastern,E14001216,East Thanet,1.40647,51.3408
Ramsgreave and Wilpshire,RGW,Northern Trains,E14001443,Ribble Valley,-2.47814,53.77978
Rannoch,RAN,ScotRail,S14000065,Angus and Perthshire Glens,-4.57687,56.68605
Rauceby,RAU,East Midlands Railway,E14001476,Sleaford and North Hykeham,-0.45661,52.9852
Ravenglass for Eskdale,RAV,Northern Trains,E14001076,Barrow and Furness,-3.40881,54.35571
Ravensbourne,RVB,Govia Thameslink Railway (Thameslink),E14001083,Beckenham and Penge,-0.00756,51.41419
Ravensthorpe,RVN,Northern Trains,E14001196,Dewsbury and Batley,-1.65558,53.67553
Rawcliffe,RWC,Northern Trains,E14001250,Goole and Pocklington,-0.96086,53.68904
Rayleigh,RLG,Greater Anglia,E14001437,Rayleigh and Wickford,0.59998,51.58929
Raynes Park,RAY,South Western Railway,E14001586,Wimbledon,-0.23015,51.40917
Reading,RDG,Network Rail,E14001438,Reading Central,-0.97186,51.45879
Reading Green Park,RGP,Great Western Railway,E14001439,Reading West and Mid Berkshire,-1.00176,51.42656
Reading West,RDW,Great Western Railway,E14001438,Reading Central,-0.99013,51.4555
Rectory Road,REC,London Overground,E14001259,Hackney North and Stoke Newington,-0.06827,51.5585
Redbridge,RDB,South Western Railway,E14001500,Southampton Test,-1.47016,50.91994
Redcar British Steel,RBS,Northern Trains,E14001440,Redcar,-1.11266,54.60989
Redcar Central,RCC,Northern Trains,E14001440,Redcar,-1.07087,54.61623
Redcar East,RCE,Northern Trains,E14001440,Redcar,-1.05229,54.60925
Reddish North,RDN,Northern Trains,E14001517,Stockport,-2.15626,53.44941
Reddish South,RDS,Northern Trains,E14001517,Stockport,-2.15876,53.43593
Redditch,RDC,West Midlands Trains (West Midlands Railway),E14001441,Redditch,-1.94525,52.30633
Redhill,RDH,Govia Thameslink Railway (Southern),E14001442,Reigate,-0.1659,51.2402
Redland,RDA,Great Western Railway,E14001131,Bristol Central,-2.59912,51.46839
