PCON24CD,PCON24NM,MP,Party,Party name,Share,Majority,Electorate,Turnout,Second
E14001583,"Whitehaven and Workington","Josh MacAlister",Lab,"Labour Party",53.0,13286,73385,57.0,Ref
E14001584,"Widnes and Halewood","Derek Twigg",Lab,"Labour Party",61.6,16425,70865,53.8,Ref
E14001585,"Wigan","Lisa Nandy",Lab,"Labour Party",47.4,9549,75607,54.1,Ref
E14001586,"Wimbledon","Paul Christopher Kohler",LD,"Liberal Democrats",45.1,12610,74641,73.7,Con
E14001587,"Winchester","Danny Chambers",LD,"Liberal Democrats",52.5,13821,76577,74.5,Con
E14001588,"Windsor","Jack Rankin",Con,"Conservative and Unionist Party",36.4,6457,74338,60.9,Lab
E14001589,"Wirral West","Matthew Patrick",Lab,"Labour Party",46.4,9998,72126,69.3,Con
E14001590,"Witham","Priti Patel",Con,"Conservative and Unionist Party",37.2,5145,75064,67.4,Lab
E14001591,"Witney","Charlie Maynard",LD,"Liberal Democrats",41.2,4339,70042,72.2,Con
E14001592,"Woking","Will Forster",LD,"Liberal Democrats",49.9,11246,71737,67.1,Con
E14001593,"Wokingham","Clive Jones",LD,"Liberal Democrats",47.7,8345,70235,76.9,Con
E14001594,"Wolverhampton North East","Sureena Brackenridge",Lab,"Labour Party",42.9,5422,70449,47.3,Con
E14001595,"Wolverhampton South East","Pat McFadden",Lab,"Labour Party",50.3,9188,75685,44.1,Ref
E14001596,"Wolverhampton West","Warinder Juss",Lab,"Labour Party",44.3,7868,75592,57.8,Con
E14001597,"Worcester","Tom Collins",Lab,"Labour Party",40.5,7116,74931,61.4,Con
E14001598,"Worsley and Eccles","Michael Wheeler",Lab,"Labour Party",47.7,11091,76915,55.3,Ref
E14001599,"Worthing West","Beccy Cooper",Lab,"Labour Party",40.2,3949,76293,66.8,Con
E14001600,"Wycombe","Emma Reynolds",Lab,"Labour Party",35.9,4591,71769,62.2,Con
E14001601,"Wyre Forest","Mark Garnier",Con,"Conservative and Unionist Party",32.1,812,77394,58.3,Lab
E14001602,"Wythenshawe and Sale East","Mike Kane",Lab,"Labour Party",52.6,14610,76971,50.8,Ref
E14001603,"Yeovil","Adam Dance",LD,"Liberal Democrats",48.5,12268,76056,64.4,Con
E14001604,"York Central","Rachael Maskell",Lab,"Labour and Co-operative Party",56.6,19154,74854,57.9,Con
E14001605,"York Outer","Luke Charters",Lab,"Labour Party",45.3,9391,72720,70.3,Con
N05000001,"Belfast East","Gavin Robinson",DUP,"Democratic Unionist Party - D.U.P.",46.6,2676,70076,60.9,APNI
N05000002,"Belfast North","John Finucane",SF,"Sinn Féin",43.7,5612,71372,56.7,DUP
N05000003,"Belfast South and Mid Down","Claire Hanna",SDLP,"SDLP (Social Democratic & Labour Party)",49.1,12506,71978,60.4,APNI
N05000004,"Belfast West","Paul Maskey",SF,"Sinn Féin",52.9,15961,71921,55.3,Ind
N05000005,"East Antrim","Sammy Wilson",DUP,"Democratic Unionist Party - D.U.P.",28.9,1306,69936,56.7,APNI
N05000006,"East Londonderry","Gregory Campbell",DUP,"Democratic Unionist Party - D.U.P.",27.9,179,72213,57.2,SF
N05000007,"Fermanagh and South Tyrone","Pat Cullen",SF,"Sinn Féin",48.6,4571,74643,68.4,UUP
N05000008,"Foyle","Colum Eastwood",SDLP,"SDLP (Social Democratic & Labour Party)",40.8,4166,69890,54.9,SF
N05000009,"Lagan Valley","Sorcha-Lucy Eastwood",APNI,"Alliance - Alliance Party of Northern Ireland",37.9,2959,76332,64.3,DUP
N05000010,"Mid Ulster","Cathal Mallaghan",SF,"Sinn Féin",53.0,14923,70094,64.8,DUP
N05000011,"Newry and Armagh","Dáire Hughes",SF,"Sinn Féin",48.5,15493,74585,61.6,SDLP
N05000012,"North Antrim","Jim Allister",TUV,"Traditional Unionist Voice - TUV",28.3,450,71165,57.9,DUP
N05000013,"North Down","Alex Easton",Ind,"Independent",48.3,7305,70412,61.5,APNI
N05000014,"South Antrim","Robin Swann",UUP,"Ulster Unionist Party",38.0,7512,71646,59.9,DUP
N05000015,"South Down","Chris Hazzard",SF,"Sinn Féin",43.5,9280,71772,63.0,SDLP
N05000016,"Strangford","Jim Shannon",DUP,"Democratic Unionist Party - D.U.P.",40.0,5131,70070,55.5,APNI
N05000017,"Upper Bann","Carla Lockhart",DUP,"Democratic Unionist Party - D.U.P.",45.7,7406,76969,61.5,SF
N05000018,"West Tyrone","Órfhlaith Begley",SF,"Sinn Féin",52.0,15917,70614,61.9,DUP
S14000021,"East Renfrewshire","Blair McDougall",Lab,"Labour Party",43.7,8421,73380,68.4,SNP
S14000027,"Na h-Eileanan an Iar","Torcuil Crichton",Lab,"Labour Party",49.5,3836,21177,63.9,SNP
S14000045,"Midlothian","Kirsty McNeill",Lab,"Labour and Co-operative Party",48.6,8167,71210,62.0,SNP
S14000048,"North Ayrshire and Arran","Irene Campbell",Lab,"Labour Party",39.8,3551,73588,57.4,SNP
S14000051,"Orkney and Shetland","Alistair Carmichael",LD,"Liberal Democrats",55.1,7807,34824,59.4,SNP
S14000060,"Aberdeen North","Kirsty Blackman",SNP,"Scottish National Party (SNP)",34.5,1760,76895,54.7,Lab
S14000061,"Aberdeen South","Stephen Flynn",SNP,"Scottish National Party (SNP)",32.8,3758,76560,60.5,Lab
S14000062,"Aberdeenshire North and Moray East","Seamus Logan",SNP,"Scottish National Party (SNP)",35.2,942,71485,53.4,Con
S14000063,"Airdrie and Shotts","Kenneth Stevenson",Lab,"Labour Party",51.5,7547,70420,52.1,SNP
S14000064,"Alloa and Grangemouth","Brian Leishman",Lab,"Labour Party",43.8,6122,72265,57.0,SNP
S14000065,"Angus and Perthshire Glens","Dave Doogan",SNP,"Scottish National Party (SNP)",40.4,4870,77006,61.5,Con
S14000066,"Arbroath and Broughty Ferry","Stephen Patrick Gethins",SNP,"Scottish National Party (SNP)",35.3,859,76810,57.4,Lab
S14000067,"Argyll, Bute and South Lochaber","Brendan O'Hara",SNP,"Scottish National Party (SNP)",34.7,6232,71707,62.6,Con
S14000068,"Bathgate and Linlithgow","Kirsteen Sullivan",Lab,"Labour and Co-operative Party",47.0,8323,71650,58.7,SNP
S14000069,"Caithness, Sutherland and Easter Ross","Jamie Stone",LD,"Liberal Democrats",49.4,10489,75173,61.3,SNP
S14000070,"Coatbridge and Bellshill","Frank McNally",Lab,"Labour Party",49.8,6344,72507,53.4,SNP
S14000071,"Cowdenbeath and Kirkcaldy","Melanie Ward",Lab,"Labour Party",45.7,7248,70329,58.0,SNP
S14000072,"Cumbernauld and Kirkintilloch","Katrina Murray",Lab,"Labour Party",45.2,4144,70579,58.1,SNP
S14000073,"Dumfries and Galloway","John Cooper",Con,"Conservative and Unionist Party",29.6,930,78541,58.3,SNP
S14000074,"Dumfriesshire, Clydesdale and Tweeddale","David Mundell",Con,"Conservative and Unionist Party",33.9,4242,70738,62.5,SNP
S14000075,"Dundee Central","Chris Law",SNP,"Scottish National Party (SNP)",40.0,675,75298,51.6,Lab
S14000076,"Dunfermline and Dollar","Graeme Downie",Lab,"Labour Party",45.7,8241,70725,63.0,SNP
S14000077,"East Kilbride and Strathaven","Joani Reid",Lab,"Labour Party",48.6,9057,75161,62.1,SNP
S14000078,"Edinburgh East and Musselburgh","Chris Murray",Lab,"Labour Party",41.2,3715,75705,60.2,SNP
S14000079,"Edinburgh North and Leith","Tracy Gilbert",Lab,"Labour Party",42.1,7268,76770,64.4,SNP
S14000080,"Edinburgh South","Ian Murray",Lab,"Labour Party",53.3,17251,70980,66.0,SNP
S14000081,"Edinburgh South West","Scott Arthur",Lab,"Labour Party",40.9,6217,73315,62.3,SNP
S14000082,"Edinburgh West","Christine Jardine",LD,"Liberal Democrats",50.8,16470,76723,68.4,SNP
S14000083,"Falkirk","Euan Stainbank",Lab,"Labour Party",43.0,4996,75067,56.8,SNP
S14000084,"Glasgow East","John Grady",Lab,"Labour Party",43.9,3784,68988,51.4,SNP
S14000085,"Glasgow North","Martin Rhodes",Lab,"Labour Party",42.2,3539,73210,47.5,SNP
S14000086,"Glasgow North East","Maureen Burke",Lab,"Labour Party",45.9,4637,75236,45.3,SNP
S14000087,"Glasgow South","Gordon McKee",Lab,"Labour Party",41.8,4154,71344,59.4,SNP
S14000088,"Glasgow South West","Zubir Ahmed",Lab,"Labour Party",43.6,3285,70431,50.6,SNP
S14000089,"Glasgow West","Patricia Ferguson",Lab,"Labour Party",46.7,6446,72499,55.0,SNP
S14000090,"Glenrothes and Mid Fife","Richard Baker",Lab,"Labour Party",44.3,2954,69734,51.8,SNP
S14000091,"Gordon and Buchan","Harriet Cross",Con,"Conservative and Unionist Party",32.9,878,70238,62.4,SNP
S14000092,"Hamilton and Clyde Valley","Imogen Walker",Lab,"Labour Party",49.9,9472,74577,56.4,SNP
S14000093,"Inverclyde and Renfrewshire West","Martin McCluskey",Lab,"Labour Party",46.9,6371,70418,57.3,SNP
S14000094,"Inverness, Skye and West Ross-shire","Angus MacDonald",LD,"Liberal Democrats",37.8,2160,77927,61.7,SNP
S14000095,"Livingston","Gregor Poynton",Lab,"Labour Party",40.9,3528,75454,59.4,SNP
S14000096,"Lothian East","Douglas Alexander",Lab,"Labour and Co-operative Party",49.0,13265,75456,63.7,SNP
S14000097,"Mid Dunbartonshire","Susan Murray",LD,"Liberal Democrats",42.4,9673,75099,70.2,SNP
S14000098,"Moray West, Nairn and Strathspey","Graham Leadbitter",SNP,"Scottish National Party (SNP)",32.1,1001,76237,61.1,Con
S14000099,"Motherwell, Wishaw and Carluke","Pamela Nash",Lab,"Labour Party",49.1,7085,72318,54.0,SNP
S14000100,"North East Fife","Wendy Chamberlain",LD,"Liberal Democrats",54.7,13479,70452,60.6,SNP
S14000101,"Paisley and Renfrewshire North","Alison Suzanne Watt Taylor",Lab,"Labour Party",47.1,6333,69941,59.4,SNP
S14000102,"Paisley and Renfrewshire South","Johanna Baxter",Lab,"Labour Party",47.4,6527,69813,59.1,SNP
S14000103,"Perth and Kinross-shire","Pete Wishart",SNP,"Scottish National Party (SNP)",37.8,4127,76320,65.6,Con
S14000104,"Rutherglen","Michael Shanks",Lab,"Labour Party",50.5,8767,71612,59.3,SNP
S14000105,"Stirling and Strathallan","Chris Kane",Lab,"Labour Party",33.9,1394,77008,64.6,SNP
S14000106,"West Dunbartonshire","Douglas McAllister",Lab,"Labour Party",48.8,6010,70286,56.3,SNP
S14000107,"Ayr, Carrick and Cumnock","Elaine Stewart",Lab,"Labour Party",36.5,4154,70340,58.2,SNP
S14000108,"Berwickshire, Roxburgh and Selkirk","John Lamont",Con,"Conservative and Unionist Party",40.5,6599,76438,60.9,SNP
S14000109,"Central Ayrshire","Alan Gemmell",Lab,"Labour Party",43.7,6869,69413,59.7,SNP
S14000110,"Kilmarnock and Loudoun","Lillian Jones",Lab,"Labour Party",44.8,5092,74801,56.8,SNP
S14000111,"West Aberdeenshire and Kincardine","Andrew Campbell Bowie",Con,"Conservative and Unionist Party",35.6,3441,73634,66.5,SNP
W07000081,"Aberafan Maesteg","Stephen Kinnock",Lab,"Labour Party",49.9,10354,69817,51.2,Ref
W07000082,"Alyn and Deeside","Mark Tami",Lab,"Labour Party",42.4,8794,75695,57.4,Ref
W07000083,"Bangor Aberconwy","Claire Hughes",Lab,"Labour Party",33.6,4896,70468,59.1,PC
W07000084,"Blaenau Gwent and Rhymney","Nick Smith",Lab,"Labour Party",53.6,12183,71079,42.1,PC
W07000085,"Brecon, Radnor and Cwm Tawe","David Chadwick",LD,"Liberal Democrats",29.5,1472,72113,64.5,Con
W07000086,"Bridgend","Chris Elmore",Lab,"Labour Party",39.9,8595,70770,58.5,Ref
W07000087,"Caerfyrddin","Ann Davies",PC,"Plaid Cymru - The Party of Wales",34.0,4535,72683,62.7,Lab
W07000088,"Caerphilly","Chris Evans",Lab,"Labour and Co-operative Party",38.0,6419,72458,52.8,PC
W07000089,"Cardiff East","Jo Stevens",Lab,"Labour Party",40.5,9097,72463,54.0,LD
W07000090,"Cardiff North","Anna McMorrin",Lab,"Labour Party",43.9,11207,71143,66.7,Con
W07000091,"Cardiff South and Penarth","Stephen Doughty",Lab,"Labour and Co-operative Party",44.5,11767,72269,54.2,Green
W07000092,"Cardiff West","Alex Barros-Curtis",Lab,"Labour Party",36.7,7019,73947,60.5,PC
W07000093,"Ceredigion Preseli","Ben Lake",PC,"Plaid Cymru - The Party of Wales",46.9,14789,74063,62.5,LD
W07000094,"Clwyd East","Becky Gittins",Lab,"Labour Party",38.7,4622,76395,62.6,Con
W07000095,"Clwyd North","Gill German",Lab,"Labour Party",35.5,1196,76150,54.7,Con
W07000096,"Dwyfor Meirionnydd","Liz Saville Roberts",PC,"Plaid Cymru - The Party of Wales",53.9,15876,72533,55.7,Lab
W07000097,"Gower","Tonia Antoniazzi",Lab,"Labour Party",43.8,11567,76801,60.9,Con
W07000098,"Llanelli","Nia Griffith",Lab,"Labour Party",31.3,1504,69895,58.3,Ref
W07000099,"Merthyr Tydfil and Aberdare","Gerald Jones",Lab,"Labour Party",44.8,7447,74805,47.1,Ref
W07000100,"Mid and South Pembrokeshire","Henry Tufnell",Lab,"Labour Party",35.4,1878,76820,60.7,Con
W07000101,"Monmouthshire","Catherine Fookes",Lab,"Labour Party",41.3,3338,72681,70.0,Con
W07000102,"Montgomeryshire and Glyndŵr","Steve Witherden",Lab,"Labour Party",29.4,3815,74223,58.3,Ref
W07000103,"Neath and Swansea East","Carolyn Harris",Lab,"Labour Party",41.8,6627,74705,53.7,Ref
W07000104,"Newport East","Jessica Morden",Lab,"Labour Party",42.5,9009,76845,50.1,Ref
W07000105,"Newport West and Islwyn","Ruth Jones",Lab,"Labour Party",41.5,8868,76234,55.0,Ref
W07000106,"Pontypridd","Alex Davies-Jones",Lab,"Labour Party",41.2,8402,75951,51.8,Ref
W07000107,"Rhondda and Ogmore","Chris Bryant",Lab,"Labour Party",47.8,7790,74493,48.1,Ref
W07000108,"Swansea West","Torsten Bell",Lab,"Labour Party",41.4,8515,74236,48.0,Ref
W07000109,"Torfaen","Nick Thomas-Symonds",Lab,"Labour Party",42.5,7322,71738,49.8,Ref
W07000110,"Vale of Glamorgan","Kanishka Narayan",Lab,"Labour Party",38.7,4216,70426,65.1,Con
W07000111,"Wrexham","Andrew Steven Ranger",Lab,"Labour Party",39.2,5948,70964,56.9,Con
W07000112,"Ynys Môn","Llinos Medi",PC,"Plaid Cymru - The Party of Wales",32.5,637,53141,61.4,Con
