Constituency ID,Constituency Name,Region,A*-C % / 2011,A*-C % / 2012,A*-C % / 2013,A*-C % / 2014,A*-C % / 2015,A*-C % / 2016,A*-C % / 2017,A*-C % / 2018,A*-C % / 2019,A*-C % / 2020,A*-C % / 2021,A*-C % / 2022,KS4 Attainment 8 / 2011,KS4 Attainment 8 / 2012,KS4 Attainment 8 / 2013,KS4 Attainment 8 / 2014,KS4 Attainment 8 / 2015,KS4 Attainment 8 / 2016,KS4 Attainment 8 / 2017,KS4 Attainment 8 / 2018,KS4 Attainment 8 / 2019,KS4 Attainment 8 / 2020,KS4 Attainment 8 / 2021,KS4 Attainment 8 / 2022,KS2 met expected / 2022
E14000929,Sleaford and North Hykeham,East Midlands,66,66,65,64,66,69,67,69,66,75,75,71,,,,,,,47.6,47.5,46.09,,,49.20,63
E14000930,Slough,South East,69,67,73,72,71,73,74,75,74,78,76,78,,,,,,,52.9,54.0,54.17,,,56.60,63
E14000931,Solihull,West Midlands,68,68,73,71,69,68,71,72,74,79,77,76,,,,,,,48.6,48.9,49.26,,,52.70,64
E14000932,Somerton and Frome,South West,60,58,57,61,64,67,66,64,62,74,69,64,,,,,,,46.4,45.7,45.31,,,45.30,53
E14000933,South Basildon and East Thurrock,East,51,55,56,52,48,59,58,60,56,62,61,60,,,,,,,44.5,42.1,41.22,,,41.30,58
E14000934,South Cambridgeshire,East,69,69,72,65,70,73,76,75,74,79,81,80,,,,,,,52.5,52.8,53.80,,,55.80,62
E14000935,South Derbyshire,East Midlands,59,50,51,53,52,53,64,69,69,75,76,71,,,,,,,44.1,46.4,45.95,,,47.60,57
E14000936,South Dorset,South West,52,44,51,52,47,51,49,49,53,56,59,52,,,,,,,36.2,38.1,38.56,,,39.00,51
E14000937,South East Cambridgeshire,East,60,59,65,55,61,69,66,65,70,74,75,77,,,,,,,47.7,47.2,49.42,,,54.40,59
E14000938,South East Cornwall,South West,56,53,65,57,55,58,57,59,59,63,63,62,,,,,,,42.8,42.3,42.24,,,44.20,58
E14000939,South Holland and The Deepings,East Midlands,61,57,59,56,54,58,62,59,62,69,68,65,,,,,,,45.7,44.5,45.15,,,47.10,52
E14000940,South Leicestershire,East Midlands,60,60,61,64,60,63,69,67,62,70,69,68,,,,,,,44.7,45.8,42.90,,,46.20,60
E14000941,South Norfolk,East,68,64,63,63,63,67,73,71,71,76,74,75,,,,,,,49.7,49.5,49.54,,,51.60,56
E14000942,South Northamptonshire,East Midlands,64,68,70,57,67,68,66,67,70,76,77,74,,,,,,,46.3,47.2,47.41,,,49.80,66
E14000943,South Ribble,North West,69,66,72,66,70,74,74,75,76,79,79,77,,,,,,,49.8,51.0,51.17,,,52.10,57
E14000944,South Shields,North East,59,61,60,64,61,65,61,62,59,63,67,59,,,,,,,44.1,45.1,43.41,,,41.60,60
E14000945,South Staffordshire,West Midlands,60,61,58,59,54,57,60,61,60,70,70,69,,,,,,,44.0,44.5,43.96,,,48.30,62
E14000946,South Suffolk,East,51,50,54,56,57,66,67,64,63,72,72,70,,,,,,,46.3,45.7,44.59,,,47.00,56
E14000947,South Swindon,South West,57,58,61,64,57,64,61,62,62,72,71,68,,,,,,,44.8,45.2,45.92,,,48.50,58
E14000948,South Thanet,London,58,60,62,54,48,59,55,60,60,65,66,63,,,,,,,43.2,44.9,44.56,,,45.10,56
E14000949,South West Bedfordshire,East,56,57,52,53,59,57,61,57,58,68,68,67,,,,,,,42.4,43.1,42.45,,,45.60,53
E14000950,South West Devon,South West,59,64,67,57,58,67,72,69,67,76,78,72,,,,,,,49.3,46.9,47.03,,,48.50,67
E14000951,South West Hertfordshire,East,79,75,74,79,78,78,82,79,80,85,89,84,,,,,,,53.7,54.6,54.72,,,58.00,62
E14000952,South West Norfolk,East,39,45,50,51,54,51,57,51,57,67,66,62,,,,,,,43.5,39.9,41.46,,,44.60,43
E14000953,South West Surrey,South East,69,71,69,70,71,74,74,74,75,79,79,77,,,,,,,49.8,52.9,52.04,,,54.50,71
E14000954,South West Wiltshire,South West,56,60,62,55,60,61,64,62,64,71,71,72,,,,,,,46.0,45.4,46.20,,,49.00,56
E14000955,"Southampton, Itchen",South East,51,56,61,56,49,54,54,52,56,62,63,56,,,,,,,42.5,40.7,42.85,,,44.00,52
E14000956,"Southampton, Test",South East,55,57,56,57,56,59,63,61,60,65,65,64,,,,,,,46.9,45.9,45.30,,,46.60,56
E14000957,Southend West,East,72,69,71,68,71,73,75,77,80,83,85,83,,,,,,,53.2,55.5,57.37,,,60.80,62
E14000958,Southport,North West,63,61,63,57,60,63,66,65,67,75,76,70,,,,,,,47.5,46.0,47.20,,,48.10,55
E14000959,Spelthorne,South East,57,58,62,61,65,71,72,70,73,77,76,72,,,,,,,49.5,48.7,49.47,,,50.00,61
E14000960,St Albans,East,70,70,73,71,72,76,77,79,77,86,84,79,,,,,,,53.0,55.4,54.56,,,56.30,70
E14000961,St Austell and Newquay,South West,53,56,62,57,56,62,59,60,62,67,71,68,,,,,,,44.8,45.0,45.84,,,48.50,54
E14000962,St Helens North,North West,51,53,56,58,55,60,61,61,58,66,64,60,,,,,,,43.1,44.8,43.68,,,44.50,57
E14000963,St Helens South and Whiston,North West,62,60,57,59,56,58,60,56,61,63,67,65,,,,,,,43.8,43.1,43.44,,,45.70,59
E14000964,St Ives,South West,60,56,58,60,66,68,62,63,67,74,72,70,,,,,,,46.4,46.3,46.40,,,47.50,50
E14000965,Stafford,West Midlands,58,64,65,60,62,66,68,66,66,74,74,72,,,,,,,47.5,47.4,46.68,,,50.00,63
E14000966,Staffordshire Moorlands,West Midlands,64,59,59,55,62,59,63,61,67,73,69,68,,,,,,,44.9,43.9,45.15,,,45.50,58
E14000967,Stalybridge and Hyde,North West,53,57,62,55,58,68,62,59,58,67,67,66,,,,,,,44.7,42.2,41.58,,,44.90,60
E14000968,Stevenage,East,53,50,51,55,55,55,58,63,61,69,69,68,,,,,,,41.5,45.1,44.45,,,48.30,52
E14000969,Stockport,North West,61,58,58,52,53,70,69,72,64,72,73,75,,,,,,,48.0,50.4,45.70,,,50.40,59
E14000970,Stockton North,North East,44,49,53,52,60,53,57,57,58,64,65,63,,,,,,,41.6,41.6,41.85,,,44.90,58
E14000971,Stockton South,North East,65,57,61,59,62,68,66,71,71,75,78,75,,,,,,,47.3,49.0,48.25,,,51.00,69
E14000972,Stoke-on-Trent Central,West Midlands,52,55,59,58,56,59,65,66,65,69,66,65,,,,,,,47.8,47.4,46.07,,,48.50,55
E14000973,Stoke-on-Trent North,West Midlands,46,52,49,53,49,55,51,53,56,63,62,55,,,,,,,42.0,40.5,40.74,,,41.90,58
E14000974,Stoke-on-Trent South,West Midlands,49,52,49,50,48,53,53,49,59,62,64,63,,,,,,,43.1,41.1,44.03,,,43.60,54
E14000975,Stone,West Midlands,63,62,68,64,66,70,71,68,67,76,76,72,,,,,,,49.2,47.7,47.31,,,48.90,61
E14000976,Stourbridge,West Midlands,64,61,60,60,58,59,65,65,66,72,75,69,,,,,,,45.1,44.6,46.20,,,48.00,57
E14000977,Stratford-on-Avon,West Midlands,72,68,69,68,71,75,78,79,78,82,83,80,,,,,,,55.2,56.4,56.43,,,58.40,65
E14000978,Streatham,London,67,70,74,67,73,70,71,66,65,73,75,72,,,,,,,49.1,47.1,46.79,,,49.50,64
E14000979,Stretford and Urmston,North West,58,62,59,61,60,65,67,68,68,74,75,70,,,,,,,47.3,49.2,48.71,,,51.30,60
E14000980,Stroud,South West,64,68,70,66,65,70,70,76,68,75,79,73,,,,,,,50.5,52.8,50.05,,,52.90,56
E14000981,Suffolk Coastal,East,57,52,55,56,55,66,63,65,65,68,71,67,,,,,,,44.6,45.2,45.44,,,46.60,54
E14000982,Sunderland Central,North East,59,66,65,63,58,66,60,63,63,61,73,68,,,,,,,46.8,46.8,45.03,,,49.50,65
E14000983,Surrey Heath,South East,62,64,69,62,66,70,72,72,70,77,76,75,,,,,,,49.8,48.9,49.30,,,52.50,58
E14000984,Sutton and Cheam,London,74,77,75,71,64,73,79,79,78,82,86,83,,,,,,,52.8,55.4,55.10,,,58.80,73
E14000985,Sutton Coldfield,West Midlands,75,80,81,76,74,78,81,78,81,84,87,83,,,,,,,56.0,55.2,56.74,,,58.30,70
E14000986,Tamworth,West Midlands,50,49,52,45,53,53,50,53,49,59,63,60,,,,,,,38.8,40.9,39.56,,,42.60,54
E14000987,Tatton,North West,59,66,59,56,62,68,73,73,72,78,81,72,,,,,,,48.9,50.0,50.25,,,51.40,68
E14000988,Taunton Deane,South West,63,63,61,58,64,67,66,65,65,70,73,67,,,,,,,46.5,45.1,44.87,,,46.40,54
E14000989,Telford,West Midlands,55,58,54,51,51,55,57,54,54,64,62,55,,,,,,,42.9,42.0,42.24,,,43.10,55
E14000990,Tewkesbury,South West,61,64,55,57,59,62,58,60,65,71,70,71,,,,,,,41.7,44.4,45.99,,,48.60,56
E14000991,The Cotswolds,South West,68,64,69,67,70,74,73,73,76,79,82,80,,,,,,,50.1,51.2,52.33,,,53.90,64
E14000992,The Wrekin,West Midlands,61,64,64,58,60,64,69,66,69,75,75,73,,,,,,,49.7,48.8,50.26,,,52.50,61
E14000993,Thirsk and Malton,Yorkshire and The Humber,57,59,62,62,64,63,70,70,68,76,75,72,,,,,,,48.1,48.3,48.15,,,49.70,59
E14000994,Thornbury and Yate,South West,57,58,57,59,59,57,65,62,64,75,76,67,,,,,,,45.4,46.3,46.26,,,47.80,62
E14000995,Thurrock,East,58,55,56,58,55,61,60,58,60,70,72,65,,,,,,,44.0,42.5,44.05,,,46.70,64
E14000996,Tiverton and Honiton,South West,67,66,65,65,66,69,61,73,73,77,78,72,,,,,,,48.0,51.8,51.75,,,51.60,57
E14000997,Tonbridge and Malling,South East,69,68,73,69,70,70,74,72,73,77,81,78,,,,,,,53.8,54.0,54.23,,,58.00,62
E14000998,Tooting,London,66,64,65,67,65,68,67,70,70,76,77,79,,,,,,,47.8,49.8,49.54,,,54.90,69
E14000999,Torbay,South West,57,59,62,58,63,66,70,70,67,76,75,70,,,,,,,50.5,51.1,49.03,,,50.70,55
E14001000,Torridge and West Devon,South West,58,55,51,53,56,59,65,54,53,67,68,64,,,,,,,44.7,40.5,41.31,,,44.30,52
E14001001,Totnes,South West,57,64,62,62,63,63,68,61,61,67,71,64,,,,,,,48.5,45.8,44.57,,,46.80,65
E14001002,Tottenham,London,49,51,56,55,46,53,56,57,51,66,66,60,,,,,,,41.2,43.2,39.64,,,44.40,59
E14001003,Truro and Falmouth,South West,61,60,62,61,64,72,70,71,69,76,80,69,,,,,,,49.4,49.7,48.93,,,49.30,57
E14001004,Tunbridge Wells,South East,77,77,77,76,75,77,78,79,78,82,83,77,,,,,,,54.1,55.6,54.02,,,55.90,63
E14001005,Twickenham,London,66,62,68,64,64,70,76,71,77,82,84,82,,,,,,,51.6,51.3,54.25,,,57.70,74
E14001006,Tynemouth,North East,63,63,70,60,69,73,71,70,69,75,77,72,,,,,,,49.6,47.7,47.82,,,50.10,67
E14001007,Uxbridge and South Ruislip,London,59,57,58,58,55,64,64,65,65,71,72,71,,,,,,,45.6,46.5,45.79,,,50.90,63
E14001008,Vauxhall,London,56,60,64,59,53,66,59,64,60,70,72,64,,,,,,,41.7,44.8,43.87,,,44.30,57
E14001009,Wakefield,Yorkshire and The Humber,53,67,70,61,62,63,67,63,67,68,74,71,,,,,,,46.4,42.9,45.21,,,46.30,61
E14001010,Wallasey,North West,51,55,56,46,49,47,46,49,50,56,63,45,,,,,,,39.4,39.3,40.01,,,38.90,52
E14001011,Walsall North,West Midlands,49,43,48,40,40,48,41,44,43,56,57,52,,,,,,,38.0,39.0,37.84,,,40.30,51
E14001012,Walsall South,West Midlands,57,62,60,59,59,62,64,62,63,70,70,70,,,,,,,47.7,46.9,47.41,,,50.90,56
E14001013,Walthamstow,London,56,49,56,58,59,61,59,62,64,71,67,68,,,,,,,45.0,45.8,46.64,,,48.00,67
E14001014,Wansbeck,North East,52,56,55,52,58,56,55,61,61,70,70,67,,,,,,,42.8,43.9,45.21,,,46.90,54
E14001015,Wantage,South East,64,67,72,68,70,72,67,72,70,76,78,75,,,,,,,47.0,50.3,49.56,,,51.70,56
E14001016,Warley,West Midlands,53,58,57,53,51,52,55,54,55,65,63,68,,,,,,,44.3,42.1,43.50,,,48.40,57
E14001017,Warrington North,North West,56,56,63,55,56,58,61,65,65,71,70,68,,,,,,,43.6,45.6,46.26,,,48.10,64
E14001018,Warrington South,North West,69,67,69,59,65,67,73,68,75,78,79,77,,,,,,,48.9,47.9,50.04,,,52.70,70
E14001019,Warwick and Leamington,West Midlands,60,65,66,64,61,67,66,64,68,71,74,66,,,,,,,46.4,46.0,47.41,,,45.80,60
E14001020,Washington and Sunderland West,North East,52,63,60,51,53,55,54,57,59,68,70,62,,,,,,,43.1,42.9,43.13,,,45.90,54
E14001021,Watford,East,76,81,75,74,68,73,76,77,75,80,81,78,,,,,,,52.6,56.0,54.33,,,56.90,64
E14001022,Waveney,East,47,44,48,46,48,52,58,59,57,64,65,62,,,,,,,41.5,43.0,42.66,,,43.60,50
E14001023,Wealden,South East,62,66,65,54,65,67,70,66,69,74,72,73,,,,,,,48.8,47.5,47.72,,,50.10,53
E14001024,Weaver Vale,North West,66,69,74,67,72,73,71,69,67,74,73,72,,,,,,,48.8,48.4,49.38,,,50.70,60
E14001025,Wellingborough,East Midlands,53,50,54,47,47,53,57,62,62,68,68,59,,,,,,,43.4,44.7,44.10,,,44.20,54
E14001026,Wells,South West,63,63,64,61,61,66,67,68,67,73,77,70,,,,,,,47.4,48.1,47.69,,,48.60,52
E14001027,Welwyn Hatfield,East,61,57,67,62,61,63,67,66,70,75,75,68,,,,,,,45.4,46.6,48.72,,,49.10,57
E14001028,Wentworth and Dearne,Yorkshire and The Humber,47,51,56,52,52,59,58,57,56,64,67,62,,,,,,,43.1,41.9,43.64,,,45.00,49
E14001029,West Bromwich East,West Midlands,47,51,54,60,49,50,52,52,58,60,62,59,,,,,,,40.2,40.5,42.67,,,43.20,54
E14001030,West Bromwich West,West Midlands,49,51,55,51,49,47,51,47,51,59,60,58,,,,,,,42.3,39.4,40.75,,,44.30,55
E14001031,West Dorset,South West,67,60,65,67,67,70,68,70,71,75,79,69,,,,,,,48.0,49.8,49.44,,,48.90,53
E14001032,West Ham,London,57,59,56,55,59,62,64,63,66,72,73,75,,,,,,,47.0,47.1,48.05,,,52.60,69
E14001033,West Lancashire,North West,57,63,63,56,59,65,63,62,61,68,71,69,,,,,,,44.6,44.8,43.37,,,46.90,57
E14001034,West Suffolk,East,52,45,53,50,55,53,57,58,56,67,65,63,,,,,,,42.8,43.4,42.96,,,44.30,55
E14001035,West Worcestershire,West Midlands,69,59,60,67,71,69,71,68,70,75,75,71,,,,,,,49.3,49.3,50.10,,,51.00,58
E14001036,Westminster North,London,57,69,65,69,67,68,73,74,73,79,80,79,,,,,,,50.1,51.4,51.83,,,55.70,66
E14001037,Westmorland and Lonsdale,North West,67,69,65,67,63,70,72,70,70,76,75,76,,,,,,,49.1,49.6,48.94,,,52.30,64
E14001038,Weston-Super-Mare,South West,53,59,59,57,55,55,62,61,61,71,71,64,,,,,,,43.5,43.6,43.22,,,45.70,55
E14001039,Wigan,North West,58,65,64,56,57,62,62,63,61,69,70,63,,,,,,,45.3,44.9,44.45,,,46.00,64
E14001040,Wimbledon,London,65,64,66,72,70,73,75,73,75,80,81,84,,,,,,,53.3,52.7,54.11,,,57.90,67
E14001041,Winchester,South East,75,69,73,73,76,79,81,78,81,84,84,81,,,,,,,54.1,53.9,54.92,,,57.70,64
E14001042,Windsor,South East,63,68,67,64,69,72,68,74,70,75,72,75,,,,,,,47.8,52.3,49.65,,,50.50,63
E14001043,Wirral South,North West,72,74,71,72,69,75,74,71,70,75,74,72,,,,,,,53.2,52.5,52.90,,,53.90,60
E14001044,Wirral West,North West,74,72,76,70,72,74,75,76,75,80,80,77,,,,,,,52.3,53.7,52.91,,,54.60,57
E14001045,Witham,East,59,58,63,56,63,63,61,62,64,71,72,70,,,,,,,44.4,44.2,44.56,,,48.30,57
E14001046,Witney,South East,61,54,64,63,62,65,73,71,69,73,77,72,,,,,,,49.4,49.0,48.21,,,50.90,59
E14001047,Woking,South East,67,61,70,72,68,66,73,72,72,77,78,77,,,,,,,50.9,49.4,50.35,,,53.10,63
E14001048,Wokingham,South East,70,69,75,69,69,73,77,77,77,84,85,81,,,,,,,52.0,53.5,52.63,,,56.00,68
E14001049,Wolverhampton North East,West Midlands,57,54,61,47,49,54,52,51,54,66,66,60,,,,,,,42.6,41.9,44.73,,,46.50,60
E14001050,Wolverhampton South East,West Midlands,46,46,55,52,47,52,53,53,53,63,61,63,,,,,,,41.3,42.9,42.28,,,46.50,59
E14001051,Wolverhampton South West,West Midlands,66,66,63,49,62,67,66,68,64,69,76,71,,,,,,,48.7,48.2,46.71,,,50.20,59
E14001052,Worcester,West Midlands,59,56,61,57,61,64,69,67,64,71,71,72,,,,,,,47.9,47.7,46.28,,,49.60,58
E14001053,Workington,North West,56,48,55,58,55,58,65,61,61,72,72,60,,,,,,,44.1,44.3,44.69,,,43.50,54
E14001054,Worsley and Eccles South,North West,55,53,54,53,48,54,56,53,51,59,64,61,,,,,,,43.3,41.0,39.85,,,43.80,57
E14001055,Worthing West,South East,53,50,59,59,64,67,61,65,65,73,72,76,,,,,,,43.2,44.3,46.61,,,51.00,41
E14001056,Wycombe,South East,74,77,78,72,76,74,63,81,79,83,83,81,,,,,,,54.1,57.4,58.44,,,60.10,55
E14001057,Wyre and Preston North,North West,68,70,67,65,66,73,70,73,69,76,76,71,,,,,,,48.1,50.1,49.20,,,49.50,71
E14001058,Wyre Forest,West Midlands,54,57,59,52,54,61,59,59,60,65,67,63,,,,,,,43.5,44.2,43.48,,,44.30,56
E14001059,Wythenshawe and Sale East,North West,55,59,59,55,58,57,55,57,58,63,63,61,,,,,,,45.3,44.3,44.09,,,46.10,59
E14001060,Yeovil,South West,54,53,58,54,57,63,61,59,61,68,70,64,,,,,,,43.9,42.0,44.19,,,44.80,57
E14001061,York Central,Yorkshire and The Humber,59,59,64,59,59,67,63,64,70,76,76,72,,,,,,,46.7,47.4,49.56,,,51.20,59
E14001062,York Outer,Yorkshire and The Humber,66,67,71,66,69,70,73,75,77,78,81,78,,,,,,,51.3,51.6,52.80,,,54.50,70
