Westminster Parliamentary constituencies Code,Westminster Parliamentary constituencies,Does not apply,Does not apply %,Straight or Heterosexual,Straight or Heterosexual %,Gay or Lesbian,Gay or Lesbian %,Bisexual,Bisexual %,All other sexual orientations,All other sexual orientations %,Not answered,Not answered %
E14001059,Wythenshawe and Sale East,0,0.0,77885,90.0,1737,2.0,1079,1.2,247,0.3,5609,6.5
E14001060,Yeovil,0,0.0,85098,90.2,1018,1.1,1012,1.1,190,0.2,7075,7.5
E14001061,York Central,0,0.0,75657,84.8,2311,2.6,3408,3.8,825,0.9,7065,7.9
E14001062,York Outer,0,0.0,73264,88.5,1196,1.4,1496,1.8,316,0.4,6545,7.9
W07000041,Ynys Môn,0,0.0,51430,90.0,620,1.1,470,0.8,77,0.1,4552,8.0
W07000042,Delyn,0,0.0,52995,90.5,674,1.2,485,0.8,93,0.2,4307,7.4
W07000043,Alyn and Deeside,0,0.0,62446,90.5,908,1.3,557,0.8,133,0.2,4980,7.2
W07000044,Wrexham,0,0.0,52634,89.4,755,1.3,574,1.0,158,0.3,4752,8.1
W07000045,Llanelli,0,0.0,60839,90.4,873,1.3,651,1.0,120,0.2,4810,7.1
W07000046,Gower,0,0.0,59086,91.2,791,1.2,552,0.9,85,0.1,4253,6.6
W07000047,Swansea West,0,0.0,57473,86.3,1225,1.8,1624,2.4,339,0.5,5936,8.9
W07000048,Swansea East,0,0.0,59180,89.0,1129,1.7,796,1.2,163,0.2,5225,7.9
W07000049,Aberavon,0,0.0,50484,88.9,898,1.6,661,1.2,114,0.2,4623,8.1
W07000050,Cardiff Central,0,0.0,65795,83.0,2138,2.7,3313,4.2,753,0.9,7315,9.2
W07000051,Cardiff North,0,0.0,66824,90.2,1247,1.7,1195,1.6,225,0.3,4623,6.2
W07000052,Rhondda,0,0.0,49841,89.5,876,1.6,622,1.1,102,0.2,4276,7.7
W07000053,Torfaen,0,0.0,60453,90.2,995,1.5,696,1.0,134,0.2,4729,7.1
W07000054,Monmouth,0,0.0,65221,90.7,827,1.1,677,0.9,138,0.2,5052,7.0
W07000055,Newport East,0,0.0,60487,90.3,883,1.3,749,1.1,197,0.3,4653,6.9
W07000056,Newport West,0,0.0,67783,90.5,1155,1.5,796,1.1,211,0.3,4943,6.6
W07000057,Arfon,0,0.0,42496,86.0,743,1.5,1220,2.5,269,0.5,4686,9.5
W07000058,Aberconwy,0,0.0,42281,89.5,658,1.4,437,0.9,102,0.2,3769,8.0
W07000059,Clwyd West,0,0.0,55225,89.2,811,1.3,502,0.8,116,0.2,5277,8.5
W07000060,Vale of Clwyd,0,0.0,53383,89.4,771,1.3,570,1.0,119,0.2,4901,8.2
W07000061,Dwyfor Meirionnydd,0,0.0,43079,88.7,560,1.2,374,0.8,65,0.1,4477,9.2
W07000062,Clwyd South,0,0.0,51801,89.7,782,1.4,535,0.9,118,0.2,4514,7.8
W07000063,Montgomeryshire,0,0.0,47585,88.9,574,1.1,487,0.9,121,0.2,4752,8.9
W07000064,Ceredigion,0,0.0,51998,84.7,941,1.5,1617,2.6,430,0.7,6405,10.4
W07000065,Preseli Pembrokeshire,0,0.0,57500,89.6,681,1.1,678,1.1,147,0.2,5174,8.1
W07000066,Carmarthen West and South Pembrokeshire,0,0.0,58140,89.6,722,1.1,695,1.1,160,0.2,5143,7.9
W07000067,Carmarthen East and Dinefwr,0,0.0,55126,89.3,662,1.1,526,0.9,116,0.2,5274,8.5
W07000068,Brecon and Radnorshire,0,0.0,52581,89.1,631,1.1,573,1.0,155,0.3,5080,8.6
W07000069,Neath,0,0.0,54664,90.5,946,1.6,568,0.9,119,0.2,4109,6.8
W07000070,Cynon Valley,0,0.0,51732,90.2,842,1.5,566,1.0,109,0.2,4086,7.1
W07000071,Merthyr Tydfil and Rhymney,0,0.0,55212,91.3,838,1.4,494,0.8,113,0.2,3842,6.4
W07000072,Blaenau Gwent,0,0.0,49953,90.6,721,1.3,483,0.9,73,0.1,3914,7.1
W07000073,Bridgend,0,0.0,64341,91.1,961,1.4,713,1.0,133,0.2,4493,6.4
W07000074,Ogmore,0,0.0,56975,91.1,875,1.4,537,0.9,123,0.2,4058,6.5
W07000075,Pontypridd,0,0.0,60463,90.2,1011,1.5,850,1.3,183,0.3,4558,6.8
W07000076,Caerphilly,0,0.0,63262,90.8,968,1.4,716,1.0,147,0.2,4563,6.6
W07000077,Islwyn,0,0.0,55588,91.1,816,1.3,524,0.9,90,0.1,3989,6.5
W07000078,Vale of Glamorgan,0,0.0,75665,90.5,1363,1.6,927,1.1,208,0.2,5407,6.5
W07000079,Cardiff West,0,0.0,66949,88.7,1797,2.4,1199,1.6,276,0.4,5265,7.0
W07000080,Cardiff South and Penarth,0,0.0,79665,87.3,2433,2.7,1606,1.8,424,0.5,7155,7.8
