PCON24CD,2014-03,2014-06,2014-09,2014-12,2015-03,2015-06,2015-09,2015-12,2016-03,2016-06,2016-09,2016-12,2017-03,2017-06,2017-09,2017-12,2018-03,2018-06,2018-09,2018-12,2019-03,2019-06,2019-09,2019-12,2020-03,2020-06,2020-09,2020-12,2021-03,2021-06,2021-09,2021-12,2022-03,2022-06,2022-09,2022-12,2023-03,2023-06,2023-09,2023-12,2024-03,2024-06,2024-09,2024-12,2025-03
E14001210,1.3,1.1,1.0,0.9,0.8,0.8,0.8,0.7,0.8,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,1.0,1.1,1.2,1.3,1.4,1.4,1.5,1.5,3.9,4.2,4.2,4.1,3.4,2.9,2.5,2.3,2.1,2.2,2.2,2.3,2.2,2.3,2.3,2.4,2.5,2.7,2.6,2.8
E14001211,4.5,3.7,3.6,3.1,3.0,2.9,2.7,2.7,3.2,3.0,3.1,3.2,3.4,3.3,3.4,3.5,4.8,5.0,5.2,5.4,5.7,5.5,5.2,5.5,5.6,8.3,8.3,7.9,8.2,7.2,6.6,5.8,5.4,4.7,4.6,4.5,4.6,4.4,4.3,4.5,4.6,4.4,4.8,4.8,4.7
E14001212,0.7,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.6,0.5,0.6,0.7,0.9,0.9,1.0,1.1,1.2,3.9,4.2,3.9,4.0,2.9,2.5,2.2,2.2,1.9,2.0,1.9,1.9,1.9,1.9,2.0,2.1,2.1,2.3,2.2,2.3
E14001213,3.2,2.8,2.6,2.2,2.1,1.9,1.8,1.7,1.8,1.8,1.7,1.7,1.7,1.7,1.7,1.6,1.7,1.7,1.8,2.0,2.4,2.7,2.9,3.0,3.2,9.9,10.3,11.2,11.7,10.5,9.1,8.3,7.4,6.6,6.3,6.3,6.6,6.7,7.0,7.0,7.1,7.8,8.9,9.1,9.6
E14001214,0.9,0.7,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.9,0.9,1.0,1.1,1.2,3.7,3.8,3.5,3.6,2.8,2.4,2.2,2.1,1.8,1.9,1.9,2.0,1.9,1.8,2.0,2.1,2.0,2.1,2.0,2.2
E14001215,1.3,1.1,1.0,0.9,0.8,0.8,0.7,0.7,0.8,0.6,0.7,0.8,0.9,0.9,0.9,0.9,1.1,1.0,1.0,1.1,1.2,1.2,1.4,1.4,1.5,4.3,4.6,4.4,4.6,3.7,3.1,2.7,2.5,2.2,2.2,2.1,2.1,2.2,2.1,2.2,2.2,2.4,2.5,2.4,2.6
E14001216,5.7,4.9,4.2,3.9,3.8,3.1,3.0,3.1,3.7,3.6,3.5,3.6,3.9,3.7,3.8,4.5,5.1,5.4,5.4,5.7,6.0,5.9,5.9,5.9,6.3,11.1,11.2,11.0,10.5,9.3,8.3,7.8,7.3,6.4,6.1,6.2,6.2,6.1,5.8,6.0,6.1,5.7,6.0,6.0,6.1
E14001217,1.0,0.7,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.7,0.7,0.9,0.8,0.9,1.0,1.0,1.0,1.1,1.1,1.2,3.2,3.2,3.0,3.2,2.6,2.3,2.1,1.9,1.7,1.7,1.7,1.7,1.7,1.6,1.7,2.1,2.0,2.3,2.2,2.3
E14001218,1.6,1.4,1.2,1.2,1.1,0.9,1.0,1.1,1.2,1.1,1.2,1.1,1.3,1.3,1.2,1.3,1.4,1.2,1.3,1.7,1.8,1.9,2.0,2.0,2.3,5.6,6.0,5.7,5.8,4.7,4.0,3.5,3.1,2.8,2.7,2.7,2.7,2.4,2.5,2.4,2.5,2.4,2.6,2.7,2.9
E14001219,3.1,2.6,2.3,2.2,2.2,1.8,1.8,1.8,1.9,1.7,1.7,1.7,2.0,1.9,1.6,1.9,2.4,2.7,2.9,3.1,3.2,3.4,3.4,3.6,3.8,7.5,7.7,7.5,7.8,6.6,5.6,5.5,5.4,4.6,4.7,4.4,4.6,4.5,4.3,4.4,4.6,4.3,4.7,4.7,5.1
E14001220,1.1,0.9,0.9,0.8,0.8,0.6,0.6,0.7,0.7,0.7,0.7,0.6,0.7,0.7,0.8,0.9,1.1,1.1,1.2,1.2,1.2,1.3,1.4,1.4,1.5,3.6,3.7,3.7,3.8,2.9,2.6,2.3,2.1,2.1,1.9,2.0,2.0,1.9,1.8,2.0,2.1,2.1,2.4,2.2,2.3
E14001221,4.1,3.6,3.3,2.9,2.7,2.5,2.4,2.3,2.4,2.3,2.3,2.3,2.4,2.3,2.3,2.2,2.4,2.5,2.8,2.9,3.2,3.3,3.6,3.8,3.9,9.2,9.4,10.0,11.0,10.0,8.8,8.0,7.5,7.1,6.7,6.6,6.6,6.6,6.7,6.8,6.8,7.5,8.7,8.5,8.6
E14001222,3.2,2.6,2.2,2.0,2.2,2.1,2.1,2.0,2.0,2.0,1.9,1.9,2.1,2.1,2.0,2.0,2.3,2.8,3.0,3.1,3.3,3.5,3.2,3.3,3.4,6.5,6.3,5.9,5.7,4.7,4.1,3.8,3.5,3.2,3.1,3.2,3.2,3.0,3.0,3.0,3.2,3.1,3.3,3.0,3.2
E14001223,2.8,2.5,2.2,1.9,1.9,1.7,1.7,1.7,1.7,1.7,1.8,1.7,1.8,1.8,1.7,1.6,1.7,1.6,1.6,1.7,2.0,2.2,2.5,2.6,2.8,6.9,7.4,7.3,7.2,6.1,5.4,4.6,4.3,4.0,3.9,3.9,3.9,4.0,4.0,4.1,4.0,4.1,4.4,4.6,4.8
E14001224,1.3,1.0,0.8,0.8,0.8,0.7,0.7,0.6,0.7,0.6,0.6,0.5,0.6,0.5,0.5,0.6,0.8,0.6,0.6,0.7,0.9,1.0,1.1,1.2,1.3,3.3,3.6,3.4,3.5,2.8,2.6,2.4,2.2,2.1,2.0,1.9,2.0,1.9,1.8,2.0,2.1,2.1,2.3,2.1,2.3
E14001225,4.0,3.5,3.2,2.8,2.7,2.4,2.3,2.3,2.5,2.5,2.5,2.3,2.4,2.4,2.4,2.3,2.6,2.9,3.1,3.2,3.6,3.7,3.7,3.7,4.0,8.7,8.9,9.0,9.2,8.1,7.0,6.2,5.9,5.7,5.4,5.5,5.6,5.7,5.9,6.1,6.2,6.5,7.7,7.5,7.6
E14001226,2.2,1.8,1.6,1.4,1.4,1.3,1.3,1.2,1.3,1.2,1.3,1.3,1.3,1.3,1.3,1.2,1.3,1.2,1.2,1.2,1.4,1.8,1.8,1.9,2.0,5.7,6.2,6.1,6.0,4.7,4.1,3.7,3.4,2.8,2.8,2.8,2.7,2.6,2.6,2.8,3.0,3.1,3.2,3.1,3.2
E14001227,1.0,0.8,0.7,0.6,0.6,0.6,0.6,0.5,0.6,0.6,0.6,0.6,0.7,0.7,0.7,0.7,0.8,0.7,0.7,0.8,1.0,1.0,1.0,1.1,1.2,3.7,3.8,3.7,3.8,3.0,2.6,2.2,2.1,1.9,1.8,1.8,1.8,1.8,1.9,2.0,2.0,2.0,2.1,2.1,2.2
E14001228,2.9,2.5,2.3,2.0,2.1,2.0,1.9,1.7,2.0,2.0,1.9,1.7,2.0,1.9,2.2,2.4,2.9,3.0,2.9,3.0,3.1,3.2,3.1,3.1,3.1,6.0,5.9,5.4,5.7,4.8,4.3,3.7,3.6,3.3,3.3,3.2,3.3,3.3,3.2,3.4,3.7,3.4,3.7,3.6,3.9
E14001229,3.4,3.0,3.0,2.6,2.5,2.3,2.3,2.2,2.3,2.3,2.3,2.2,2.4,2.5,2.4,2.4,2.5,2.4,2.3,2.3,2.9,3.3,3.5,3.6,3.8,8.3,8.8,9.0,9.6,8.5,7.7,6.7,6.2,5.8,5.6,5.6,5.6,5.8,5.9,6.0,6.2,6.4,6.8,6.6,7.0
E14001230,1.0,0.8,0.7,0.5,0.5,0.5,0.5,0.4,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.7,0.7,0.6,0.7,0.8,0.9,1.0,1.2,1.3,3.9,4.3,4.2,4.1,3.2,2.7,2.4,2.2,2.0,2.0,2.0,2.1,2.2,2.2,2.1,2.2,2.1,2.4,2.4,2.6
E14001231,1.6,1.3,1.1,0.9,1.0,0.9,1.0,0.8,1.0,1.0,1.0,1.0,1.2,1.0,0.9,1.0,1.1,0.9,0.9,1.0,1.3,1.4,1.5,1.6,1.7,4.0,4.1,3.9,4.4,3.5,2.9,2.6,2.4,2.1,2.1,2.0,2.1,2.2,2.0,2.1,2.2,2.2,2.5,2.3,2.4
E14001232,1.1,0.8,0.7,0.8,0.8,0.6,0.7,0.7,0.8,0.7,0.7,0.8,0.9,0.7,0.7,0.7,0.8,0.6,0.6,0.8,1.1,1.1,1.2,1.3,1.6,4.0,3.9,3.9,3.9,3.0,2.4,2.2,2.0,1.7,1.8,1.7,1.8,1.7,1.6,1.7,1.9,1.9,2.2,2.0,2.2
E14001233,1.4,1.2,1.1,1.0,1.0,0.9,0.8,0.9,1.0,0.8,0.9,0.8,0.9,0.9,1.0,1.0,1.0,1.0,0.9,0.9,1.2,1.3,1.4,1.6,1.7,4.4,4.6,4.3,4.5,3.6,3.2,2.9,2.6,2.5,2.4,2.4,2.4,2.3,2.4,2.3,2.5,2.5,2.7,2.5,2.5
E14001234,0.9,0.7,0.7,0.6,0.6,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.6,0.6,0.6,0.6,0.6,0.8,0.9,0.9,1.0,1.1,3.5,3.8,3.5,3.5,2.7,2.3,2.1,2.0,1.7,1.8,1.8,1.8,1.8,1.8,1.9,1.9,1.9,2.1,2.1,2.2
E14001235,1.9,1.6,1.4,1.2,1.3,1.2,1.2,1.2,1.4,1.3,1.4,1.3,1.5,1.4,1.3,1.3,1.4,1.4,1.4,1.5,1.7,2.0,2.0,2.2,2.3,5.2,5.3,5.0,5.0,4.2,3.8,3.4,3.2,2.8,2.6,2.7,2.7,2.6,2.6,2.9,3.0,3.0,3.1,2.9,3.1
E14001236,2.5,2.1,2.1,1.9,2.0,1.8,1.8,1.7,1.7,1.8,2.1,2.4,2.7,3.0,3.1,3.0,3.3,3.3,3.4,3.4,3.7,3.7,3.8,3.7,4.0,9.1,9.9,10.4,9.9,8.6,7.4,6.3,5.7,5.2,5.1,5.1,5.3,5.4,5.5,5.5,5.5,5.8,6.3,6.0,6.2
E14001237,1.3,1.0,0.9,0.9,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.7,0.8,0.7,0.8,0.7,0.7,0.8,1.0,1.1,1.2,1.2,1.2,3.3,3.5,3.2,3.2,2.6,2.3,2.0,1.9,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.7,1.7,1.9,1.8,1.9
E14001238,2.1,1.9,1.8,1.7,1.6,1.5,1.5,1.5,1.5,1.5,1.5,1.4,1.4,1.4,1.4,1.4,1.5,1.4,1.6,1.8,2.0,2.1,2.3,2.4,2.5,6.6,6.9,7.0,7.6,6.6,5.9,5.4,5.1,4.7,4.5,4.6,4.5,4.4,4.5,4.4,4.6,4.8,5.3,5.2,5.5
E14001239,3.4,2.8,2.6,2.7,2.6,2.0,1.9,2.2,2.3,2.2,2.2,2.3,2.5,2.4,2.2,2.4,2.7,2.5,2.6,3.1,3.6,3.7,3.7,3.9,4.0,7.6,8.0,8.0,8.0,6.7,6.0,5.7,5.3,4.4,4.3,4.3,4.4,4.1,4.2,4.4,4.6,4.2,4.5,4.5,4.6
E14001240,1.8,1.5,1.3,1.2,1.2,1.1,1.1,1.2,1.3,1.2,1.2,1.1,1.2,1.2,1.1,1.1,1.4,1.6,1.7,1.9,2.1,2.1,2.1,2.2,2.2,4.7,4.7,4.4,4.5,3.5,3.1,2.8,2.5,2.2,2.3,2.3,2.4,2.3,2.3,2.5,2.8,3.0,3.0,2.8,2.8
E14001241,1.4,1.2,1.0,1.0,1.0,0.9,0.9,0.8,1.0,0.9,0.9,1.2,1.5,1.7,1.7,1.8,2.0,2.1,2.1,2.2,2.3,2.3,2.2,2.2,2.1,4.7,4.9,4.5,4.5,3.8,3.2,2.9,2.7,2.2,2.2,2.1,2.1,2.0,2.1,2.2,2.3,2.2,2.4,2.4,2.5
E14001242,1.9,1.4,1.3,1.3,1.3,1.2,1.2,1.2,1.3,1.2,1.3,1.3,1.5,1.4,1.3,1.3,1.4,1.2,1.2,1.3,1.6,1.7,2.0,2.1,2.2,5.5,5.4,5.3,5.1,4.1,3.5,3.1,3.0,2.7,2.5,2.7,2.8,2.5,2.4,2.7,2.7,2.6,2.8,2.7,2.8
E14001243,3.2,2.7,2.5,2.5,2.3,2.1,2.1,2.2,2.2,2.0,1.9,1.9,1.9,1.8,1.9,1.9,2.1,2.1,2.2,2.3,2.8,2.8,2.9,2.9,3.0,5.2,5.3,5.0,5.1,4.3,4.0,3.6,3.4,3.1,3.2,3.2,3.1,2.9,3.0,3.0,3.1,3.0,3.2,3.0,3.1
E14001244,4.2,3.6,3.5,3.2,3.2,2.9,2.8,2.5,2.9,2.9,2.9,2.9,3.2,3.0,3.0,3.1,3.7,4.0,4.3,4.4,4.7,4.6,4.6,4.4,4.8,7.7,7.8,7.6,8.4,7.4,6.6,5.7,5.6,5.0,4.8,4.6,5.1,5.0,4.7,4.7,4.9,4.8,5.0,4.7,4.8
E14001245,2.5,2.2,2.1,1.9,1.8,1.6,1.6,1.4,1.6,1.6,1.6,1.5,1.7,1.7,1.7,1.6,1.7,1.6,1.6,1.6,2.1,2.2,2.3,2.5,2.6,5.2,5.3,5.0,5.2,4.3,4.0,3.5,3.3,3.1,3.0,3.0,3.1,3.1,3.1,3.1,3.1,3.2,3.4,3.3,3.5
E14001246,2.8,2.4,2.2,2.0,2.0,1.9,1.9,1.8,2.0,1.8,1.8,1.8,1.8,1.8,1.7,1.7,1.9,1.7,1.9,2.2,2.6,2.9,3.0,3.1,3.2,6.3,6.6,6.6,6.7,6.0,5.4,4.7,4.4,3.8,3.7,3.7,3.7,3.7,3.7,3.7,3.9,3.8,4.0,3.9,4.2
E14001247,1.2,0.8,0.8,0.7,0.8,0.7,0.7,0.7,0.9,0.7,0.8,0.9,1.2,1.2,1.3,1.4,1.7,1.7,1.7,1.6,1.8,1.8,1.8,1.9,1.8,4.7,5.0,4.7,4.7,3.7,3.2,3.0,2.8,2.4,2.3,2.3,2.3,2.3,2.3,2.4,2.5,2.3,2.4,2.2,2.5
E14001248,3.5,3.0,2.6,2.2,2.1,1.8,1.8,1.6,1.9,1.8,1.8,1.7,1.8,1.7,1.6,1.6,1.7,2.0,2.3,2.5,2.8,2.9,2.9,3.0,3.1,6.2,6.5,6.2,6.1,5.2,4.6,4.1,3.8,3.4,3.3,3.3,3.4,3.4,3.5,3.7,3.8,3.8,4.2,3.9,4.1
E14001249,0.9,0.7,0.6,0.7,0.7,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.6,0.5,0.6,0.6,0.7,0.8,0.9,1.0,0.9,3.3,3.5,3.3,3.3,2.6,2.2,2.0,1.8,1.7,1.8,1.8,1.8,1.7,1.7,1.7,1.8,1.8,2.0,1.9,2.0
E14001250,1.7,1.4,1.3,1.3,1.4,1.2,1.1,1.1,1.2,1.1,1.1,1.1,1.2,1.2,1.1,1.2,1.3,1.2,1.4,1.5,1.7,1.6,1.7,1.7,1.8,3.9,3.7,3.5,3.5,2.9,2.6,2.4,2.3,2.0,2.0,2.1,2.2,2.1,2.0,2.2,2.3,2.1,2.2,2.1,2.2
E14001251,4.4,3.7,3.3,2.8,2.9,2.8,2.9,2.9,3.1,2.9,2.9,2.9,2.8,2.9,2.7,2.6,3.0,3.6,3.9,4.2,4.7,4.8,5.1,5.1,5.5,10.5,10.6,10.8,10.7,9.3,8.5,7.7,7.4,6.9,6.7,6.7,7.3,7.3,7.2,7.3,7.6,8.2,9.0,8.3,8.5
E14001252,1.8,1.4,1.3,1.3,1.4,1.2,1.0,1.0,1.1,0.9,1.0,0.9,1.1,1.1,1.1,1.2,1.4,1.4,1.3,1.2,1.6,1.7,1.8,2.0,2.2,4.9,5.1,5.0,5.4,4.5,3.9,3.7,3.5,3.2,3.0,3.0,3.2,2.9,2.9,2.9,3.0,3.0,3.2,3.0,3.3
E14001253,2.1,1.8,1.6,1.3,1.5,1.4,1.4,1.3,1.3,1.3,1.3,1.4,1.5,1.4,1.4,1.5,1.9,2.1,2.1,2.2,2.4,2.4,2.5,2.6,2.7,5.6,5.6,5.2,5.1,4.2,3.8,3.4,3.4,3.0,3.1,3.2,3.2,3.0,3.0,2.9,3.1,2.9,3.1,3.0,3.2
E14001254,3.0,2.5,2.3,2.0,2.1,1.9,2.0,1.9,2.1,2.0,2.0,1.9,2.1,2.1,2.1,2.0,2.2,2.1,2.2,2.5,2.8,3.1,3.3,3.4,3.5,7.3,7.5,7.3,7.5,6.4,5.6,4.9,4.5,4.0,3.9,4.0,4.3,4.2,4.3,4.2,4.5,4.4,4.8,4.5,4.6
E14001255,6.3,5.6,5.1,4.8,4.7,4.5,4.6,4.3,4.6,4.3,4.3,4.2,4.6,4.3,4.2,4.2,4.8,5.1,5.4,5.4,5.5,5.3,5.3,5.2,5.7,8.8,8.7,8.1,8.4,7.2,6.7,6.2,5.9,5.4,5.1,5.2,5.6,5.5,5.3,5.5,5.6,5.6,5.9,5.1,5.3
E14001256,5.3,3.7,3.1,3.5,3.3,2.7,2.5,3.1,3.4,2.4,2.7,4.0,5.0,4.8,4.4,5.0,5.6,4.9,4.8,5.2,5.5,4.8,4.6,5.1,5.4,8.5,8.0,8.1,8.5,6.8,5.8,5.9,5.8,4.4,4.0,4.8,5.2,4.7,4.3,4.6,5.2,4.9,4.8,4.8,5.1
E14001257,3.2,2.8,2.7,2.4,2.3,2.1,2.2,2.1,2.2,2.2,2.1,2.1,2.1,2.2,2.1,2.1,2.2,2.1,2.1,2.0,2.3,2.7,2.8,2.9,3.0,7.2,7.7,7.7,7.6,6.6,5.9,5.2,5.0,4.6,4.5,4.3,4.5,4.5,4.7,4.7,4.8,5.0,5.4,5.3,5.6
E14001258,0.9,0.8,0.7,0.7,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.5,0.7,0.8,0.9,1.0,1.0,2.9,3.2,3.1,3.5,2.7,2.3,2.1,1.9,1.8,1.9,1.9,1.9,1.9,1.8,2.0,2.0,2.0,2.1,2.1,2.2
E14001259,3.9,3.5,3.1,2.9,2.8,2.6,2.4,2.2,2.5,2.4,2.4,2.3,2.4,2.4,2.3,2.4,2.6,2.6,2.6,2.7,3.2,3.5,3.6,3.8,3.9,9.2,9.9,9.9,10.4,9.1,8.0,7.0,6.7,6.3,6.0,6.1,6.2,6.2,6.4,6.3,6.5,6.8,7.8,7.7,7.8
E14001260,4.2,3.8,3.6,3.2,3.1,2.8,2.7,2.5,2.7,2.5,2.5,2.4,2.5,2.6,2.5,2.5,2.5,2.5,2.5,2.7,2.9,3.2,3.3,3.6,3.7,8.4,9.0,9.2,10.4,9.2,8.0,7.1,6.6,6.0,5.8,5.7,5.8,6.0,6.2,6.4,6.5,6.6,7.2,7.3,7.5
E14001261,3.8,3.4,3.1,2.6,2.6,2.3,2.4,2.3,2.6,2.5,2.7,2.6,2.7,2.6,2.7,3.1,3.4,3.5,3.6,3.5,3.7,3.7,3.8,3.8,4.0,6.7,7.1,6.9,6.9,5.8,5.3,4.7,4.6,4.3,4.2,4.3,4.3,4.2,4.1,4.2,4.2,4.3,4.9,4.7,4.8
E14001262,5.2,4.5,4.0,3.5,3.5,3.0,2.8,2.6,2.8,2.6,2.5,2.5,2.7,2.7,2.9,3.6,4.0,4.3,4.2,4.3,4.5,4.6,4.5,4.6,4.6,8.0,8.1,8.2,8.6,7.5,6.7,5.9,5.8,5.0,5.0,5.1,5.3,5.3,5.2,5.4,5.8,5.9,6.3,6.0,5.9
E14001263,0.9,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.7,0.7,0.8,0.8,0.9,0.8,0.9,1.0,1.1,1.1,1.2,3.5,3.5,3.3,3.3,2.5,2.2,2.0,1.8,1.7,1.6,1.5,1.6,1.5,1.6,1.7,1.8,1.7,2.0,1.8,2.0
E14001264,3.0,2.8,2.7,2.5,2.5,2.5,2.4,2.3,2.5,2.4,2.4,2.4,2.7,3.1,3.0,3.1,3.2,3.4,3.4,3.4,3.5,3.7,3.7,3.6,3.8,8.0,8.2,8.4,8.1,7.2,6.3,5.6,5.1,4.6,4.5,4.5,4.5,4.5,4.6,4.7,4.8,4.7,5.0,4.9,5.2
E14001265,2.0,1.9,1.7,1.6,1.5,1.4,1.5,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.3,1.3,1.3,1.3,1.3,1.4,1.5,1.7,1.8,1.9,2.0,4.9,5.3,5.3,6.7,5.8,5.1,4.5,4.0,3.7,3.7,3.6,3.6,3.6,3.6,3.6,3.8,3.9,4.2,4.2,4.4
E14001266,1.5,1.2,1.2,1.0,0.9,0.9,0.8,0.8,0.8,0.8,0.8,0.7,0.8,0.8,0.8,0.8,1.0,1.0,1.2,1.2,1.3,1.3,1.4,1.4,1.5,4.1,4.3,4.0,3.9,3.2,2.8,2.5,2.3,2.1,2.1,2.1,2.1,2.2,2.2,2.2,2.3,2.4,2.8,2.6,2.8
E14001267,3.1,2.6,2.3,2.0,2.0,1.8,1.7,1.6,1.7,1.6,1.6,1.6,1.7,1.7,1.7,1.9,2.3,2.5,2.7,2.9,3.1,3.2,3.1,3.1,3.4,7.5,7.5,7.4,7.1,5.8,5.2,4.7,4.5,3.9,3.9,3.6,3.7,3.8,4.0,4.1,4.3,4.3,4.5,4.2,4.3
E14001268,1.0,0.8,0.7,0.7,0.7,0.6,0.6,0.5,0.6,0.6,0.6,0.6,0.7,0.7,0.7,0.7,0.7,0.8,0.7,0.7,0.8,0.9,0.9,1.0,1.1,3.3,3.3,3.2,3.2,2.6,2.2,1.9,1.7,1.5,1.6,1.6,1.5,1.5,1.6,1.6,1.6,1.7,1.9,1.8,1.9
E14001269,1.1,0.9,0.8,0.8,0.8,0.7,0.7,0.6,0.8,0.7,0.8,1.0,1.3,1.5,1.6,1.5,1.7,1.7,1.7,1.6,1.7,1.6,1.6,1.6,1.6,4.2,4.4,4.2,4.0,3.0,2.7,2.4,2.0,1.8,1.9,1.8,1.8,1.7,1.7,1.7,1.8,1.8,1.9,1.7,1.9
E14001270,1.6,1.5,1.4,1.2,1.3,1.2,1.2,1.0,1.1,1.1,1.1,1.0,1.1,1.1,1.0,1.0,1.0,1.0,1.2,1.3,1.5,1.7,1.8,2.0,2.1,6.9,7.2,7.4,7.1,5.8,5.2,4.7,4.1,3.8,3.7,3.6,3.7,3.7,3.7,3.6,3.7,4.1,4.8,4.7,4.9
E14001271,2.3,1.9,1.8,1.7,1.7,1.6,1.6,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.5,1.7,1.9,2.1,2.3,2.4,2.5,7.3,7.5,7.7,7.4,6.3,5.6,5.0,4.4,3.9,3.9,3.8,4.0,4.0,4.1,4.1,4.3,4.7,5.6,5.5,5.8
E14001272,6.2,5.3,4.8,4.4,4.0,3.9,4.0,4.5,5.0,4.8,4.7,4.7,5.1,5.9,6.3,6.6,7.1,6.9,6.8,6.9,6.9,6.3,5.8,5.7,6.0,9.1,9.0,8.4,8.8,7.5,6.9,6.3,5.7,5.2,5.1,5.4,5.4,5.2,5.0,5.0,5.1,5.0,5.2,4.6,5.0
E14001273,2.2,1.8,1.5,1.5,1.5,1.4,1.4,1.5,1.6,1.4,1.3,1.3,1.3,1.3,1.2,1.3,1.4,1.3,1.4,1.9,2.1,2.1,2.1,2.3,2.4,4.8,5.0,4.7,4.9,4.0,3.5,3.1,3.0,2.5,2.6,2.6,2.7,2.6,2.6,2.7,2.8,2.8,3.1,3.0,3.2
E14001274,3.8,3.0,2.8,2.9,2.8,2.4,2.3,2.4,2.4,2.1,2.1,2.3,2.6,3.0,3.5,3.8,4.2,4.1,4.2,4.4,4.5,4.3,4.3,4.4,4.7,8.3,8.7,8.7,9.0,7.6,6.8,6.4,6.3,5.4,5.2,5.3,5.5,5.0,4.9,5.1,5.1,5.0,5.1,5.0,5.1
E14001275,2.7,2.1,2.0,1.9,1.9,1.6,1.5,1.7,1.7,1.5,1.5,1.5,1.7,1.6,1.6,1.6,1.7,1.6,1.6,1.7,2.0,2.2,2.3,2.6,2.8,6.2,6.4,6.3,6.6,5.4,4.7,4.3,4.1,3.7,3.5,3.6,3.7,3.6,3.6,3.7,3.8,3.7,3.9,3.8,4.1
E14001276,2.8,2.4,2.2,2.0,2.1,1.9,1.9,1.8,1.9,1.9,1.8,1.8,1.8,1.8,1.7,1.7,1.9,1.7,1.6,1.7,2.3,2.5,2.7,2.8,3.2,8.2,9.0,9.3,9.9,8.4,7.3,6.3,5.7,5.2,5.0,5.1,5.2,5.3,5.5,5.5,5.7,6.0,6.8,6.8,7.3
E14001277,2.4,1.9,1.9,1.5,1.7,1.6,1.7,1.7,1.7,1.6,1.6,1.6,1.7,1.6,1.6,1.6,1.8,1.6,1.6,1.5,1.9,2.0,2.2,2.5,2.7,5.7,5.8,5.7,5.6,4.7,4.1,3.6,3.5,3.1,3.1,3.1,3.0,2.9,2.8,2.8,2.8,2.8,2.9,2.6,2.7
E14001278,2.2,1.9,1.7,1.5,1.5,1.4,1.4,1.3,1.4,1.4,1.3,1.3,1.5,1.5,1.4,1.4,1.4,1.3,1.2,1.2,1.5,1.7,2.0,2.1,2.4,5.7,6.0,5.8,6.0,5.1,4.5,3.9,3.6,3.2,3.1,3.1,3.2,3.4,3.4,3.4,3.5,3.7,4.1,3.8,4.1
E14001279,2.2,1.9,1.8,1.7,1.7,1.7,1.8,1.7,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.5,1.5,1.5,1.7,1.9,2.1,2.5,2.6,2.7,2.9,7.7,8.1,8.3,8.2,7.1,6.3,5.8,5.1,4.8,4.8,4.8,4.7,4.8,4.8,4.9,5.0,5.4,6.2,6.1,6.3
E14001280,0.7,0.6,0.5,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.5,0.5,0.6,0.7,0.8,0.8,0.9,0.9,1.0,1.1,1.1,3.6,3.6,3.3,3.3,2.7,2.3,2.1,1.9,1.6,1.7,1.7,1.7,1.6,1.6,1.6,1.7,1.8,1.8,1.8,1.9
E14001281,1.6,1.1,1.1,0.9,1.0,0.8,0.8,0.8,1.0,1.1,1.2,1.1,1.1,1.0,1.1,1.1,1.2,1.1,1.2,1.5,1.8,1.8,1.8,1.9,2.0,4.4,4.5,4.2,4.6,3.8,3.3,2.9,2.8,2.6,2.5,2.5,2.7,2.6,2.4,2.5,2.6,2.8,3.1,2.9,3.1
E14001282,2.6,2.1,2.0,1.7,1.8,1.5,1.4,1.5,1.9,1.8,1.8,1.8,1.8,1.7,1.7,1.9,2.1,2.1,2.1,2.5,2.7,2.7,2.8,2.9,3.0,6.5,6.6,6.3,6.2,5.3,4.6,4.3,4.0,3.4,3.3,3.4,3.5,3.3,3.3,3.5,3.6,3.4,3.6,3.7,3.8
E14001283,1.4,1.1,1.0,0.9,0.9,0.8,0.7,0.7,0.8,0.7,0.7,0.7,0.8,0.8,0.7,0.7,0.8,0.7,0.7,0.7,1.1,1.1,1.2,1.2,1.3,3.9,4.2,4.1,4.2,3.4,2.8,2.4,2.2,1.9,1.9,1.8,1.8,1.9,1.9,2.0,2.0,2.0,2.2,2.0,2.2
