PCON24CD,PCON24NM,Scenario 1,Scenario 1,Scenario 1,Scenario 2,Scenario 2,Scenario 2,Scenario 3,Scenario 3,Scenario 3,Scenario 4,Scenario 4,Scenario 4,Scenario 5,Scenario 5,Scenario 5,Scenario 6,Scenario 6,Scenario 6,Scenario 7,Scenario 7,Scenario 7
E14001389,North Durham,46581,44792,96.2,46581,45979,98.7,46581,7822,16.8,46581,4642,10.0,46581,18135,38.9,46581,2181,4.7,46581,9442,20.3
E14001390,North East Cambridgeshire,47361,34370,72.6,47361,41060,86.7,47361,4917,10.4,47361,2327,4.9,47361,2781,5.9,47361,56,0.1,47361,5042,10.6
E14001391,North East Derbyshire,43723,42344,96.8,43723,43551,99.6,43723,6655,15.2,43723,2250,5.1,43723,10489,24.0,43723,876,2.0,43723,7281,16.7
E14001392,North East Hampshire,43879,39361,89.7,43879,41994,95.7,43879,10925,24.9,43879,11823,26.9,43879,21761,49.6,43879,7354,16.8,43879,13868,31.6
E14001393,North East Hertfordshire,45483,38505,84.7,45483,42026,92.4,45483,8141,17.9,45483,5489,12.1,45483,13670,30.1,45483,2598,5.7,45483,9945,21.9
E14001394,North East Somerset and Hanham,41385,36532,88.3,41385,41130,99.4,41385,4734,11.4,41385,2494,6.0,41385,7100,17.2,41385,1043,2.5,41385,5186,12.5
E14001395,North Herefordshire,43686,28424,65.1,43686,43111,98.7,43686,5557,12.7,43686,2755,6.3,43686,5219,11.9,43686,951,2.2,43686,5923,13.6
E14001396,North Norfolk,47520,28743,60.5,47520,43590,91.7,47520,6138,12.9,47520,3363,7.1,47520,7677,16.2,47520,1609,3.4,47520,6771,14.2
E14001397,North Northumberland,44544,36101,81.0,44544,43026,96.6,44544,5576,12.5,44544,3841,8.6,44544,9989,22.4,44544,1672,3.8,44544,6487,14.6
E14001398,North Shropshire,47162,32101,68.1,47162,45085,95.6,47162,4291,9.1,47162,3299,7.0,47162,3947,8.4,47162,461,1.0,47162,4704,10.0
E14001399,North Somerset,43641,38838,89.0,43641,41343,94.7,43641,4353,10.0,43641,2338,5.4,43641,6609,15.1,43641,562,1.3,43641,4928,11.3
E14001400,North Warwickshire and Bedworth,42125,36810,87.4,42125,39960,94.9,42125,6802,16.1,42125,2341,5.6,42125,5212,12.4,42125,1008,2.4,42125,7218,17.1
E14001401,North West Cambridgeshire,50728,44143,87.0,50728,48396,95.4,50728,7619,15.0,50728,5284,10.4,50728,8056,15.9,50728,682,1.3,50728,8177,16.1
E14001402,North West Essex,46310,39639,85.6,46310,46055,99.4,46310,5736,12.4,46310,3492,7.5,46310,6773,14.6,46310,1057,2.3,46310,6404,13.8
E14001403,North West Hampshire,48021,41886,87.2,48021,45672,95.1,48021,6382,13.3,48021,4037,8.4,48021,15506,32.3,48021,1632,3.4,48021,7190,15.0
E14001404,North West Leicestershire,46264,39021,84.3,46264,43487,94.0,46264,7157,15.5,46264,3157,6.8,46264,9303,20.1,46264,1390,3.0,46264,8093,17.5
E14001405,North West Norfolk,52156,37435,71.8,52156,42068,80.7,52156,7782,14.9,52156,4851,9.3,52156,13663,26.2,52156,2209,4.2,52156,9168,17.6
E14001406,Northampton North,57101,53639,93.9,57101,54179,94.9,57101,7918,13.9,57101,5353,9.4,57101,13426,23.5,57101,1561,2.7,57101,9229,16.2
E14001407,Northampton South,46523,39625,85.2,46523,41062,88.3,46523,4348,9.3,46523,4208,9.0,46523,13267,28.5,46523,1175,2.5,46523,5305,11.4
E14001408,Norwich North,43270,38662,89.4,43270,38694,89.4,43270,5749,13.3,43270,4171,9.6,43270,17996,41.6,43270,2006,4.6,43270,7307,16.9
E14001409,Norwich South,40494,35227,87.0,40494,35642,88.0,40494,3165,7.8,40494,2484,6.1,40494,12337,30.5,40494,573,1.4,40494,3981,9.8
E14001410,Nottingham East,58371,53540,91.7,58371,53541,91.7,58371,6491,11.1,58371,3072,5.3,58371,11838,20.3,58371,894,1.5,58371,7513,12.9
E14001411,Nottingham North and Kimberley,47452,45355,95.6,47452,45389,95.7,47452,6466,13.6,47452,3445,7.3,47452,10901,23.0,47452,751,1.6,47452,7236,15.2
E14001412,Nottingham South,46484,41172,88.6,46484,41478,89.2,46484,5268,11.3,46484,3873,8.3,46484,12056,25.9,46484,1070,2.3,46484,6206,13.4
E14001413,Nuneaton,45051,40069,88.9,45051,42087,93.4,45051,8106,18.0,45051,6396,14.2,45051,13777,30.6,45051,3401,7.5,45051,9888,21.9
E14001414,Old Bexley and Sidcup,41652,40428,97.1,41652,40496,97.2,41652,5073,12.2,41652,5058,12.1,41652,15625,37.5,41652,1482,3.6,41652,6333,15.2
E14001415,Oldham East and Saddleworth,45878,45253,98.6,45878,45878,100.0,45878,9433,20.6,45878,10005,21.8,45878,28840,62.9,45878,4703,10.3,45878,13613,29.7
E14001416,"Oldham West, Chadderton and Royton",44726,43500,97.3,44726,43906,98.2,44726,6293,14.1,44726,3768,8.4,44726,5610,12.5,44726,290,0.6,44726,6557,14.7
E14001417,Orpington,41091,39994,97.3,41091,40134,97.7,41091,8152,19.8,41091,7436,18.1,41091,16165,39.3,41091,2656,6.5,41091,10037,24.4
E14001418,Ossett and Denby Dale,44416,41199,92.8,44416,43788,98.6,44416,6268,14.1,44416,2944,6.6,44416,8419,19.0,44416,903,2.0,44416,6896,15.5
E14001419,Oxford East,53543,52032,97.2,53543,52558,98.2,53543,9074,16.9,53543,6165,11.5,53543,14466,27.0,53543,401,0.7,53543,9781,18.3
E14001420,Oxford West and Abingdon,45115,39705,88.0,45115,42921,95.1,45115,6426,14.2,45115,5787,12.8,45115,8501,18.8,45115,1077,2.4,45115,7446,16.5
E14001421,Peckham,51049,37104,72.7,51049,37104,72.7,51049,17985,35.2,51049,4261,8.3,51049,29863,58.5,51049,2891,5.7,51049,19355,37.9
E14001422,Pendle and Clitheroe,49642,45771,92.2,49642,49637,100.0,49642,8548,17.2,49642,5154,10.4,49642,11245,22.7,49642,1214,2.4,49642,9311,18.8
E14001423,Penistone and Stocksbridge,41430,40235,97.1,41430,41403,99.9,41430,8300,20.0,41430,5232,12.6,41430,15223,36.7,41430,2233,5.4,41430,10020,24.2
E14001424,Penrith and Solway,48927,33975,69.4,48927,45176,92.3,48927,6625,13.5,48927,3661,7.5,48927,4322,8.8,48927,1210,2.5,48927,6981,14.3
E14001425,Peterborough,52605,49811,94.7,52605,50489,96.0,52605,9950,18.9,52605,7340,14.0,52605,14245,27.1,52605,2576,4.9,52605,11764,22.4
E14001426,Plymouth Moor View,45442,34808,76.6,45442,35941,79.1,45442,5797,12.8,45442,5531,12.2,45442,27912,61.4,45442,2549,5.6,45442,7945,17.5
E14001427,Plymouth Sutton and Devonport,57086,56272,98.6,57086,56272,98.6,57086,14122,24.7,57086,15856,27.8,57086,27764,48.6,57086,5287,9.3,57086,17848,31.3
E14001428,"Pontefract, Castleford and Knottingley",47470,42461,89.4,47470,45239,95.3,47470,9272,19.5,47470,3556,7.5,47470,531,1.1,47470,0,0.0,47470,9273,19.5
E14001429,Poole,49148,39961,81.3,49148,39961,81.3,49148,7211,14.7,49148,7298,14.8,49148,14586,29.7,49148,2976,6.1,49148,9204,18.7
E14001430,Poplar and Limehouse,71759,53502,74.6,71759,53502,74.6,71759,14215,19.8,71759,7793,10.9,71759,10965,15.3,71759,2337,3.3,71759,15685,21.9
E14001431,Portsmouth North,42914,40137,93.5,42914,40137,93.5,42914,6883,16.0,42914,5425,12.6,42914,14236,33.2,42914,2059,4.8,42914,8475,19.7
E14001432,Portsmouth South,52005,46670,89.7,52005,46670,89.7,52005,8568,16.5,52005,8254,15.9,52005,18397,35.4,52005,3054,5.9,52005,10473,20.1
E14001433,Preston,53228,47950,90.1,53228,48381,90.9,53228,6427,12.1,53228,7977,15.0,53228,33596,63.1,53228,2946,5.5,53228,9367,17.6
E14001434,Putney,52737,50037,94.9,52737,50037,94.9,52737,7673,14.5,52737,10678,20.2,52737,39920,75.7,52737,5744,10.9,52737,11544,21.9
E14001435,Queen's Park and Maida Vale,59419,51799,87.2,59419,51799,87.2,59419,7379,12.4,59419,4523,7.6,59419,22718,38.2,59419,1480,2.5,59419,8498,14.3
E14001436,Rawmarsh and Conisbrough,43433,40717,93.7,43433,41659,95.9,43433,9394,21.6,43433,8568,19.7,43433,14469,33.3,43433,2998,6.9,43433,11474,26.4
E14001437,Rayleigh and Wickford,42214,36673,86.9,42214,39259,93.0,42214,3079,7.3,42214,2357,5.6,42214,11622,27.5,42214,742,1.8,42214,4088,9.7
E14001438,Reading Central,52233,44614,85.4,52233,46472,89.0,52233,6422,12.3,52233,2329,4.5,52233,7356,14.1,52233,540,1.0,52233,7036,13.5
E14001439,Reading West and Mid Berkshire,40002,37111,92.8,40002,38877,97.2,40002,6334,15.8,40002,4939,12.3,40002,18669,46.7,40002,2613,6.5,40002,8349,20.9
E14001440,Redcar,45853,39550,86.3,45853,43918,95.8,45853,6039,13.2,45853,3927,8.6,45853,8425,18.4,45853,629,1.4,45853,6975,15.2
E14001441,Redditch,43399,36116,83.2,43399,41449,95.5,43399,4047,9.3,43399,4009,9.2,43399,21768,50.2,43399,1868,4.3,43399,5868,13.5
E14001442,Reigate,46501,45550,98.0,46501,45821,98.5,46501,9357,20.1,46501,12186,26.2,46501,37596,80.8,46501,7257,15.6,46501,13770,29.6
E14001443,Ribble Valley,47087,38761,82.3,47087,46485,98.7,47087,5084,10.8,47087,2596,5.5,47087,8924,19.0,47087,828,1.8,47087,5695,12.1
E14001444,Richmond and Northallerton,44896,30822,68.7,44896,44217,98.5,44896,6157,13.7,44896,2137,4.8,44896,4473,10.0,44896,873,1.9,44896,6384,14.2
E14001445,Richmond Park,50255,46703,92.9,50255,46913,93.3,50255,9561,19.0,50255,11703,23.3,50255,37113,73.8,50255,6401,12.7,50255,13586,27.0
E14001446,Rochdale,43708,38453,88.0,43708,39843,91.2,43708,6470,14.8,43708,6056,13.9,43708,8694,19.9,43708,1814,4.2,43708,7431,17.0
E14001447,Rochester and Strood,46254,44133,95.4,46254,45863,99.2,46254,8239,17.8,46254,6450,13.9,46254,10993,23.8,46254,968,2.1,46254,9123,19.7
E14001448,Romford,44862,42518,94.8,44862,42536,94.8,44862,6501,14.5,44862,6007,13.4,44862,16078,35.8,44862,1903,4.2,44862,8169,18.2
E14001449,Romsey and Southampton North,42967,36272,84.4,42967,40484,94.2,42967,4541,10.6,42967,3415,7.9,42967,10196,23.7,42967,943,2.2,42967,5589,13.0
E14001450,Rossendale and Darwen,47454,45684,96.3,47454,47408,99.9,47454,6839,14.4,47454,5163,10.9,47454,15553,32.8,47454,1967,4.1,47454,7993,16.8
E14001451,Rother Valley,41395,38760,93.6,41395,40552,98.0,41395,5178,12.5,41395,3656,8.8,41395,9582,23.1,41395,1315,3.2,41395,6265,15.1
E14001452,Rotherham,49880,49372,99.0,49880,49537,99.3,49880,7119,14.3,49880,4479,9.0,49880,20287,40.7,49880,1700,3.4,49880,8772,17.6
E14001453,Rugby,48777,38174,78.3,48777,42637,87.4,48777,6292,12.9,48777,3211,6.6,48777,6466,13.3,48777,894,1.8,48777,7160,14.7
E14001454,"Ruislip, Northwood and Pinner",41241,36354,88.2,41241,36354,88.2,41241,4709,11.4,41241,4801,11.6,41241,5053,12.3,41241,405,1.0,41241,5062,12.3
E14001455,Runcorn and Helsby,43517,31841,73.2,43517,35058,80.6,43517,6166,14.2,43517,2922,6.7,43517,14234,32.7,43517,1395,3.2,43517,7112,16.3
E14001456,Runnymede and Weybridge,47937,43847,91.5,47937,45483,94.9,47937,7471,15.6,47937,7332,15.3,47937,16717,34.9,47937,2071,4.3,47937,9030,18.8
E14001457,Rushcliffe,46273,40017,86.5,46273,45213,97.7,46273,4334,9.4,46273,3379,7.3,46273,6353,13.7,46273,1002,2.2,46273,5054,10.9
E14001458,Rutland and Stamford,42870,27939,65.2,42870,38054,88.8,42870,4229,9.9,42870,1785,4.2,42870,806,1.9,42870,57,0.1,42870,4303,10.0
E14001459,Salford,63899,51600,80.8,63899,51726,80.9,63899,6902,10.8,63899,9385,14.7,63899,21914,34.3,63899,3158,4.9,63899,9780,15.3
E14001460,Salisbury,44354,39687,89.5,44354,43364,97.8,44354,7177,16.2,44354,6109,13.8,44354,15928,35.9,44354,2396,5.4,44354,8823,19.9
E14001461,Scarborough and Whitby,51459,46556,90.5,51459,50466,98.1,51459,11108,21.6,51459,10775,20.9,51459,17217,33.5,51459,4627,9.0,51459,13546,26.3
E14001462,Scunthorpe,47926,39545,82.5,47926,43665,91.1,47926,6454,13.5,47926,3592,7.5,47926,16956,35.4,47926,1665,3.5,47926,7525,15.7
E14001463,Sefton Central,41856,34818,83.2,41856,38618,92.3,41856,4449,10.6,41856,2166,5.2,41856,7771,18.6,41856,486,1.2,41856,4925,11.8
E14001464,Selby,46459,33227,71.5,46459,42920,92.4,46459,6042,13.0,46459,2322,5.0,46459,2649,5.7,46459,187,0.4,46459,6178,13.3
E14001465,Sevenoaks,42937,39966,93.1,42937,42314,98.5,42937,4689,10.9,42937,1885,4.4,42937,8245,19.2,42937,756,1.8,42937,5115,11.9
E14001466,Sheffield Brightside and Hillsborough,48076,48069,100.0,48076,48069,100.0,48076,8731,18.2,48076,10187,21.2,48076,33974,70.7,48076,5277,11.0,48076,13191,27.4
E14001467,Sheffield Central,66984,53020,79.2,66984,53020,79.2,66984,7756,11.6,66984,8159,12.2,66984,31040,46.3,66984,3227,4.8,66984,10455,15.6
E14001468,Sheffield Hallam,44121,43526,98.7,44121,43687,99.0,44121,4671,10.6,44121,3599,8.2,44121,21036,47.7,44121,1814,4.1,44121,5991,13.6
E14001469,Sheffield Heeley,51586,51043,98.9,51586,51062,99.0,51586,8895,17.2,51586,10289,19.9,51586,40659,78.8,51586,5551,10.8,51586,13316,25.8
E14001470,Sheffield South East,46294,46166,99.7,46294,46234,99.9,46294,10460,22.6,46294,9240,20.0,46294,27399,59.2,46294,3842,8.3,46294,12495,27.0
E14001471,Sherwood Forest,47261,38312,81.1,47261,44638,94.4,47261,5279,11.2,47261,2118,4.5,47261,11340,24.0,47261,741,1.6,47261,5780,12.2
E14001472,Shipley,44726,42371,94.7,44726,44124,98.7,44726,8055,18.0,44726,5863,13.1,44726,11347,25.4,44726,2333,5.2,44726,9505,21.3
E14001473,Shrewsbury,47100,40036,85.0,47100,46339,98.4,47100,5152,10.9,47100,3189,6.8,47100,10557,22.4,47100,1176,2.5,47100,6128,13.0
E14001474,Sittingbourne and Sheppey,50725,41054,80.9,50725,48272,95.2,50725,6368,12.6,50725,2652,5.2,50725,7197,14.2,50725,944,1.9,50725,7358,14.5
E14001475,Skipton and Ripon,48639,38646,79.5,48639,48053,98.8,48639,6481,13.3,48639,2797,5.8,48639,13308,27.4,48639,1422,2.9,48639,7288,15.0
E14001476,Sleaford and North Hykeham,44093,31273,70.9,44093,40898,92.8,44093,4062,9.2,44093,1191,2.7,44093,2918,6.6,44093,299,0.7,44093,4332,9.8
E14001477,Slough,48423,42502,87.8,48423,42948,88.7,48423,6152,12.7,48423,5752,11.9,48423,7717,15.9,48423,902,1.9,48423,6956,14.4
E14001478,Smethwick,44936,39148,87.1,44936,39148,87.1,44936,4488,10.0,44936,5660,12.6,44936,26086,58.1,44936,2215,4.9,44936,6835,15.2
E14001479,Solihull West and Shirley,41143,29906,72.7,41143,30181,73.4,41143,2875,7.0,41143,2214,5.4,41143,12526,30.4,41143,812,2.0,41143,3721,9.0
E14001480,South Basildon and East Thurrock,42770,38550,90.1,42770,40550,94.8,42770,5841,13.7,42770,3208,7.5,42770,10591,24.8,42770,704,1.6,42770,6536,15.3
E14001481,South Cambridgeshire,46595,36590,78.5,46595,42614,91.5,46595,5160,11.1,46595,1831,3.9,46595,5620,12.1,46595,751,1.6,46595,5673,12.2
E14001482,South Cotswolds,44664,34040,76.2,44664,43204,96.7,44664,4912,11.0,44664,2686,6.0,44664,5498,12.3,44664,731,1.6,44664,5338,12.0
E14001483,South Derbyshire,44081,32413,73.5,44081,38538,87.4,44081,5872,13.3,44081,3532,8.0,44081,11318,25.7,44081,2240,5.1,44081,6970,15.8
E14001484,South Devon,48791,34166,70.0,48791,43847,89.9,48791,5227,10.7,48791,1927,3.9,48791,7887,16.2,48791,934,1.9,48791,5786,11.9
E14001485,South Dorset,49839,46729,93.8,49839,49092,98.5,49839,6638,13.3,49839,5086,10.2,49839,17963,36.0,49839,2722,5.5,49839,8285,16.6
E14001486,South East Cornwall,46520,34089,73.3,46520,43104,92.7,46520,5406,11.6,46520,2154,4.6,46520,5489,11.8,46520,1199,2.6,46520,5826,12.5
E14001487,South Holland and The Deepings,50419,25599,50.8,50419,36649,72.7,50419,4845,9.6,50419,1096,2.2,50419,9,0.0,50419,0,0.0,50419,4845,9.6
E14001488,South Leicestershire,44966,32650,72.6,44966,43852,97.5,44966,4004,8.9,44966,1175,2.6,44966,1412,3.1,44966,30,0.1,44966,4090,9.1
E14001489,South Norfolk,42780,22768,53.2,42780,33259,77.7,42780,4099,9.6,42780,1256,2.9,42780,3667,8.6,42780,700,1.6,42780,4461,10.4
E14001490,South Northamptonshire,45072,28919,64.2,45072,41585,92.3,45072,4159,9.2,45072,806,1.8,45072,1775,3.9,45072,40,0.1,45072,4205,9.3
E14001491,South Ribble,42864,37561,87.6,42864,41359,96.5,42864,4066,9.5,42864,1912,4.5,42864,10258,23.9,42864,476,1.1,42864,4544,10.6
E14001492,South Shields,44620,41515,93.0,44620,42690,95.7,44620,7404,16.6,44620,7818,17.5,44620,27228,61.0,44620,3824,8.6,44620,10500,23.5
E14001493,South Shropshire,46557,37342,80.2,46557,45920,98.6,46557,5179,11.1,46557,3995,8.6,46557,7648,16.4,46557,1481,3.2,46557,5740,12.3
E14001494,South Suffolk,43526,36106,83.0,43526,42616,97.9,43526,6850,15.7,43526,5231,12.0,43526,11476,26.4,43526,1748,4.0,43526,8548,19.6
E14001495,South West Devon,44270,34016,76.8,44270,39178,88.5,44270,5830,13.2,44270,4740,10.7,44270,10272,23.2,44270,2155,4.9,44270,6886,15.6
E14001496,South West Hertfordshire,41108,39530,96.2,41108,39969,97.2,41108,6357,15.5,41108,5606,13.6,41108,20041,48.8,41108,2746,6.7,41108,7834,19.1
E14001497,South West Norfolk,47665,33358,70.0,47665,41555,87.2,47665,6483,13.6,47665,3659,7.7,47665,6966,14.6,47665,2153,4.5,47665,7267,15.2
E14001498,South West Wiltshire,44841,34291,76.5,44841,43929,98.0,44841,4879,10.9,44841,2963,6.6,44841,10208,22.8,44841,1035,2.3,44841,5704,12.7
E14001499,Southampton Itchen,50049,47411,94.7,50049,47411,94.7,50049,8499,17.0,50049,11937,23.9,50049,25100,50.2,50049,4898,9.8,50049,12492,25.0
E14001500,Southampton Test,49023,38178,77.9,49023,38559,78.7,49023,6160,12.6,49023,6491,13.2,49023,18950,38.7,49023,2996,6.1,49023,8696,17.7
E14001501,Southend East and Rochford,47813,31816,66.5,47813,32988,69.0,47813,3665,7.7,47813,4274,8.9,47813,10039,21.0,47813,1430,3.0,47813,4990,10.4
E14001502,Southend West and Leigh,46665,29479,63.2,46665,29526,63.3,46665,3129,6.7,46665,3287,7.0,46665,17451,37.4,46665,1315,2.8,46665,4277,9.2
E14001503,Southgate and Wood Green,54065,51852,95.9,54065,51852,95.9,54065,17709,32.8,54065,18177,33.6,54065,45819,84.7,54065,13081,24.2,54065,22660,41.9
E14001504,Southport,49210,41942,85.2,49210,44558,90.5,49210,4141,8.4,49210,2774,5.6,49210,15279,31.0,49210,1346,2.7,49210,5212,10.6
E14001505,Spelthorne,44611,39843,89.3,44611,41754,93.6,44611,6568,14.7,44611,5673,12.7,44611,8342,18.7,44611,1944,4.4,44611,7781,17.4
E14001506,Spen Valley,43534,38170,87.7,43534,42815,98.3,43534,8085,18.6,43534,2454,5.6,43534,4465,10.3,43534,150,0.3,43534,8164,18.8
E14001507,St Albans,43043,42690,99.2,43043,42853,99.6,43043,10084,23.4,43043,9932,23.1,43043,29822,69.3,43043,5329,12.4,43043,13890,32.3
E14001508,St Austell and Newquay,49272,41181,83.6,49272,46974,95.3,49272,4739,9.6,49272,1400,2.8,49272,5461,11.1,49272,376,0.8,49272,5071,10.3
E14001509,St Helens North,46216,45219,97.8,46216,46164,99.9,46216,10593,22.9,46216,10357,22.4,46216,28758,62.2,46216,5394,11.7,46216,14408,31.2
E14001510,St Helens South and Whiston,45339,42787,94.4,45339,44363,97.8,45339,8409,18.5,45339,6451,14.2,45339,18189,40.1,45339,2292,5.1,45339,10631,23.4
E14001511,St Ives,47214,37746,79.9,47214,46295,98.1,47214,6786,14.4,47214,4082,8.6,47214,11137,23.6,47214,1811,3.8,47214,7792,16.5
E14001512,St Neots and Mid Cambridgeshire,46762,38932,83.3,46762,43715,93.5,46762,6503,13.9,46762,4114,8.8,46762,13357,28.6,46762,2721,5.8,46762,7873,16.8
E14001513,Stafford,44531,32133,72.2,44531,40944,91.9,44531,4488,10.1,44531,2342,5.3,44531,8536,19.2,44531,771,1.7,44531,5074,11.4
E14001514,Staffordshire Moorlands,40306,32608,80.9,40306,39836,98.8,40306,5596,13.9,40306,3077,7.6,40306,8064,20.0,40306,1119,2.8,40306,6334,15.7
E14001515,Stalybridge and Hyde,44555,44181,99.2,44555,44219,99.2,44555,5703,12.8,44555,4986,11.2,44555,27337,61.4,44555,2508,5.6,44555,7842,17.6
E14001516,Stevenage,43037,42325,98.3,43037,42736,99.3,43037,6363,14.8,43037,6423,14.9,43037,20684,48.1,43037,1649,3.8,43037,8636,20.1
E14001517,Stockport,49252,47289,96.0,49252,47310,96.1,49252,10821,22.0,49252,10262,20.8,49252,20084,40.8,49252,3014,6.1,49252,12833,26.1
E14001518,Stockton North,46144,41044,88.9,46144,43379,94.0,46144,6681,14.5,46144,5048,10.9,46144,16314,35.4,46144,1826,4.0,46144,8176,17.7
E14001519,Stockton West,40442,25783,63.8,40442,30789,76.1,40442,3295,8.1,40442,2978,7.4,40442,8866,21.9,40442,1366,3.4,40442,4120,10.2
E14001520,Stoke-on-Trent Central,56273,55510,98.6,56273,55668,98.9,56273,18342,32.6,56273,20269,36.0,56273,43026,76.5,56273,10769,19.1,56273,24901,44.3
E14001521,Stoke-on-Trent North,46403,45310,97.6,46403,46133,99.4,46403,14930,32.2,46403,17666,38.1,46403,34764,74.9,46403,11159,24.0,46403,20302,43.8
E14001522,Stoke-on-Trent South,42094,35850,85.2,42094,38945,92.5,42094,9318,22.1,42094,9318,22.1,42094,23340,55.4,42094,5681,13.5,42094,12372,29.4
E14001523,"Stone, Great Wyrley and Penkridge",41173,28174,68.4,41173,37824,91.9,41173,3535,8.6,41173,1226,3.0,41173,2625,6.4,41173,356,0.9,41173,3690,9.0
E14001524,Stourbridge,41758,39226,93.9,41758,40116,96.1,41758,5808,13.9,41758,4962,11.9,41758,17695,42.4,41758,2114,5.1,41758,7508,18.0
E14001525,Stratford and Bow,54242,51978,95.8,54242,51978,95.8,54242,9505,17.5,54242,12086,22.3,54242,37871,69.8,54242,7803,14.4,54242,13544,25.0
E14001526,Stratford-on-Avon,47233,32708,69.2,47233,43667,92.5,47233,3680,7.8,47233,776,1.6,47233,1725,3.7,47233,57,0.1,47233,3746,7.9
E14001527,Streatham and Croydon North,50904,45988,90.3,50904,45988,90.3,50904,8294,16.3,50904,12175,23.9,50904,37691,74.0,50904,6243,12.3,50904,13220,26.0
E14001528,Stretford and Urmston,46103,45183,98.0,46103,45187,98.0,46103,7549,16.4,46103,8445,18.3,46103,4587,9.9,46103,695,1.5,46103,8259,17.9
E14001529,Stroud,44760,41189,92.0,44760,44683,99.8,44760,6895,15.4,44760,3357,7.5,44760,9775,21.8,44760,1245,2.8,44760,7506,16.8
E14001530,Suffolk Coastal,49339,45156,91.5,49339,48284,97.9,49339,8608,17.4,49339,5982,12.1,49339,8049,16.3,49339,1688,3.4,49339,9404,19.1
E14001531,Sunderland Central,49357,47538,96.3,49357,48096,97.4,49357,8080,16.4,49357,8048,16.3,49357,14006,28.4,49357,1498,3.0,49357,9559,19.4
E14001532,Surrey Heath,41436,37203,89.8,41436,37645,90.9,41436,6578,15.9,41436,6174,14.9,41436,13935,33.6,41436,2772,6.7,41436,7972,19.2
E14001533,Sussex Weald,41071,32769,79.8,41071,38276,93.2,41071,3847,9.4,41071,2665,6.5,41071,7928,19.3,41071,1074,2.6,41071,4690,11.4
E14001534,Sutton and Cheam,44110,41669,94.5,44110,41669,94.5,44110,6205,14.1,44110,5563,12.6,44110,16148,36.6,44110,2323,5.3,44110,7486,17.0
E14001535,Sutton Coldfield,42446,32886,77.5,42446,35134,82.8,42446,4585,10.8,42446,4898,11.5,42446,19079,44.9,42446,2059,4.9,42446,6294,14.8
E14001536,Swindon North,45533,31891,70.0,45533,32061,70.4,45533,7359,16.2,45533,5188,11.4,45533,13457,29.6,45533,2250,4.9,45533,8765,19.2
E14001537,Swindon South,50213,41154,82.0,50213,41652,83.0,50213,6865,13.7,50213,6666,13.3,50213,19965,39.8,50213,3477,6.9,50213,9229,18.4
E14001538,Tamworth,43871,37474,85.4,43871,41387,94.3,43871,4564,10.4,43871,4139,9.4,43871,21422,48.8,43871,1747,4.0,43871,6239,14.2
E14001539,Tatton,45038,37520,83.3,45038,43995,97.7,45038,5735,12.7,45038,3068,6.8,45038,9607,21.3,45038,1812,4.0,45038,6505,14.4
E14001540,Taunton and Wellington,52098,40000,76.8,52098,50317,96.6,52098,6074,11.7,52098,2534,4.9,52098,8722,16.7,52098,582,1.1,52098,6363,12.2
E14001541,Telford,46953,39762,84.7,46953,39763,84.7,46953,11714,24.9,46953,9891,21.1,46953,12648,26.9,46953,2460,5.2,46953,13183,28.1
E14001542,Tewkesbury,46603,41364,88.8,46603,46325,99.4,46603,7197,15.4,46603,3286,7.1,46603,8369,18.0,46603,1886,4.0,46603,8220,17.6
E14001543,The Wrekin,47453,35069,73.9,47453,37986,80.0,47453,8317,17.5,47453,6878,14.5,47453,11542,24.3,47453,3641,7.7,47453,9887,20.8
E14001544,Thirsk and Malton,49611,34788,70.1,49611,46064,92.9,49611,5602,11.3,49611,3372,6.8,49611,4445,9.0,49611,975,2.0,49611,5910,11.9
E14001545,Thornbury and Yate,43391,36438,84.0,43391,42805,98.6,43391,6623,15.3,43391,5508,12.7,43391,10756,24.8,43391,2841,6.5,43391,7888,18.2
E14001546,Thurrock,47736,42203,88.4,47736,43293,90.7,47736,7383,15.5,47736,5464,11.4,47736,10835,22.7,47736,1924,4.0,47736,8303,17.4
E14001547,Tipton and Wednesbury,45710,43665,95.5,45710,43667,95.5,45710,5576,12.2,45710,7573,16.6,45710,16858,36.9,45710,2134,4.7,45710,7638,16.7
E14001548,Tiverton and Minehead,45057,33532,74.4,45057,41875,92.9,45057,5005,11.1,45057,2693,6.0,45057,8052,17.9,45057,1038,2.3,45057,5592,12.4
E14001549,Tonbridge,41907,37253,88.9,41907,41417,98.8,41907,3401,8.1,41907,1430,3.4,41907,1950,4.7,41907,190,0.5,41907,3526,8.4
E14001550,Tooting,48669,46693,95.9,48669,46693,95.9,48669,6560,13.5,48669,8650,17.8,48669,31695,65.1,48669,4463,9.2,48669,9440,19.4
E14001551,Torbay,56400,48264,85.6,56400,50432,89.4,56400,9184,16.3,56400,4478,7.9,56400,10069,17.9,56400,868,1.5,56400,9921,17.6
E14001552,Torridge and Tavistock,46316,29823,64.4,46316,40410,87.2,46316,5471,11.8,46316,4047,8.7,46316,15080,32.6,46316,2174,4.7,46316,6864,14.8
E14001553,Tottenham,59336,56607,95.4,59336,56607,95.4,59336,18178,30.6,59336,21378,36.0,59336,35509,59.8,59336,9210,15.5,59336,23976,40.4
E14001554,Truro and Falmouth,46527,37520,80.6,46527,43576,93.7,46527,5093,10.9,46527,2441,5.2,46527,809,1.7,46527,142,0.3,46527,5152,11.1
