PCON24CD,PCON24NM,Total,Total,Total,Total,Total,Total,Total,Total,Total,500K_UP,500K_UP,500K_UP,500K_UP,500K_UP,500K_UP,500K_UP,500K_UP,500K_UP,1M_UP,1M_UP,1M_UP,1M_UP,1M_UP,1M_UP,1M_UP,1M_UP,1M_UP,1.5M_UP,1.5M_UP,1.5M_UP,1.5M_UP,1.5M_UP,1.5M_UP,1.5M_UP,1.5M_UP,1.5M_UP
E14001518,Stockton North,1588,1824,1587,2154,1965,1503,1570,1287,,13,11,21,43,56,38,40,13,,1,0,1,4,0,2,1,0,,0,0,0,2,0,0,0,0,
E14001519,Stockton West,1894,1897,1743,2194,1857,1640,1739,1315,,24,41,42,58,56,57,71,57,,1,1,1,2,3,0,5,2,,0,1,0,0,0,0,0,1,
E14001520,Stoke-on-Trent Central,2078,1831,1520,2123,2104,1639,1613,1262,,0,0,0,2,1,2,2,3,,0,0,0,1,0,0,0,0,,0,0,0,1,0,0,0,0,
E14001521,Stoke-on-Trent North,1677,1653,1390,1823,1705,1551,1538,1148,,1,2,2,3,6,7,5,3,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,
E14001522,Stoke-on-Trent South,1425,1453,1349,1849,1415,1305,1386,972,,21,34,27,67,40,39,47,26,,0,0,2,2,1,6,2,0,,0,0,1,2,1,3,1,0,
E14001523,"Stone, Great Wyrley and Penkridge",1538,1579,1310,1849,1646,1310,1225,973,,45,52,54,119,125,114,91,86,,0,0,2,2,9,5,4,2,,0,0,1,1,1,1,1,0,
E14001524,Stourbridge,1343,1420,1169,1638,1391,1128,1239,913,,24,40,37,70,65,63,70,45,,0,1,1,5,1,5,6,4,,0,0,0,2,0,1,0,1,
E14001525,Stratford and Bow,1758,2272,1054,1635,1510,978,1112,744,,638,971,421,691,664,353,411,283,,24,24,31,44,45,32,46,28,,3,4,4,4,6,5,6,3,
E14001526,Stratford-on-Avon,1988,1854,1705,2530,2134,1715,1854,1297,,340,348,393,667,563,477,524,349,,37,44,56,100,108,80,71,49,,14,6,13,28,40,22,17,18,
E14001527,Streatham and Croydon North,1526,1412,1357,2115,1758,1391,1602,1228,,469,434,487,833,691,543,670,476,,43,48,67,101,95,71,106,59,,12,12,18,20,30,17,23,15,
E14001528,Stretford and Urmston,1602,1584,1334,2342,1469,1411,1334,934,,21,34,48,68,84,53,89,69,,0,1,7,1,0,0,2,0,,0,0,0,0,0,0,1,0,
E14001529,Stroud,1683,1655,1449,2223,1779,1448,1446,1164,,143,138,156,280,274,213,251,183,,2,13,10,33,39,19,20,15,,0,3,2,8,8,9,5,6,
E14001530,Suffolk Coastal,1754,1674,1733,2324,1875,1485,1758,1289,,230,195,286,405,401,307,299,245,,20,19,36,46,46,50,40,24,,5,4,8,16,21,14,7,7,
E14001531,Sunderland Central,1484,1574,1539,2089,1863,1501,1743,1168,,3,5,8,12,27,6,13,12,,0,0,0,0,4,0,0,2,,0,0,0,0,1,0,0,1,
E14001532,Surrey Heath,1488,1548,1295,2123,1743,1191,1371,1062,,507,530,508,842,697,504,609,454,,44,49,75,104,92,67,86,36,,8,15,14,28,29,21,20,3,
E14001533,Sussex Weald,1596,1580,1640,2453,1686,1280,1476,1151,,287,247,407,673,562,369,423,298,,47,31,62,130,126,72,65,45,,11,5,18,41,35,24,15,16,
E14001534,Sutton and Cheam,1468,1397,1279,1974,1621,1374,1411,1049,,322,359,393,676,639,582,613,472,,25,34,42,89,64,63,74,37,,7,4,6,23,13,15,13,9,
E14001535,Sutton Coldfield,1798,1615,1360,2131,1630,1282,1419,1184,,173,171,207,355,346,269,318,265,,16,18,28,29,36,25,28,24,,5,5,5,8,8,10,9,8,
E14001536,Swindon North,2308,2037,1559,2450,2062,1593,1573,1356,,73,47,52,103,120,78,65,74,,2,0,0,2,1,3,0,0,,0,0,0,0,0,1,0,0,
E14001537,Swindon South,2050,1801,1496,2300,1899,1670,1676,1321,,36,23,28,57,58,45,60,49,,2,2,0,0,1,3,4,0,,1,1,0,0,1,1,0,0,
E14001538,Tamworth,1592,1792,1600,2210,1848,1421,1538,1119,,67,89,82,146,143,98,112,82,,10,15,19,29,27,20,24,15,,0,3,8,11,9,8,7,6,
E14001539,Tatton,1937,1835,1753,2568,1920,1698,1851,1406,,488,525,553,845,690,620,628,576,,79,85,95,170,149,146,118,117,,25,24,39,56,72,43,49,37,
E14001540,Taunton and Wellington,2160,2034,1682,2484,2187,1746,1758,1468,,79,81,90,185,187,131,144,127,,3,6,2,6,18,4,12,6,,0,1,0,2,3,2,1,0,
E14001541,Telford,1918,2020,1577,2269,1993,1608,1671,1121,,3,5,6,16,20,29,18,12,,0,0,0,1,0,1,0,0,,0,0,0,0,0,1,0,0,
E14001542,Tewkesbury,2045,1783,1563,2219,1835,1695,1676,1318,,137,155,169,261,233,270,280,200,,7,6,9,24,21,37,25,12,,2,1,1,7,4,8,10,4,
E14001543,The Wrekin,1723,1902,1609,2310,1854,1404,1554,1067,,33,38,74,162,133,102,95,82,,2,0,0,1,5,4,2,4,,0,0,0,0,0,0,1,1,
E14001544,Thirsk and Malton,1755,1866,1793,2338,2122,1604,1643,1279,,81,68,118,171,205,182,169,118,,4,1,5,16,15,18,14,4,,1,0,0,2,4,3,4,1,
E14001545,Thornbury and Yate,1510,1761,1521,2067,1845,1375,1405,1071,,166,190,218,328,359,315,267,198,,3,5,5,19,18,13,17,7,,0,1,0,4,2,3,2,0,
E14001546,Thurrock,1934,1864,1622,2150,1792,1209,1354,1167,,52,38,61,123,103,85,96,105,,0,2,2,1,0,0,0,1,,0,0,0,0,0,0,0,0,
E14001547,Tipton and Wednesbury,1306,1205,876,1311,1141,979,1042,681,,0,1,0,0,0,1,1,2,,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,1,
E14001548,Tiverton and Minehead,1621,1434,1465,2037,1654,1293,1280,1038,,101,91,114,243,232,200,166,128,,3,4,6,22,17,11,14,8,,1,2,0,4,6,3,2,1,
E14001549,Tonbridge,1392,1319,1279,1966,1597,1056,1259,1054,,395,342,388,711,606,379,496,426,,55,36,50,114,96,71,85,58,,14,9,9,40,22,24,17,9,
E14001550,Tooting,1464,1488,1491,2270,2035,1576,1731,1264,,885,912,1019,1515,1340,1001,1158,808,,209,214,252,415,375,255,282,215,,80,77,105,157,151,110,115,85,
E14001551,Torbay,2158,2060,1694,2688,2127,1524,1653,1303,,64,66,74,161,132,121,92,67,,4,6,9,11,18,20,9,4,,1,3,1,6,7,1,2,0,
E14001552,Torridge and Tavistock,1880,1779,1698,2332,1829,1532,1612,1249,,74,88,132,232,253,203,170,140,,2,0,3,16,16,10,7,4,,0,0,0,6,3,0,1,0,
E14001553,Tottenham,1132,1068,1014,1999,1326,1212,1255,988,,443,447,441,1037,705,520,634,491,,26,29,25,45,51,38,41,35,,4,10,3,16,18,12,8,4,
E14001554,Truro and Falmouth,1915,1908,1787,2380,1678,1428,1466,1161,,188,202,289,437,372,310,308,223,,17,19,48,54,63,46,45,31,,8,4,15,22,27,15,16,5,
E14001555,Tunbridge Wells,1841,1832,1739,2736,2327,1706,1717,1245,,552,558,591,1027,1017,667,648,469,,82,82,105,167,188,133,120,76,,19,18,27,52,59,39,36,15,
E14001556,Twickenham,1537,1487,1498,2254,1756,1471,1490,1147,,914,878,976,1471,1153,971,981,745,,230,230,258,438,371,331,337,213,,68,66,91,166,148,97,123,80,
E14001557,Tynemouth,1761,1716,1426,2004,1745,1623,1667,1170,,42,50,60,88,105,113,151,108,,0,1,1,2,4,3,5,1,,0,0,0,1,1,0,1,1,
E14001558,Uxbridge and South Ruislip,1656,1787,1367,2035,1488,1227,1266,1001,,401,382,388,691,637,469,577,497,,9,10,16,25,41,24,28,23,,0,2,4,2,6,3,2,3,
E14001559,Vauxhall and Camberwell Green,1303,1435,1575,1527,1326,1140,1088,778,,712,923,1161,925,766,668,595,384,,207,184,432,262,230,141,115,72,,121,81,187,120,100,61,40,23,
E14001560,Wakefield and Rothwell,1862,1664,1506,2155,1967,1582,1645,1121,,16,11,18,47,41,31,47,30,,0,0,0,2,1,0,2,0,,0,0,0,1,0,0,1,0,
E14001561,Wallasey,1603,1684,1309,1909,1795,1243,1579,1270,,1,4,2,11,16,12,13,17,,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,
E14001562,Walsall and Bloxwich,1225,1195,1085,1378,1328,1063,1138,830,,7,11,18,24,31,28,25,16,,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,
E14001563,Walthamstow,1442,1601,1315,1975,1703,1319,1478,1084,,454,525,480,898,816,661,736,608,,9,6,13,18,38,26,41,43,,1,0,0,1,3,5,3,1,
E14001564,Warrington North,1298,1327,1234,1726,1397,1111,1296,994,,20,24,35,63,53,53,51,44,,1,0,2,5,3,2,5,3,,0,0,1,3,0,0,1,0,
E14001565,Warrington South,1737,1883,1783,2374,2154,1667,1503,1278,,71,75,89,159,195,192,157,136,,4,3,7,9,7,14,7,9,,0,0,2,1,2,2,0,1,
E14001566,Warwick and Leamington,2050,1894,1603,2499,1938,1726,1849,1417,,238,250,206,344,328,324,352,268,,23,19,21,30,34,27,42,19,,4,3,5,5,9,7,9,5,
E14001567,Washington and Gateshead South,1109,1269,1187,1403,1260,1130,1149,896,,11,6,8,18,12,16,12,7,,0,0,0,1,0,2,0,0,,0,0,0,0,0,1,0,0,
E14001568,Watford,1395,1436,1166,2007,1802,1344,1350,1050,,285,248,254,469,424,323,390,308,,34,26,19,54,51,30,50,34,,7,4,3,7,8,3,9,4,
E14001569,Waveney Valley,1368,1429,1363,2186,1527,1405,1327,1042,,96,119,115,343,262,255,181,150,,2,4,5,16,14,11,5,5,,0,1,4,4,1,2,1,0,
E14001570,Weald of Kent,1439,1500,1701,2632,1871,1334,1349,1012,,383,412,515,808,667,518,482,368,,28,23,53,81,86,62,59,33,,5,4,11,17,18,11,4,5,
E14001571,Wellingborough and Rushden,1950,1826,1573,2352,2007,1633,1697,1417,,12,21,32,55,42,54,63,37,,0,0,1,1,2,2,5,0,,0,0,0,0,1,1,4,0,
E14001572,Wells and Mendip Hills,1438,1398,1504,2322,1726,1390,1461,1086,,159,178,216,401,356,302,294,267,,5,8,12,20,21,21,15,10,,2,0,3,5,5,5,3,1,
E14001573,Welwyn Hatfield,1506,1493,1384,2003,1548,1065,1197,1002,,335,334,360,502,480,346,367,300,,41,49,35,80,96,66,55,32,,13,7,7,18,25,24,18,6,
E14001574,West Bromwich,1275,1201,953,1493,1304,992,1086,768,,1,1,0,7,11,5,8,3,,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,
E14001575,West Dorset,1903,1806,1610,2351,1930,1544,1555,1300,,237,233,229,520,499,388,368,297,,15,16,12,36,39,36,34,17,,3,4,2,15,9,6,4,3,
E14001576,West Ham and Beckton,1978,1027,1370,1634,1379,1153,1223,903,,523,213,341,429,297,282,343,220,,28,8,3,6,6,3,11,2,,0,1,0,1,0,1,0,0,
E14001577,West Lancashire,1376,1496,1371,2007,1636,1336,1490,1094,,77,42,62,124,96,94,107,70,,3,2,3,9,9,9,13,5,,1,0,0,1,3,1,4,1,
E14001578,West Suffolk,1989,1850,1762,2487,2118,1514,1692,1507,,120,91,124,206,213,161,141,123,,8,6,6,12,19,16,9,10,,3,2,2,1,7,4,2,2,
E14001579,West Worcestershire,1730,1700,1503,2202,1768,1457,1633,1132,,178,169,199,363,378,273,300,215,,1,2,9,23,22,13,12,10,,0,0,1,7,2,2,1,3,
E14001580,Westmorland and Lonsdale,1834,1696,1572,2187,1769,1540,1481,1232,,108,118,161,255,290,257,238,167,,7,11,21,32,36,26,25,20,,0,7,7,6,10,8,7,5,
E14001581,Weston-Super-Mare,2113,1906,1615,2611,2221,1519,1777,1558,,17,17,20,57,67,38,60,48,,0,0,0,1,1,0,2,0,,0,0,0,0,0,0,0,0,
E14001582,Wetherby and Easingwold,1683,1720,1670,2206,1880,1548,1561,1134,,249,262,336,551,487,364,409,330,,15,18,36,53,63,36,39,34,,2,7,6,17,13,7,13,9,
E14001583,Whitehaven and Workington,1448,1571,1532,2073,1770,1510,1632,1264,,1,5,7,15,13,16,15,8,,0,0,1,0,0,0,0,1,,0,0,0,0,0,0,0,0,
E14001584,Widnes and Halewood,1445,1259,1119,1521,1389,1310,1391,1006,,5,5,8,22,18,25,47,30,,0,0,0,0,0,0,2,2,,0,0,0,0,0,0,0,0,
E14001585,Wigan,1731,1647,1546,2105,1926,1613,1663,1192,,12,7,17,31,22,20,26,28,,1,0,2,4,1,2,4,1,,0,0,0,0,0,1,1,0,
E14001586,Wimbledon,1457,1461,1369,2402,1962,1465,1625,1172,,966,933,956,1711,1382,1014,1114,805,,271,263,255,498,447,319,385,248,,123,116,128,214,192,136,146,101,
E14001587,Winchester,1539,1613,1447,2295,1720,1270,1446,1106,,589,632,650,1106,924,649,756,544,,104,104,139,235,183,149,171,98,,37,34,50,68,56,52,62,26,
E14001588,Windsor,1337,1313,1257,2028,1659,1308,1406,1009,,558,586,645,1015,893,681,722,504,,152,168,182,335,312,238,227,105,,72,73,93,171,155,97,103,48,
E14001589,Wirral West,1584,1482,1394,1958,1552,1210,1416,1101,,100,122,160,287,261,189,224,180,,4,10,8,25,30,31,27,14,,1,1,2,7,11,5,6,2,
E14001590,Witham,1992,1816,1751,2702,2141,1720,1706,1316,,181,148,263,462,452,370,351,262,,15,14,21,33,34,30,25,14,,3,2,2,5,9,4,7,3,
E14001591,Witney,1825,1708,1764,2591,1926,1674,1533,1240,,290,266,370,625,511,409,353,311,,34,32,48,74,71,58,52,44,,12,8,21,19,21,20,17,14,
E14001592,Woking,1732,1526,1377,2210,1883,1395,1464,1197,,505,459,450,804,667,547,565,416,,80,79,80,170,203,150,126,79,,16,11,12,47,47,53,43,26,
E14001593,Wokingham,1889,1768,1627,2474,2025,1553,1681,1168,,642,718,600,1014,1048,759,835,610,,44,44,51,105,110,64,81,77,,11,9,15,28,20,26,17,22,
E14001594,Wolverhampton North East,1281,1327,1100,1531,1218,1096,1122,769,,3,0,4,1,1,1,2,5,,0,0,1,0,0,0,0,0,,0,0,1,0,0,0,0,0,
E14001595,Wolverhampton South East,1451,1386,1227,1493,1179,1071,1028,772,,1,2,3,1,1,1,0,0,,0,0,0,0,1,0,0,0,,0,0,0,0,1,0,0,0,
E14001596,Wolverhampton West,1522,1378,1197,1621,1425,1110,1203,986,,30,18,30,66,59,53,76,53,,0,1,2,3,3,1,3,6,,0,1,0,0,0,0,1,0,
E14001597,Worcester,1891,1686,1456,2205,1834,1416,1579,1285,,40,39,34,89,77,52,71,56,,0,1,0,0,3,3,2,6,,0,0,0,0,1,0,0,0,
E14001598,Worsley and Eccles,1987,1947,1704,2321,1949,1460,1535,1321,,49,39,50,107,94,72,80,79,,2,3,4,12,14,4,3,3,,0,0,0,3,6,1,0,1,
E14001599,Worthing West,2242,2218,1818,2682,2138,1844,1806,1430,,235,204,280,544,463,418,415,285,,19,9,22,51,44,31,34,24,,7,4,7,13,9,6,8,6,
E14001600,Wycombe,1460,1451,1300,2123,1679,1115,1336,1056,,218,257,252,531,425,279,364,281,,27,32,36,72,65,40,50,21,,8,8,15,23,12,18,20,5,
E14001601,Wyre Forest,1647,1579,1370,1909,1663,1346,1504,1253,,43,44,66,92,101,76,72,71,,3,6,5,7,12,12,9,2,,1,1,0,0,2,5,1,0,
E14001602,Wythenshawe and Sale East,1543,1470,1192,1788,1434,1152,1308,1043,,46,61,66,111,112,88,107,83,,0,0,0,2,3,2,3,2,,0,0,0,0,1,0,0,0,
E14001603,Yeovil,2017,1804,1724,2298,2025,1643,1712,1312,,62,58,78,166,166,114,109,70,,3,2,3,10,26,5,8,4,,0,1,2,6,16,1,1,1,
E14001604,York Central,1904,1866,1490,2438,1839,1473,1718,1233,,86,80,84,238,179,159,172,96,,9,8,13,26,17,21,14,10,,1,3,3,8,2,10,7,2,
E14001605,York Outer,1691,1582,1405,1977,1494,1280,1378,1104,,108,118,125,217,179,206,229,144,,2,2,8,13,12,12,13,5,,0,0,1,3,4,1,5,1,
W07000081,Aberafan Maesteg,1265,1365,1077,1538,1456,1211,1292,909,,1,7,10,7,15,8,6,3,,0,0,0,0,1,0,1,0,,0,0,0,0,0,0,1,0,
W07000082,Alyn and Deeside,1655,1750,1429,2060,1658,1319,1423,1102,,8,10,14,19,26,23,35,20,,1,0,0,1,2,0,3,0,,1,0,0,0,0,0,2,0,
W07000083,Bangor Aberconwy,1560,1482,1220,1945,1580,1172,1294,1023,,19,32,34,80,70,43,56,39,,1,1,7,2,6,5,0,0,,0,0,0,0,0,2,0,0,
W07000084,Blaenau Gwent and Rhymney,1342,1338,1186,1662,1603,1189,1088,947,,0,0,0,1,2,2,1,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,
W07000085,"Brecon, Radnor and Cwm Tawe",1439,1308,1160,1693,1385,1042,1199,851,,20,20,22,67,90,45,63,42,,0,0,1,4,5,1,2,2,,0,0,0,1,2,0,0,0,
W07000086,Bridgend,1943,1887,1402,1943,1714,1351,1457,1199,,13,23,18,62,49,59,56,49,,0,0,1,3,2,0,0,0,,0,0,0,0,0,0,0,0,
W07000087,Caerfyrddin,1446,1383,1196,1797,1375,1037,1002,858,,7,6,13,51,84,44,51,33,,0,0,0,1,4,1,1,1,,0,0,0,0,1,0,0,0,
W07000088,Caerphilly,1431,1496,1059,1771,1505,1219,1349,1025,,8,14,8,23,8,18,25,14,,1,2,0,1,0,2,0,0,,1,0,0,1,0,0,0,0,
W07000089,Cardiff East,1521,1505,1103,1608,1478,1218,1301,976,,60,49,43,109,141,114,99,68,,6,1,1,5,8,7,5,6,,1,0,0,2,2,1,1,0,
W07000090,Cardiff North,1853,1828,1346,1950,1684,1317,1468,1064,,72,99,65,166,201,177,197,143,,3,1,2,5,9,11,15,14,,0,1,0,1,0,1,0,0,
W07000091,Cardiff South and Penarth,1922,1964,1417,1904,2094,1429,1465,1183,,79,96,93,144,164,129,123,124,,1,1,4,14,12,20,11,12,,0,0,1,5,0,9,5,3,
W07000092,Cardiff West,1757,1748,1372,2060,1835,1510,1521,1030,,77,76,74,142,186,191,155,94,,2,1,1,6,20,12,10,2,,1,0,0,0,2,1,1,0,
W07000093,Ceredigion Preseli,1401,1417,1242,1764,1466,1046,1159,904,,15,17,30,64,94,58,56,33,,0,1,0,4,5,0,1,0,,0,0,0,1,1,0,0,0,
W07000094,Clwyd East,1585,1581,1405,1914,1679,1207,1287,1095,,11,11,24,60,81,33,36,47,,0,0,1,2,3,1,1,1,,0,0,0,0,0,0,1,0,
W07000095,Clwyd North,2027,1880,1533,2173,2020,1645,1651,1290,,9,9,16,45,22,29,38,18,,1,0,1,1,0,0,0,1,,1,0,0,0,0,0,0,0,
W07000096,Dwyfor Meirionnydd,1601,1618,1371,1929,1616,1326,1416,1071,,31,34,39,79,110,79,73,30,,0,3,1,6,7,7,4,2,,0,1,0,2,4,2,1,0,
W07000097,Gower,1649,1589,1336,2039,1599,1356,1445,1133,,52,57,77,165,143,102,109,90,,5,2,6,8,8,8,5,6,,1,0,2,2,2,1,1,0,
W07000098,Llanelli,1681,1644,1322,1815,1563,1294,1359,1041,,2,6,5,18,25,22,31,18,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,
W07000099,Merthyr Tydfil and Aberdare,1399,1479,1208,1748,1614,1270,1293,957,,1,2,3,6,9,10,11,5,,0,0,1,0,0,0,0,0,,0,0,1,0,0,0,0,0,
W07000100,Mid and South Pembrokeshire,1878,1743,1436,2258,1784,1556,1438,1136,,16,26,28,86,87,87,55,36,,0,1,2,6,8,3,1,1,,0,0,0,1,0,1,1,1,
W07000101,Monmouthshire,1523,1389,1200,2112,1628,1247,1402,1039,,96,91,106,221,209,161,207,145,,4,4,2,13,8,9,12,6,,1,0,0,1,4,3,2,1,
W07000102,Montgomeryshire and Glyndwr,1279,1287,1122,1567,1268,1067,1150,848,,15,16,21,45,66,36,47,28,,0,0,2,2,3,1,3,1,,0,0,1,0,1,0,0,0,
W07000103,Neath and Swansea East,1575,1543,1234,1690,1453,1263,1366,1057,,1,2,2,8,13,6,7,7,,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,
W07000104,Newport East,2042,1765,1373,2036,2018,1724,1666,1212,,16,17,17,38,41,56,43,28,,0,0,0,0,3,2,0,0,,0,0,0,0,0,0,0,0,
W07000105,Newport West and Islwyn,1748,1814,1412,1759,1516,1226,1371,1091,,15,17,30,51,57,47,41,41,,1,0,0,0,4,0,0,2,,0,0,0,0,2,0,0,1,
W07000106,Pontypridd,1740,1770,1316,2027,1769,1387,1473,1111,,4,1,6,13,24,14,16,13,,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,
W07000107,Rhondda and Ogmore,1633,1603,1344,1902,1826,1467,1504,1144,,1,1,1,3,3,2,3,1,,1,0,0,0,1,0,0,0,,0,0,0,0,1,0,0,0,
W07000108,Swansea West,1437,1386,1140,1611,1582,1351,1366,1017,,11,15,6,21,19,17,23,24,,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,
W07000109,Torfaen,1624,1489,1153,1636,1440,1178,1147,765,,2,1,4,11,18,14,13,11,,0,0,0,1,1,0,0,0,,0,0,0,0,0,0,0,0,
W07000110,Vale of Glamorgan,1859,1981,1524,2042,1636,1241,1291,1151,,88,70,86,205,177,134,114,126,,4,3,2,10,9,8,6,12,,0,0,0,2,1,2,0,4,
W07000111,Wrexham,1403,1344,1204,1784,1479,1207,1218,937,,27,10,22,54,55,32,32,37,,0,0,1,2,5,1,3,1,,0,0,1,0,1,0,0,0,
W07000112,Ynys Mon,1192,1163,1017,1453,1167,792,848,662,,18,14,30,75,79,65,61,33,,2,1,4,6,5,4,10,3,,0,1,2,2,4,4,3,2,
